"age_NA","ageolder_BP","ageyounger_BP","depth","Artemisia","Caryophyllaceae","Juglans","Plantago","Typha","Polypodium","Corylus","Tsuga","Botryococcus","Cyperaceae","Ericaceae","Asteraceae","Abies","Algae (Inaperturate spC1)","Amaranthaceae","Quercus (evergreen)","Quercus (deciduous)","Poaceae","Pinus","Olea","Anthoceris/Isotoma","Alnus","Ephedra","Picea","Plumbaginaceae","Cistaceae","Sparganium","Helianthemum","Ostrya/Carpinus orientalis","Ranunculaceae","Cupressaceae","Fungi","Dinoflagellata","Celtis","Sanguisorba","Centaurea","Brassicaceae","Sigmopollis","Knautia","Acer","Ulmus","Algae","Lythrum","Euphorbiaceae","Indeterminable","Fagus","Rumex","Thalictrum","Hippophaë","Zelkova","Betula","Algae (Inaperturate spC)","Liliaceae","Valeriana","Cedrus","Sphagnum","Lycopodium","Unknown (monolete)","Araliaceae","Malvaceae","Fraxinus","Pistacia","Osmundaceae","Anogramma","Polygonaceae","Asparagales","Unknown","Dryopteris","Turgenia","Linum","Erodium","Dipsacales","Apiaceae","Alismataceae","Centranthus","Cathaya","Riccia","Scabiosa","Armeria","Unknown (monolete, psilate)","Lamiaceae","Rosaceae","Castanea","Sagittaria","Fabaceae","Sideritis","Lemna","Myrica","Arceuthobium","Carya","Geranium","Rhamnus","Cryptogramma","Buxus","Selaginella","Carpinus betulus","Eucommia","Parrotia","Euphrasia","Parthenocissus","Solanaceae","Daphne","Iridaceae/Liliaceae","Potamogeton","Phlomis","Polygalaceae","Salix","Pterocarya","Unknown (trilete)","Hamamelidaceae","Viscum album","Scrophularia","Unknown (trilete, psilate)","Cicatricosisporites","Filipendula","Populus","Ilex aquifolium","Saxifraga","Coriaria","Boraginaceae","Epilobium","Rubiaceae","Tamarix","Drosera","Asplenium","Verbenaceae"
NA,NA,NA,70.21,59,1,NA,3,2,NA,NA,2,2,2,20,16,4,NA,38,24,17,94,733,NA,NA,2,3,19,2,3,NA,1,1,NA,NA,1,1,2,3,NA,2,NA,NA,NA,3,NA,NA,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,41.23,103,4,NA,1,NA,NA,NA,1,5,9,NA,35,4,NA,57,4,9,37,240,NA,NA,NA,26,2,7,NA,NA,1,NA,1,1,3,1,1,1,3,2,3,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,73.07,96,NA,NA,2,NA,NA,NA,NA,1,1,20,23,1,NA,29,33,13,90,315,4,NA,NA,1,2,1,2,NA,1,1,2,3,4,NA,4,1,NA,1,20,NA,NA,1,NA,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,113.31,26,1,NA,4,NA,NA,NA,NA,22,NA,14,29,3,NA,22,47,54,40,285,2,NA,NA,NA,38,4,5,1,NA,NA,4,6,12,70,1,NA,NA,NA,NA,NA,NA,1,7,NA,4,NA,NA,1,NA,NA,3,NA,35,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,45.07,36,1,3,NA,NA,NA,NA,NA,2,3,6,30,16,4,73,85,32,44,268,2,NA,NA,1,14,NA,1,NA,NA,1,4,2,4,10,NA,NA,1,NA,71,NA,NA,4,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,48.01,37,1,NA,3,4,NA,1,NA,NA,10,1,34,14,7,39,68,38,103,102,3,NA,NA,NA,1,1,NA,NA,NA,2,1,13,5,70,3,NA,NA,6,100,NA,NA,1,3,NA,NA,1,NA,NA,NA,NA,1,NA,15,NA,NA,NA,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,127.68,101,1,NA,3,NA,NA,NA,NA,47,1,NA,32,3,45,32,27,28,71,83,NA,NA,NA,NA,1,2,NA,2,NA,NA,NA,1,5,32,NA,NA,3,3,23,NA,NA,1,2,NA,NA,2,NA,NA,NA,NA,4,NA,72,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,82.09,34,1,NA,3,NA,NA,3,2,NA,2,6,38,5,NA,37,52,46,56,1168,2,NA,NA,2,23,NA,1,2,NA,NA,NA,3,1,10,4,NA,3,2,NA,NA,2,NA,NA,NA,1,2,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,43.82,39,2,1,1,NA,NA,1,NA,10,9,5,46,6,3,52,41,26,83,143,1,NA,NA,3,NA,1,1,2,NA,NA,NA,5,3,2,1,NA,1,NA,2,NA,NA,NA,4,NA,2,2,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,107.86,25,NA,NA,2,NA,NA,NA,NA,NA,1,2,41,10,NA,14,27,21,174,668,1,NA,NA,NA,3,NA,NA,2,NA,NA,NA,10,3,NA,1,NA,1,NA,56,NA,1,1,NA,NA,1,1,3,NA,NA,1,2,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,77.67,63,2,NA,8,NA,NA,NA,NA,1,10,NA,42,20,NA,29,25,21,36,340,2,NA,NA,10,5,2,NA,3,NA,1,5,2,25,163,1,NA,NA,NA,23,NA,2,4,29,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,25.6,46,NA,2,2,NA,NA,1,NA,NA,6,2,20,9,4,80,43,11,62,209,1,NA,1,NA,3,1,1,1,NA,NA,1,25,32,212,NA,NA,NA,1,13,NA,NA,2,6,NA,1,2,NA,NA,NA,NA,NA,NA,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,122.14,50,NA,NA,2,NA,NA,1,NA,10933,7,9,45,6,3,27,20,39,45,454,2,NA,NA,NA,4,3,2,NA,6,NA,NA,30,23,NA,NA,1,1,NA,NA,NA,NA,1,6,NA,2,3,NA,1,NA,NA,NA,NA,5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,49.84,42,NA,2,NA,NA,NA,1,NA,4,16,7,55,15,5,22,34,19,60,801,NA,NA,NA,2,9,2,3,NA,NA,1,1,14,7,4061,NA,NA,1,2,NA,1,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,61.14,61,4,NA,4,NA,NA,3,NA,2,3,22,33,6,NA,48,18,20,40,475,2,NA,1,2,29,1,2,NA,NA,3,1,2,9,NA,2,2,3,NA,NA,NA,NA,1,1,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,87.6,83,NA,NA,1,NA,NA,NA,NA,2,1,1,19,2,NA,15,58,27,75,156,1,NA,NA,7,9,NA,2,NA,NA,NA,4,3,5,352,1,NA,NA,NA,NA,NA,1,1,1,NA,3,2,NA,3,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,133.78,79,1,NA,1,2,NA,1,NA,NA,1,4,24,4,NA,20,65,36,73,154,NA,NA,1,NA,2,NA,NA,NA,1,2,3,9,2,1,1,NA,NA,1,660,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,56.49,21,3,NA,3,1,NA,2,NA,NA,6,5,43,8,NA,51,24,48,53,371,NA,NA,2,2,12,1,3,NA,NA,4,NA,1,1,240,2,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,93.01,91,1,1,2,2,NA,NA,NA,4,NA,4,32,11,5,44,28,41,38,284,2,NA,NA,NA,1,3,3,NA,NA,NA,1,8,7,34,NA,2,1,NA,1,NA,NA,1,2,NA,NA,NA,NA,2,1,NA,NA,NA,4,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,51.24,45,2,2,NA,1,NA,NA,NA,362,12,NA,15,NA,6,23,22,14,82,407,NA,NA,NA,1,NA,1,NA,NA,NA,NA,3,61,9,150,NA,NA,2,1,NA,NA,NA,1,2,NA,1,NA,NA,NA,NA,NA,1,NA,8,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,42.26,36,2,4,NA,3,NA,1,NA,NA,14,1,25,2,NA,44,91,36,55,112,NA,NA,NA,NA,NA,6,NA,NA,1,1,3,19,247,260,2,NA,NA,NA,5,NA,1,1,2,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,141.2,32,1,NA,6,1,NA,NA,NA,3,3,20,43,7,NA,60,35,23,66,439,1,NA,NA,NA,28,1,3,NA,NA,NA,1,NA,3,25,NA,1,1,NA,49,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,100.24,105,2,NA,3,NA,NA,2,NA,5,15,5,27,2,NA,36,9,13,39,435,NA,NA,NA,NA,7,1,1,3,1,NA,1,18,5,37,NA,NA,2,1,20,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,115.4,41,3,NA,1,1,NA,NA,NA,1,6,6,54,7,NA,21,39,61,43,415,2,NA,NA,NA,2,NA,3,NA,NA,1,1,14,20,214,3,NA,NA,NA,NA,NA,NA,4,8,NA,NA,1,1,NA,1,NA,NA,NA,15,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,82.47,84,NA,NA,4,5,NA,NA,NA,4,NA,NA,22,9,2,43,72,38,40,403,3,NA,NA,1,14,NA,2,NA,NA,NA,9,2,3,8,NA,2,2,2,272,NA,NA,3,NA,NA,NA,NA,NA,NA,1,NA,NA,1,54,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,121.33,58,NA,NA,1,NA,NA,1,NA,8167,17,10,28,6,36,29,33,20,62,350,NA,NA,NA,NA,19,1,NA,7,NA,NA,3,26,19,6341,2,NA,1,NA,18,NA,NA,2,6,NA,5,NA,NA,NA,NA,NA,NA,1,6,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,131.37,23,5,NA,14,NA,NA,NA,NA,2,1,3,24,17,NA,26,29,56,76,1284,NA,NA,NA,NA,17,3,3,1,NA,2,2,NA,3,4,3,4,5,NA,3,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,110.01,14,1,NA,NA,2,NA,2,1,5,2,4,18,15,NA,8,10,15,120,3740,NA,NA,NA,NA,18,NA,5,NA,NA,2,NA,NA,1,1,NA,NA,9,NA,NA,NA,NA,2,2,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,3,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,99.63,121,1,NA,1,2,NA,NA,NA,1,26,NA,18,4,4,40,7,8,61,427,NA,NA,NA,NA,3,1,1,NA,NA,NA,2,4,4,8,1,NA,NA,1,1,NA,1,2,3,NA,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,45.04,72,NA,NA,2,2,NA,1,1,186,3,7,42,1,NA,47,44,27,61,283,2,NA,NA,3,1,NA,3,3,1,NA,NA,6,3,NA,4,1,NA,2,NA,NA,2,1,43,NA,NA,2,4,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,105,60,2,1,2,7,NA,NA,NA,2,6,2,30,37,NA,21,36,34,58,1976,NA,NA,NA,NA,10,1,1,NA,2,NA,7,10,5,310,2,1,2,NA,98,NA,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,63.23,44,5,2,3,2,NA,1,NA,NA,6,NA,28,5,3,71,33,21,41,296,2,NA,NA,2,18,4,NA,NA,NA,NA,6,20,15,372,2,NA,NA,NA,NA,NA,NA,NA,7,NA,1,1,NA,1,NA,1,NA,1,6,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,115.81,33,1,NA,2,1,NA,2,NA,2,1,2,42,4,NA,48,73,38,40,327,2,NA,NA,NA,5,NA,6,6,NA,2,1,15,12,7,1,NA,1,1,3,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,139.23,55,1,2,2,NA,NA,NA,NA,12,3,4,55,9,NA,29,25,46,65,182,3,NA,NA,NA,4,4,4,NA,NA,NA,NA,4,7,3,1,NA,3,NA,44,NA,NA,NA,3,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,2,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,139.75,113,2,1,4,NA,NA,NA,NA,24,2,2,73,14,NA,21,35,18,45,172,1,NA,NA,NA,25,3,NA,1,1,1,NA,5,5,14,1,NA,1,4,20,NA,NA,2,NA,NA,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,117.36,90,4,NA,NA,NA,NA,2,1,1,3,3,19,12,NA,13,58,28,53,406,NA,NA,NA,NA,1,NA,1,NA,2,4,2,8,NA,NA,2,1,1,NA,50,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,4,NA,NA,2,NA,NA,NA,2,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
