"age_Calibrated_radiocarbon_years_BP","ageolder_BP","ageyounger_BP","depth","Castanea","Geranium","Tilia","Asteroideae","Anemone","Galium-type","Cistus","Fraxinus ornus","Myriophyllum spicatum/M. verticillatum","Plantago coronopus-type","Ranunculus repens-type","Rumex hydrolapathum","Spartium","Caryophyllaceae","Salix","Thalictrum","Rumex acetosa-type","Artemisia vulgaris-type","Fraxinus excelsior","Bunium-type","Juglans","Rosaceae","Capsella-type","Ephedra fragilis-type","Matricaria-type","Vitis","Olea","Centaurea solstitialis","Platanus","Polygonum aviculare-type","Apiaceae","Juniperus","Scrophularia/Verbascum","Dryopteris-type","Isoëtes","Poterium sanguisorba","Plantago maritima-type","Artemisia herba-alba","Carpinus betulus","Cichorioideae","Pistacia","Poaceae (Cerealia-type)","Ericaceae","Amaranthaceae","Fagus","Unknown","Corylus","Plantago lanceolata-type","Ulmus","Phillyrea","Pteridium","Alnus","Sparganium-type","Brassica-type","Abies","Oleaceae","Cyperaceae","Pinus","Ostrya/Carpinus orientalis","Quercus coccifera-type","Poaceae","Quercus robur-type","Pseudopediastrum boryanum","Nymphaea","Typha latifolia","Fabaceae","Ranunculus sceleratus-type","Ferula-type","Asperula-type","Acer","Betula","Centaurea","Plantago major-type","Hedera","Rhinanthus-type","Teucrium","Plantago media-type","Ephedra distachya-type","Datisca cannabina","Hypericum perforatum","Malabaila","Carduus-type","Mercurialis-type","Potentilla-type","Senecio-type","Clematis-type","Ranunculus sect. Batrachium-type","cf. Ceratonia","Plantaginaceae","Aesculus","Picea","Liliaceae","Thymus/Mentha","Heliotropium-type","Loranthus europaeus","Filago-type","Euphorbia","Campanula-type","Humulus/Cannabis","Delphinium-type","Sanicula","Lomelosia rotata-type","Filipendula","Pediastrum duplex","Pseudopediastrum kawraiskyi","Bupleurum-type","Centaurea scabiosa-type","Solanum dulcamara","Pimpinella-type","Potamogeton","Theligonum","Calligonum","Thelypteris palustris-type","Monactinus simplex","Dipsacoideae","Cladium mariscus","Phyteuma-type","Asplenium","Caltha","Dianthus-type","Urtica dioica-type","Polypodium","Cornus","Cirsium/Gundelia","Helleborus","Gentiana","Vicia-type","Aquilegia-type","Papaver","Centaurea cyanus-type","Knautia","Sphagnum","Ophioglossum","Equisetum","Nigella","Ranunculaceae","Stachys-type","Noaea-type","Lycopodium","Persicaria amphibia","Helianthemum","Cedrus","Arctium/Jurinea","Asphodeline","Valerianella","Taxus","Echinops","Sambucus nigra-type","Fagopyrum","Plantago ovata-type","Cousinia","Dipsacus-type","Allium","Alisma","Hippophaë","Iris pseudacorus","Lythrum","Lemna","Butomus umbellatus","Trifolium-type","Menyanthes trifoliata","Lysimachia","Malva","Scabiosa","Erodium","Linum","Convolvulus","Crassulaceae","Populus","Spergularia-type","Persicaria maculosa-type","Myrica","Valeriana","Lythrum portula-type","Leontice leontopetalum","Halothamnus-type","Melampyrum","Nuphar","Astragalus-type","Inula-type","Symphytum-type","Pediastrum undulatum","Sanguisorba officinalis","Matthiola","Hydrocharitaceae","Polygonaceae","Epilobium","Boraginaceae","Armeria/Limonium","Plumbaginaceae","Hedysarum/Ebenus","Onobrychis-type","cf. Campanulaceae","Juniperus sabina","Scabiosa columbaria-type","Fagopyrum tataricum","Laurus","Viburnum-type","Buxus","Thymelaeaceae","Ranunculus asiaticus-type","cf. Hypericum","cf. Sambucus","Malvaceae","Onagraceae","Ornithogalum-type","Xanthium","Anchusa/Pulmonaria","Saxifraga","Lamiaceae","Colchicum"
31366,31919,30808,720,NA,NA,NA,36,NA,24,NA,NA,2,1,NA,1,NA,8,5,1,2,12,NA,1,NA,1,8,3,22,NA,NA,19,NA,20,NA,2,NA,NA,NA,NA,5,250,NA,30,NA,4,NA,151,NA,23,NA,NA,1,NA,NA,5,50,17,2,NA,152,54,NA,3,316,20,154,NA,1,NA,NA,19,2,NA,2,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,1,6,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31737,32317,31151,740,NA,NA,NA,2,NA,18,NA,NA,1,5,2,1,NA,3,1,5,4,17,NA,NA,NA,1,2,2,17,NA,NA,10,NA,4,NA,5,NA,4,NA,NA,8,184,NA,11,NA,5,NA,129,NA,7,NA,4,2,NA,NA,3,78,25,2,NA,116,56,1,2,393,33,4096,NA,NA,NA,3,14,NA,NA,4,NA,NA,NA,3,NA,NA,1,NA,NA,1,2,NA,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,1,128,320,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,3,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32108,32714,31492,760,NA,NA,NA,7,NA,38,NA,NA,30,1,NA,1,NA,5,4,12,6,21,NA,2,NA,NA,5,6,20,NA,NA,7,NA,8,NA,5,NA,4,NA,NA,5,135,NA,6,NA,12,NA,99,2,6,5,1,5,1,NA,9,168,31,5,NA,102,101,NA,1,515,56,9999,NA,NA,NA,3,33,NA,NA,10,NA,NA,NA,1,NA,2,3,NA,NA,1,NA,NA,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,2,NA,2,1104,1380,NA,NA,NA,1,1,NA,NA,NA,184,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,2,6,3,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32428,33035,31811,780,NA,NA,NA,2,NA,20,NA,NA,63,1,NA,1,NA,5,1,10,4,27,NA,14,NA,NA,3,4,20,NA,NA,8,NA,3,NA,12,NA,8,NA,2,4,94,1,7,NA,12,NA,89,5,2,1,2,2,NA,NA,12,245,18,6,NA,115,143,NA,5,539,101,9999,1,1,NA,1,6,1,NA,13,NA,NA,NA,1,1,NA,5,NA,1,1,2,NA,NA,7,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,1,NA,5,NA,NA,490,1715,NA,NA,NA,3,1,NA,NA,NA,140,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,1,NA,NA,NA,NA,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32495,33096,31885,785,NA,NA,NA,7,NA,32,NA,NA,14,1,NA,1,NA,6,3,9,5,139,NA,NA,NA,NA,1,3,20,NA,NA,14,NA,8,9,10,NA,15,NA,1,3,243,NA,14,NA,15,1,224,1,6,1,8,2,NA,1,10,182,7,2,NA,120,87,1,1,590,49,3339,NA,2,NA,NA,16,2,NA,15,NA,NA,NA,NA,1,NA,7,NA,NA,NA,NA,NA,3,16,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,7,NA,1,105,42,1,NA,NA,2,NA,NA,NA,NA,42,NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32697,33279,32107,800,NA,NA,NA,5,NA,15,NA,NA,1,NA,NA,NA,NA,5,NA,5,3,5,NA,2,NA,NA,NA,3,10,NA,NA,17,NA,5,15,4,NA,17,NA,NA,2,192,NA,5,NA,13,NA,132,NA,4,NA,1,1,NA,NA,6,96,13,1,NA,82,43,NA,NA,206,16,308,NA,1,NA,1,2,1,NA,8,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,5,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,80,32,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32966,33524,32402,820,NA,NA,NA,5,NA,28,NA,NA,1,4,1,1,NA,6,1,2,15,9,NA,1,NA,NA,NA,5,10,NA,NA,17,NA,6,11,3,1,36,NA,NA,6,201,1,4,NA,NA,NA,104,1,3,1,NA,1,NA,NA,1,181,4,3,NA,66,60,NA,3,368,56,1512,NA,1,NA,1,1,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,6,NA,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,70,70,NA,2,NA,1,NA,NA,NA,NA,420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2,NA,1,1,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33236,33770,32695,840,NA,NA,1,10,NA,32,NA,NA,NA,3,NA,1,NA,2,3,3,5,5,NA,NA,NA,1,NA,4,12,NA,NA,5,NA,5,7,6,NA,5,NA,1,5,226,NA,5,NA,10,NA,144,1,2,1,1,1,NA,NA,7,241,10,1,NA,44,58,1,1,419,44,1419,NA,NA,NA,2,2,NA,1,5,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,2,NA,NA,22,33,1,3,NA,1,NA,NA,NA,NA,396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33505,34018,32988,860,NA,NA,NA,9,NA,13,NA,NA,NA,2,NA,NA,NA,2,3,4,1,39,NA,5,NA,NA,2,2,10,NA,NA,12,NA,3,5,6,NA,18,NA,NA,3,125,NA,12,NA,5,NA,120,NA,12,1,2,NA,NA,NA,4,28,8,NA,NA,40,42,NA,NA,281,28,2745,NA,1,NA,NA,4,NA,NA,1,NA,3,NA,1,NA,NA,5,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,15,30,NA,1,NA,1,NA,NA,NA,NA,2235,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33774,34267,33277,880,NA,NA,NA,10,1,30,NA,NA,1,3,NA,NA,NA,NA,NA,5,4,40,NA,4,NA,NA,5,3,13,NA,NA,6,NA,9,21,5,NA,1,NA,3,7,169,NA,12,1,12,NA,117,1,3,NA,NA,2,NA,NA,2,87,8,2,NA,59,38,1,NA,390,49,528,NA,NA,1,NA,NA,2,NA,6,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,30,46,1,NA,NA,1,3,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33909,34392,33421,890,NA,1,2,5,NA,32,NA,NA,NA,NA,NA,1,NA,6,1,3,3,6,NA,15,NA,NA,4,10,32,NA,NA,15,NA,4,NA,3,NA,21,NA,NA,4,132,1,16,NA,8,NA,132,5,19,3,3,7,NA,NA,6,130,19,7,NA,106,132,1,9,571,172,250,NA,1,NA,1,7,2,3,8,NA,NA,NA,NA,NA,NA,5,NA,NA,2,NA,NA,NA,6,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,2,NA,NA,1,3,NA,2,8,NA,NA,NA,1,1,1,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,NA,NA,2,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34043,34518,33565,900,NA,NA,1,9,NA,35,NA,NA,1,6,NA,1,NA,2,4,10,5,12,2,1,NA,1,1,7,22,NA,NA,21,1,6,11,20,NA,24,NA,3,7,176,1,18,NA,6,NA,139,8,15,10,2,5,NA,NA,14,155,15,6,NA,96,113,1,7,884,208,145,1,1,NA,NA,6,NA,1,9,NA,NA,NA,1,NA,NA,5,NA,NA,NA,NA,NA,4,8,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,2,NA,NA,6,NA,3,9,18,NA,3,NA,2,NA,NA,NA,NA,14,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34313,34769,33849,920,NA,NA,NA,2,NA,19,NA,NA,6,1,NA,NA,NA,3,NA,7,4,11,NA,2,NA,NA,6,2,8,NA,NA,6,NA,5,22,3,NA,38,NA,NA,5,168,NA,2,NA,9,NA,139,NA,5,NA,1,2,NA,NA,5,80,22,1,NA,109,36,NA,1,295,37,1573,NA,NA,NA,1,8,NA,NA,4,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,77,88,1,NA,NA,3,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34582,35022,34132,940,NA,NA,1,2,NA,12,NA,NA,8,NA,NA,NA,NA,NA,1,2,3,8,NA,4,NA,NA,2,NA,4,NA,NA,5,NA,3,6,5,1,64,NA,NA,2,140,NA,3,NA,8,NA,122,2,4,3,NA,2,NA,NA,4,76,31,3,NA,78,34,1,NA,242,32,1546,4,NA,NA,2,7,NA,1,5,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,1,82,96,NA,NA,NA,1,1,NA,NA,NA,141,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34851,35277,34413,960,NA,NA,NA,2,NA,15,NA,NA,66,2,NA,NA,NA,1,NA,2,4,2,NA,4,NA,NA,1,NA,10,NA,NA,6,NA,NA,13,3,NA,142,NA,NA,NA,122,NA,NA,NA,3,NA,96,4,10,2,1,NA,NA,NA,15,230,36,7,NA,68,63,1,1,326,86,2646,16,3,NA,NA,NA,NA,2,11,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,2,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,126,273,NA,NA,NA,NA,NA,NA,NA,1,483,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
35121,35534,34690,980,NA,NA,1,1,NA,7,NA,NA,156,NA,NA,1,NA,1,1,4,1,2,NA,1,NA,NA,NA,2,5,NA,NA,5,NA,NA,4,4,NA,162,NA,NA,3,84,2,1,1,NA,NA,53,11,NA,7,NA,3,NA,NA,13,122,3,10,NA,27,96,NA,1,277,118,5106,12,7,NA,1,4,NA,1,5,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,161,161,NA,NA,NA,NA,NA,NA,NA,NA,651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35390,35794,34966,1000,NA,NA,2,NA,NA,5,NA,NA,199,1,NA,1,NA,NA,1,3,NA,11,2,3,NA,1,NA,2,8,NA,NA,2,NA,2,1,5,NA,182,NA,1,4,32,1,2,NA,6,NA,47,7,2,24,NA,4,NA,NA,12,127,3,12,NA,49,96,1,4,267,177,917,20,6,NA,NA,1,NA,2,5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,4,NA,1,118,59,NA,1,NA,NA,NA,NA,NA,NA,436,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
35659,36055,35239,1020,NA,NA,NA,4,NA,16,NA,NA,NA,1,NA,NA,NA,2,NA,6,10,5,NA,5,NA,NA,3,1,11,NA,NA,5,NA,2,1,4,NA,NA,NA,1,4,158,NA,11,NA,12,NA,109,1,9,1,2,NA,NA,NA,5,44,5,2,NA,30,52,NA,NA,198,41,2740,NA,NA,NA,NA,8,NA,NA,5,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,2,6,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,1,128,336,NA,NA,NA,1,NA,NA,NA,NA,976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35928,36318,35514,1040,NA,NA,NA,11,NA,26,NA,NA,NA,5,NA,NA,NA,3,1,3,3,10,NA,3,NA,NA,2,3,14,NA,NA,8,NA,1,NA,8,NA,2,NA,NA,5,193,NA,12,NA,8,NA,115,4,7,5,NA,2,NA,NA,10,95,13,3,NA,46,74,NA,4,378,103,1274,NA,2,NA,3,14,NA,1,8,NA,NA,NA,1,NA,1,3,NA,NA,NA,1,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,84,224,1,NA,NA,1,NA,NA,NA,NA,300,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36198,36585,35790,1060,NA,NA,NA,NA,NA,23,NA,NA,5,2,NA,NA,NA,2,NA,2,4,15,NA,3,NA,NA,NA,2,13,NA,NA,3,1,2,12,5,NA,NA,NA,1,4,106,3,4,NA,6,NA,90,1,1,2,NA,1,NA,NA,4,74,5,2,NA,44,38,NA,4,269,103,4125,NA,1,NA,NA,NA,NA,NA,7,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,1,165,295,1,NA,NA,2,6,NA,NA,NA,759,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
