"age_Calendar_years_BP","ageolder_BP","ageyounger_BP","depth","Abies","Acer","Alismataceae","Alnus","Amaranthaceae undif.","Apiaceae undif.","Arceuthobium","Artemisia","Asteroideae undif.","Betula","Boraginaceae undif.","Brassicaceae","Butomus","Campanulaceae","Carpinus","Caryophyllaceae undif.","Castanea","Cedrus","Celtis","Centaurea","Cercis","Cichorieae","Cistaceae","Corylus","Cupressaceae","Cyperaceae","Dipsacaceae","Ephedra","Erica t.","Euphorbiaceae undif.","Fagopyrum","Fern-Equisetophyta","Fraxinus","Fumaria","Galium t.","Humulus","Hydrocharitaceae","Hypericum undif.","Juglans","Lamiaceae undif.","Lemnaceae","Ligustrum","Malva undif.","Matthiola","Myriophyllum undif.","Nymphaea","Olea t.","Papaver t.","Petaloid monocot","Pinus undif.","Pistacia","Plantago","Platanus","Poaceae","Poaceae (Cerealia-type)","Polygala","Polygonum t.","Populus","Potamogeton","Quercus evergreen","Quercus subgen. Cerris","Ranunculaceae undif.","Rhamnus","Rosaceae undif.","Rumex t.","Salix","Sambucus","Sanguisorba t.","Saxifragaceae","Scrophulariaceae t.","Scrophulariaceae undif.","Thalictrum","Tilia","Typha","Ulmus t.","Urtica t.","Valerianaceae undif.","Vitis"
"2294.74",NA,NA," 760.00","   5.00","   0.00","   0.00","   0.00","   6.00","   5.00","   0.00","  17.00","  12.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","  10.00","   0.00","   8.00","   0.00","  16.00","   0.00","   4.00","   1.00","   0.00","  21.00","   4.00","   5.00","   0.00","   5.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00"," 165.00","   0.00","   9.00","   0.00","  52.00","   0.00","   0.00","   0.00","   0.00","   0.00","  16.00","   2.00","   4.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   4.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00"
"2296.937",NA,NA," 762.000","   4.000","   0.000","   0.000","   0.000","   3.000","   8.000","   0.000","  14.000","  26.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  10.000","   0.000","   5.000","   0.000","  17.000","   0.000","   6.000","   0.000","   0.000","  22.000","   5.000","   4.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000"," 162.000","   0.000","  15.000","   0.000","  67.000","   0.000","   0.000","   0.000","   0.000","   0.000","  13.000","   2.000","   4.000","   0.000","   1.000","   1.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   5.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000"
"2298.035",NA,NA," 763.000","   4.000","   0.000","   1.000","   0.000","   4.000","   7.000","   0.000","  14.000","  11.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   9.000","   0.000","   4.000","   0.000","  11.000","   0.000","   4.000","   0.000","   0.000","  16.000","   4.000","   5.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000"," 138.000","   0.000","   9.000","   0.000","  61.000","   0.000","   0.000","   0.000","   0.000","   0.000","  15.000","   4.000","   4.000","   0.000","   1.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   5.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000"
"2299.133",NA,NA," 764.000","   2.000","   0.000","   2.000","   0.000","   0.000","   2.000","   0.000","   2.000","   5.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  13.000","   0.000","   4.000","   0.000","  12.000","   0.000","   2.000","   0.000","   0.000","  16.000","  81.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   3.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   8.000","   2.000","   0.000","   0.000","   7.000"," 135.000","   0.000","   8.000","   0.000","  15.000","   0.000","   0.000","   2.000","   0.000","   0.000","  10.000","   4.000","  32.000","   0.000","   0.000","   1.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   4.000","   0.000","  13.000","   0.000","   0.000","   0.000","   0.000"
"2300.231",NA,NA," 765.000","   1.000","   0.000","   1.000","   0.000","   0.000","   1.000","   0.000","   3.000","   4.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  12.000","   0.000","   3.000","   0.000","  13.000","   0.000","   1.000","   0.000","   0.000","  18.000","  82.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   4.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   9.000","   1.000","   0.000","   0.000","   6.000"," 133.000","   0.000","   4.000","   0.000","  19.000","   0.000","   0.000","   0.000","   0.000","   0.000","  14.000","   5.000","  29.000","   0.000","   0.000","   1.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   3.000","   0.000","  13.000","   0.000","   0.000","   0.000","   0.000"
"2301.33",NA,NA," 766.00","   0.00","   0.00","   0.00","   0.00","   1.00","   1.00","   0.00","   1.00","   5.00","   0.00","   1.00","   0.00","   0.00","   1.00","   0.00","   7.00","   0.00","   2.00","   0.00","  10.00","   0.00","   2.00","   0.00","   0.00","  17.00","  77.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   4.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   9.00","   0.00","   0.00","   0.00","  14.00"," 132.00","   0.00","   4.00","   0.00","  20.00","   0.00","   0.00","   0.00","   0.00","   0.00","  13.00","   5.00","  15.00","   0.00","   0.00","   4.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   4.00","   0.00","   8.00","   0.00","   0.00","   0.00","   0.00"
"2302.428",NA,NA," 767.000","   0.000","   0.000","   0.000","   0.000","   4.000","   3.000","   0.000","   1.000","   5.000","   0.000","   1.000","   0.000","   0.000","   1.000","   0.000","   9.000","   0.000","   1.000","   0.000","   9.000","   0.000","   4.000","   1.000","   0.000","  16.000","  74.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   4.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   7.000","   0.000","   0.000","   0.000","   8.000"," 129.000","   0.000","   4.000","   0.000","  22.000","   0.000","   0.000","   0.000","   0.000","   0.000","  17.000","   4.000","  16.000","   0.000","   0.000","   3.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   4.000","   0.000","  10.000","   0.000","   0.000","   0.000","   0.000"
"2303.526",NA,NA," 768.000","   1.000","   0.000","   0.000","   0.000","  10.000","   7.000","   0.000","  15.000","  20.000","   0.000","   2.000","   0.000","   0.000","   2.000","   0.000","  19.000","   0.000","   2.000","   0.000","   9.000","   0.000","  11.000","   7.000","   0.000","  30.000","   4.000","   1.000","   4.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   3.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   5.000"," 105.000","   0.000","   8.000","   0.000","  76.000","   0.000","   0.000","   0.000","   0.000","   0.000","  16.000","   1.000","   3.000","   0.000","   0.000","   3.000","   0.000","   0.000","   3.000","   0.000","   0.000","   0.000","   5.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000"
"2304.624",NA,NA," 769.000","   2.000","   0.000","   0.000","   0.000","   7.000","   8.000","   0.000","  17.000","  19.000","   1.000","   0.000","   0.000","   0.000","   1.000","   0.000","  18.000","   0.000","   2.000","   0.000","   7.000","   0.000","   8.000","   6.000","   0.000","  30.000","   4.000","   1.000","   1.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   3.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000"," 106.000","   0.000","   8.000","   0.000","  74.000","   0.000","   0.000","   0.000","   0.000","   0.000","  13.000","   1.000","   3.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   4.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000"
"2305.723",NA,NA," 770.000","   9.000","   0.000","   0.000","   0.000","   0.000","   8.000","   0.000","   8.000","  12.000","   5.000","   0.000","   0.000","   0.000","   0.000","   0.000","   9.000","   0.000","   5.000","   0.000","   7.000","   0.000","   5.000","   3.000","   0.000","  37.000","   5.000","   0.000","   0.000","   5.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000"," 178.000","   0.000","   4.000","   0.000","  47.000","   0.000","   0.000","   0.000","   0.000","   0.000","  12.000","   0.000","   5.000","   0.000","   4.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   4.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000"
"2306.821",NA,NA," 771.000","   5.000","   0.000","   0.000","   0.000","   0.000","   7.000","   0.000","   8.000","  13.000","   6.000","   0.000","   0.000","   0.000","   0.000","   0.000","  10.000","   0.000","   7.000","   0.000","   7.000","   0.000","   8.000","   1.000","   0.000","  42.000","   4.000","   1.000","   0.000","   9.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000"," 177.000","   0.000","   4.000","   0.000","  48.000","   0.000","   0.000","   0.000","   0.000","   0.000","  16.000","   1.000","   4.000","   0.000","   4.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   4.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000"
"2307.919",NA,NA," 772.000","   5.000","   0.000","   0.000","   0.000","   0.000","   5.000","   0.000","   5.000","  16.000","   5.000","   0.000","   0.000","   0.000","   0.000","   1.000","   5.000","   0.000","   8.000","   0.000","   8.000","   0.000","  10.000","   0.000","   0.000","  41.000","   4.000","   3.000","   0.000","   8.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   2.000"," 166.000","   0.000","   5.000","   0.000","  35.000","   0.000","   0.000","   0.000","   0.000","   0.000","  15.000","   1.000","   4.000","   0.000","   3.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   5.000","   0.000","   3.000","   0.000","   0.000","   0.000","   0.000"
"2309.017",NA,NA," 773.000","   6.000","   0.000","   0.000","   0.000","   1.000","   6.000","   0.000","   7.000","  21.000","   4.000","   0.000","   0.000","   0.000","   0.000","   0.000","   8.000","   0.000","   7.000","   0.000","   8.000","   0.000","   9.000","   3.000","   0.000","  36.000","   5.000","   3.000","   0.000","   7.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   3.000"," 163.000","   0.000","   9.000","   0.000","  32.000","   0.000","   0.000","   0.000","   0.000","   0.000","  17.000","   2.000","   3.000","   0.000","   1.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   7.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000"
"2310.116",NA,NA," 774.000","   5.000","   0.000","   0.000","   0.000","   5.000","   5.000","   0.000","  17.000","  21.000","   4.000","   0.000","   0.000","   0.000","   0.000","   0.000","  15.000","   0.000","   3.000","   0.000","  15.000","   0.000","   7.000","   5.000","   0.000","  35.000","   8.000","   5.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   3.000"," 130.000","   0.000","  10.000","   0.000","  67.000","   0.000","   0.000","   0.000","   0.000","   0.000","  16.000","   2.000","   4.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   7.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000"
"2311.214",NA,NA," 775.000","   4.000","   0.000","   0.000","   1.000","   4.000","   6.000","   0.000","  18.000","  22.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","  16.000","   0.000","   5.000","   0.000","  14.000","   0.000","   8.000","   4.000","   0.000","  22.000","   7.000","   4.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   4.000"," 140.000","   0.000","  11.000","   0.000","  59.000","   0.000","   0.000","   0.000","   0.000","   0.000","  15.000","   1.000","   4.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   5.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000"
"2312.312",NA,NA," 776.000","   5.000","   0.000","   0.000","   2.000","   0.000","   1.000","   0.000","   1.000","   3.000","   0.000","   0.000","   0.000","   0.000","   1.000","   1.000","  15.000","   0.000","   6.000","   0.000","  11.000","   0.000","   2.000","   0.000","   0.000","  18.000","  71.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  12.000","   0.000","   0.000","   0.000","  11.000"," 141.000","   0.000","   6.000","   0.000","  25.000","   0.000","   0.000","   0.000","   0.000","   0.000","  10.000","  12.000","  29.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   4.000","   0.000","   0.000","   4.000","   2.000","   0.000","   0.000"
"2313.41",NA,NA," 777.00","   4.00","   0.00","   0.00","   1.00","   0.00","   3.00","   0.00","   2.00","   4.00","   0.00","   0.00","   0.00","   0.00","   2.00","   0.00","  14.00","   0.00","   7.00","   0.00","  14.00","   0.00","   2.00","   1.00","   0.00","  16.00","  72.00","   1.00","   0.00","   1.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   8.00","   0.00","   0.00","   0.00","  12.00"," 140.00","   0.00","   5.00","   0.00","  35.00","   0.00","   0.00","   0.00","   0.00","   0.00","  10.00","  15.00","  21.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   4.00","   1.00","   0.00","   0.00"
"2314.509",NA,NA," 778.000","   2.000","   0.000","   0.000","   1.000","   0.000","   2.000","   0.000","   2.000","   6.000","   0.000","   0.000","   0.000","   0.000","   5.000","   0.000","  17.000","   0.000","   9.000","   0.000","  11.000","   0.000","   3.000","   1.000","   0.000","  17.000","  51.000","   1.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   7.000","   0.000","   0.000","   0.000","  13.000"," 149.000","   0.000","   6.000","   0.000","  34.000","   0.000","   0.000","   0.000","   0.000","   0.000","  12.000","  14.000","  26.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   3.000","   0.000","   0.000","   0.000"
"2315.607",NA,NA," 779.000","   4.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   2.000","   7.000","   1.000","   0.000","   0.000","   0.000","   4.000","   0.000","  16.000","   0.000","   8.000","   0.000","  12.000","   0.000","   4.000","   2.000","   0.000","  16.000","  45.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   3.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   8.000","   0.000","   0.000","   0.000","  12.000"," 150.000","   0.000","   7.000","   0.000","  39.000","   0.000","   0.000","   0.000","   0.000","   0.000","  11.000","  15.000","  22.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   2.000","   0.000","   1.000","   0.000"
"2316.705",NA,NA," 780.000","   5.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   2.000","   3.000","   2.000","   0.000","   0.000","   0.000","   1.000","   0.000","  10.000","   0.000","   4.000","   0.000","  10.000","   0.000","   3.000","   4.000","   0.000","  25.000","  21.000","   4.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   3.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   4.000","   0.000","   0.000","   0.000","   6.000"," 131.000","   0.000","   7.000","   0.000","  40.000","   0.000","   0.000","   0.000","   0.000","   0.000","  12.000","  12.000","  16.000","   0.000","   2.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   4.000","   0.000","   0.000","   1.000","   0.000","   1.000","   0.000"
"2317.803",NA,NA," 781.000","   6.000","   0.000","   0.000","   0.000","   1.000","   3.000","   0.000","   2.000","   4.000","   1.000","   0.000","   0.000","   0.000","   1.000","   0.000","  16.000","   0.000","   4.000","   0.000","  11.000","   0.000","   4.000","   0.000","   0.000","  25.000","  19.000","   4.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   5.000","   0.000","   0.000","   0.000","   4.000"," 135.000","   0.000","   9.000","   0.000","  78.000","   0.000","   0.000","   0.000","   0.000","   0.000","  11.000","  10.000","  15.000","   0.000","   1.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   4.000","   0.000","   0.000","   1.000","   1.000","   0.000","   0.000"
"2318.902",NA,NA," 782.000","   5.000","   0.000","   0.000","   0.000","   3.000","   5.000","   0.000","   8.000","  20.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  17.000","   0.000","   3.000","   0.000","  17.000","   0.000","  13.000","   2.000","   0.000","  36.000","   8.000","   5.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   1.000","   1.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   4.000"," 127.000","   0.000","  11.000","   0.000","  76.000","   0.000","   0.000","   0.000","   0.000","   0.000","  13.000","   2.000","   4.000","   0.000","   0.000","   1.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   7.000","   0.000","   0.000","   0.000","   3.000","   0.000","   0.000"
"2320",NA,NA," 783","   4","   0","   0","   0","   4","   5","   0","   9","  22","   0","   0","   0","   0","   0","   0","  16","   0","   4","   0","   8","   0","  12","   1","   0","  24","   6","   4","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   3"," 108","   0","  16","   0","  88","   0","   0","   0","   0","   0","  15","   2","   4","   0","   0","   1","   0","   0","   1","   0","   0","   0","   6","   0","   0","   0","   2","   0","   0"
"2387.647",NA,NA," 784.000","   0.000","   0.000","   0.000","   4.000","   0.000","   0.000","   0.000","   2.000","   5.000","   0.000","   0.000","   0.000","   0.000","   5.000","   0.000","   4.000","   0.000","   0.000","   0.000","   5.000","   0.000","   3.000","   0.000","   0.000","  21.000"," 101.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   3.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   3.000","   5.000","   0.000","   0.000","   0.000","  12.000","   6.000","   0.000","   0.000","  10.000","  88.000","   0.000","   8.000","   0.000","  31.000","   0.000","   0.000","   0.000","   0.000","   0.000","  14.000","   8.000","  22.000","   0.000","   2.000","   1.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   2.000","   0.000","  15.000","   5.000","   5.000","   0.000","   0.000"
"2455.294",NA,NA," 785.000","   0.000","   0.000","   0.000","   4.000","   0.000","   0.000","   0.000","   1.000","   4.000","   0.000","   0.000","   0.000","   0.000","   4.000","   0.000","   4.000","   0.000","   1.000","   0.000","  15.000","   0.000","   4.000","   0.000","   0.000","  18.000"," 106.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   6.000","   5.000","   0.000","   0.000","   0.000","  13.000","   4.000","   0.000","   0.000","  11.000","  78.000","   0.000","   7.000","   0.000","  29.000","   0.000","   0.000","   0.000","   1.000","   0.000","  11.000","   8.000","  17.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   3.000","   0.000","  16.000","   6.000","   4.000","   0.000","   0.000"
"2522.941",NA,NA," 786.000","   0.000","   0.000","   0.000","   3.000","   0.000","   3.000","   0.000","   3.000","  11.000","   0.000","   0.000","   3.000","   0.000","   5.000","   0.000","   8.000","   0.000","   2.000","   0.000","  13.000","   0.000","   7.000","   0.000","   0.000","  20.000","  72.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   5.000","   2.000","   0.000","   0.000","   0.000","   8.000","   0.000","   0.000","   0.000","  10.000","  96.000","   0.000","  11.000","   0.000","  35.000","   0.000","   0.000","   0.000","   0.000","   0.000","  12.000","   6.000","  16.000","   0.000","   3.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   4.000","   0.000","  12.000","   3.000","   9.000","   0.000","   0.000"
"2590.588",NA,NA," 787.000","   0.000","   0.000","   0.000","   1.000","   0.000","   3.000","   0.000","   4.000","   8.000","   0.000","   0.000","   0.000","   0.000","   3.000","   0.000","   7.000","   0.000","   1.000","   0.000","  12.000","   0.000","   4.000","   0.000","   0.000","  27.000","  75.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   4.000","   2.000","   0.000","   0.000","   0.000","   7.000","   0.000","   0.000","   0.000","   9.000","  91.000","   0.000","  10.000","   0.000","  61.000","   0.000","   0.000","   0.000","   1.000","   0.000","  11.000","   7.000","  18.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   4.000","   0.000","  17.000","   4.000","   4.000","   0.000","   0.000"
"2658.235",NA,NA," 788.000","   2.000","   0.000","   0.000","   2.000","   2.000","  11.000","   0.000","   6.000","  22.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   5.000","   0.000","   4.000","   0.000","  15.000","   0.000","   4.000","   0.000","   0.000","  29.000","  31.000","   4.000","   2.000","   3.000","   0.000","   0.000","   0.000","   0.000","   7.000","   0.000","   0.000","   0.000","   0.000","   0.000","   4.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   4.000"," 102.000","   0.000","  11.000","   0.000","  76.000","   0.000","   0.000","   0.000","   2.000","   0.000","  11.000","   5.000","   5.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   6.000","   0.000","   4.000","   4.000","   4.000","   0.000","   0.000"
"2725.882",NA,NA," 789.000","   1.000","   0.000","   0.000","   4.000","   3.000","   6.000","   0.000","   8.000","  25.000","   0.000","   0.000","   0.000","   0.000","   3.000","   0.000","   6.000","   0.000","   3.000","   0.000","   8.000","   0.000","   6.000","   0.000","   1.000","  21.000","  28.000","   5.000","   1.000","   3.000","   0.000","   0.000","   0.000","   0.000","   5.000","   0.000","   0.000","   0.000","   0.000","   0.000","   4.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   6.000","  98.000","   0.000","  10.000","   0.000","  81.000","   0.000","   0.000","   0.000","   3.000","   0.000","  14.000","   5.000","   4.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   4.000","   0.000","   3.000","   4.000","   1.000","   0.000","   0.000"
"2793.529",NA,NA," 790.000","   0.000","   0.000","   0.000","  15.000","   0.000","   0.000","   0.000","   4.000","   6.000","   0.000","   0.000","   0.000","   0.000","   5.000","   0.000","  10.000","   0.000","   0.000","   0.000","  11.000","   0.000","   4.000","   0.000","   2.000","  20.000","  76.000","   3.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   4.000","   0.000","   0.000","   0.000","   0.000","   0.000","  10.000","   3.000","   0.000","   0.000","   0.000","  10.000","   4.000","   0.000","   0.000","  15.000","  47.000","   0.000","  12.000","   0.000","  51.000","   0.000","   0.000","   0.000","   7.000","   0.000","  13.000","   4.000","  18.000","   0.000","   0.000","   0.000","   4.000","   0.000","   0.000","   0.000","   0.000","   0.000","   3.000","   0.000","   6.000","  11.000","   0.000","   0.000","   0.000"
"2861.177",NA,NA," 791.000","   0.000","   0.000","   0.000","  14.000","   1.000","   0.000","   0.000","   3.000","   6.000","   0.000","   0.000","   0.000","   0.000","   5.000","   0.000","  11.000","   0.000","   0.000","   0.000","  12.000","   0.000","   5.000","   0.000","   1.000","  19.000","  72.000","   4.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","  11.000","   4.000","   0.000","   0.000","   0.000","  11.000","   4.000","   0.000","   0.000","  12.000","  51.000","   0.000","   9.000","   0.000","  52.000","   0.000","   0.000","   0.000","   7.000","   0.000","  16.000","   5.000","  21.000","   0.000","   0.000","   0.000","   3.000","   0.000","   0.000","   0.000","   0.000","   0.000","   3.000","   0.000","  11.000","   9.000","   4.000","   0.000","   0.000"
"2928.823",NA,NA," 792.000","   0.000","   0.000","   0.000","   7.000","   1.000","   0.000","   0.000","   3.000","   5.000","   0.000","   0.000","   0.000","   0.000","   3.000","   0.000","   7.000","   0.000","   1.000","   0.000","  10.000","   0.000","   2.000","   0.000","   0.000","  27.000","  92.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   4.000","   4.000","   0.000","   0.000","   0.000","   4.000","   0.000","   0.000","   0.000","  10.000","  61.000","   0.000","  10.000","   0.000","  62.000","   0.000","   0.000","   0.000","   5.000","   0.000","  13.000","   4.000","  30.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   9.000","   9.000","   5.000","   0.000","   0.000"
"2996.471",NA,NA," 793.000","   1.000","   0.000","   0.000","   7.000","   4.000","   0.000","   0.000","   4.000","   6.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   8.000","   0.000","   1.000","   0.000","  12.000","   0.000","   4.000","   0.000","   0.000","  25.000","  52.000","   7.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   6.000","   0.000","   0.000","   0.000","   0.000","   4.000","   0.000","   0.000","   0.000","   9.000","  68.000","   0.000","  10.000","   0.000","  72.000","   0.000","   0.000","   0.000","   4.000","   0.000","  14.000","   5.000","  24.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   4.000","   0.000","   4.000","   9.000","   5.000","   0.000","   0.000"
