"age_NA","ageolder_BP","ageyounger_BP","depth","Abies","Acer","Alnus","Amaranthaceae undif.","Anthoceros t.","Apiaceae undif.","Artemisia","Asteroideae undif.","Betula","Betulaceae undif.","Boraginaceae undif.","Brassicaceae","Buxus","Calligonum","Campanulaceae","Cannabaceae undif.","Carpinus","Caryophyllaceae undif.","Castanea","Cathaya","Cedrus","Celtis","Centaurea","Cichorieae","Cistaceae","Convolvulaceae","Cornus","Corylus","Cupressaceae","Cyperaceae","Dipsacaceae","Echium t.","Ephedra","Erica t.","Euphorbia t.","Fabaceae Undif.","Fagus","Fern","Fern-Equisetophyta","Filipendula t.","Fraxinus","Hedera","HippophaÃ«","Humulus","Ilex","Indeterminable","IsoÃ«tes","Juglans","Lamiaceae undif.","Ligustrum","Lythrum","Menyanthes","Mercurialis","Morella","Musci","Myriophyllum alterniflorum t.","Myriophyllum spicatum/verticillatum t.","Olea t.","Persicaria t.","Petaloid monocot","Phillyrea","Picea","Pinus subg. Strobus","Pinus undif.","Pistacia","Plantago","Platanus","Poaceae","Poaceae (>37 Âµm)","Polemonium","Pollen concentration","Polygonum t.","Populus","Potamogeton","Potentilla t.","Pteridium aquilinum-type","Pterocarya","Quercus deciduous","Quercus evergreen","Ranunculaceae undif.","Rhamnus","Rhododendron","Riccia","Rosaceae undif.","Rubiaceae undif.","Rumex subg. Emex","Rumex t.","Salix","Sambucus","Sanguisorba t.","Searsia","Secale","Solanaceae undif.","Solanum","Tamarix","Taxus","Thalictrum","Thymelaeaceae undif.","Tilia","Trifolium t.","Typha","Ulmus t.","Unknown","Unknown (monolete, non-psilate)","Unknown (monolete, psilate)","Unknown (trilete, non-psilate)","Unknown (trilete, psilate)","Urtica t.","Viburnum","Vitis","Zea"
NA,NA,NA,"    5.63","    3.00","    0.00","   14.00","   10.00","    0.00","    0.00","    5.00","    5.00","    1.00","    1.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","   15.00","    0.00","   12.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","   16.00","   12.00","    2.00","    0.00","    0.00","    0.00","    2.00","    0.00","    0.00","   14.00","    1.00","    1.00","    1.00","    6.00","    0.00","    0.00","    0.00","    0.00","    2.00","    1.00","    3.00","    0.00","    0.00","    0.00","    0.00","    3.00","    0.00","    0.00","    0.00","    0.00","    3.00","    0.00","    0.00","    0.00","    0.00","    0.00","   88.00","    2.00","    4.00","    5.00","   35.00","    1.00","    0.00","20617.26","    0.00","    2.00","    1.00","    0.00","    0.00","    0.00","   36.00","    3.00","    1.00","    0.00","    1.00","    0.00","    2.00","    0.00","    0.00","    1.00","    5.00","    0.00","    2.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    2.00","    0.00","    0.00","    0.00","   10.00","    0.00","    2.00","    0.00","    0.00","    3.00","    0.00","    0.00","    0.00"
NA,NA,NA,"    4.13","    3.00","    0.00","   19.00","    8.00","    0.00","    4.00","    4.00","   11.00","    2.00","    0.00","    0.00","    2.00","    0.00","    0.00","    0.00","    0.00","   13.00","    0.00","   14.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","   17.00","   16.00","    1.00","    0.00","    0.00","    0.00","    5.00","    0.00","    0.00","   12.00","    3.00","    0.00","    3.00","    1.00","    0.00","    0.00","    2.00","    0.00","    2.00","    0.00","    4.00","    0.00","    0.00","    0.00","    0.00","    2.00","    0.00","    0.00","    0.00","    0.00","    7.00","    0.00","    0.00","    1.00","    0.00","    0.00","   77.00","    0.00","    1.00","   15.00","   50.00","    2.00","    0.00","28507.03","    0.00","    0.00","    4.00","    0.00","    0.00","    0.00","   30.00","   10.00","    3.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    1.00","    6.00","    1.00","    1.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    1.00","   28.00","    5.00","    4.00","    0.00","    0.00","    0.00","    2.00","    1.00","    0.00"
NA,NA,NA,"   26.13","    1.00","    0.00","   22.00","   12.00","    0.00","    1.00","    5.00","   11.00","    0.00","    0.00","    2.00","    0.00","    0.00","    0.00","    0.00","    0.00","   22.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    4.00","    1.00","    0.00","    0.00","   12.00","   27.00","   10.00","    0.00","    0.00","    0.00","    5.00","    0.00","    1.00","   25.00","    0.00","    0.00","    0.00","    2.00","    0.00","    0.00","    0.00","    0.00","    9.00","    0.00","   13.00","    0.00","    0.00","    0.00","    0.00","    2.00","    0.00","    0.00","    0.00","    0.00","   10.00","    0.00","    0.00","    0.00","    0.00","    0.00","   92.00","    0.00","    9.00","   16.00","   37.00","    4.00","    0.00","14798.00","    0.00","    1.00","    4.00","    0.00","    4.00","    0.00","   30.00","    8.00","    1.00","    0.00","    1.00","    0.00","    1.00","    0.00","    0.00","    2.00","    9.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    1.00","    2.00","    0.00","   26.00","    0.00","    0.00","    0.00","    4.00","    3.00","    0.00","    1.00","    1.00"
NA,NA,NA,"    7.88","    0.00","    0.00","   30.00","   17.00","    0.00","    1.00","    5.00","    9.00","    2.00","    1.00","    0.00","    1.00","    0.00","    0.00","    0.00","    0.00","   11.00","    0.00","    2.00","    0.00","    0.00","    0.00","    0.00","    1.00","    0.00","    0.00","    0.00","   21.00","   18.00","    5.00","    0.00","    0.00","    0.00","    3.00","    0.00","    0.00","   17.00","    0.00","    0.00","    0.00","    4.00","    1.00","    0.00","    0.00","    0.00","    8.00","    0.00","    5.00","    0.00","    0.00","    0.00","    0.00","    2.00","    1.00","    0.00","    0.00","    0.00","    8.00","    0.00","    0.00","    0.00","    0.00","    0.00","   75.00","    2.00","    1.00","    7.00","   55.00","    2.00","    0.00","40134.48","    0.00","    0.00","    4.00","    0.00","    3.00","    0.00","   42.00","    5.00","    1.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    1.00","    6.00","    1.00","    1.00","    0.00","    0.00","    0.00","    0.00","    0.00","    1.00","    0.00","    0.00","    0.00","    0.00","    2.00","    2.00","   22.00","    0.00","    1.00","    0.00","    1.00","    0.00","    0.00","    1.00","    0.00"
NA,NA,NA,"    2.88","    0.00","    0.00","   21.00","    7.00","    0.00","    0.00","    5.00","    7.00","    0.00","    1.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","   19.00","    0.00","    9.00","    0.00","    0.00","    0.00","    0.00","    0.00","    1.00","    0.00","    0.00","   11.00","   12.00","    2.00","    0.00","    0.00","    0.00","    3.00","    0.00","    1.00","   13.00","    3.00","    0.00","    0.00","    4.00","    1.00","    0.00","    0.00","    0.00","    2.00","    0.00","    3.00","    1.00","    0.00","    0.00","    0.00","    2.00","    0.00","    0.00","    0.00","    0.00","    3.00","    0.00","    0.00","    0.00","    0.00","    0.00","   73.00","    1.00","    7.00","   11.00","   44.00","    1.00","    0.00","21715.00","    0.00","    1.00","    6.00","    0.00","    1.00","    1.00","   16.00","    2.00","    0.00","    0.00","    1.00","    0.00","    1.00","    0.00","    0.00","    1.00","    4.00","    1.00","    1.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    1.00","    0.00","    0.00","    1.00","   14.00","    0.00","    0.00","    0.00","    0.00","    1.00","    0.00","    1.00","    0.00"
NA,NA,NA,"    4.88","    1.00","    1.00","   22.00","    5.00","    0.00","    1.00","    1.00","    6.00","    0.00","    1.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","   25.00","    0.00","   15.00","    0.00","    1.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","   16.00","   28.00","    1.00","    0.00","    0.00","    0.00","    2.00","    0.00","    0.00","   15.00","    0.00","    0.00","    3.00","    6.00","    0.00","    0.00","    0.00","    0.00","    3.00","    0.00","    6.00","    0.00","    0.00","    0.00","    0.00","    1.00","    0.00","    0.00","    0.00","    0.00","    5.00","    0.00","    0.00","    0.00","    0.00","    0.00","   85.00","    1.00","    8.00","    2.00","   53.00","    2.00","    0.00","28085.22","    1.00","    0.00","    4.00","    0.00","    1.00","    0.00","   26.00","    4.00","    0.00","    0.00","    1.00","    0.00","    1.00","    1.00","    0.00","    3.00","    4.00","    0.00","    1.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    1.00","    1.00","    0.00","    1.00","   24.00","    1.00","    3.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00"
NA,NA,NA,"    3.63","    1.00","    1.00","   32.00","    6.00","    0.00","    0.00","    1.00","    8.00","    0.00","    0.00","    0.00","    1.00","    0.00","    0.00","    0.00","    0.00","   24.00","    0.00","   13.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","   13.00","   13.00","    3.00","    0.00","    0.00","    0.00","    2.00","    0.00","    1.00","   18.00","    4.00","    0.00","    1.00","    6.00","    0.00","    0.00","    0.00","    0.00","    4.00","    0.00","    4.00","    0.00","    0.00","    0.00","    0.00","    1.00","    0.00","    0.00","    0.00","    0.00","    2.00","    0.00","    0.00","    0.00","    0.00","    0.00","   86.00","    1.00","    3.00","    7.00","   40.00","    2.00","    0.00","23099.75","    0.00","    0.00","    2.00","    0.00","    1.00","    1.00","   30.00","    8.00","    0.00","    0.00","    0.00","    0.00","    2.00","    2.00","    0.00","    3.00","    8.00","    0.00","    0.00","    0.00","    1.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    3.00","    1.00","   10.00","    2.00","    2.00","    0.00","    1.00","    1.00","    0.00","    2.00","    0.00"
NA,NA,NA,"  20.13","   1.00","   0.00","   5.00","   8.00","   0.00","   2.00","   0.00","   7.00","   0.00","   1.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   2.00","   1.00","   2.00","   0.00","   0.00","   0.00","   0.00","  18.00","   0.00","   0.00","   0.00","   3.00","   5.00","   2.00","   0.00","   0.00","   0.00","   1.00","   1.00","   0.00","   3.00","   2.00","   0.00","   1.00","   1.00","   0.00","   0.00","   0.00","   0.00","  17.00","   0.00","   3.00","   0.00","   0.00","   0.00","   0.00","   2.00","   0.00","   0.00","   0.00","   0.00","   4.00","   0.00","   0.00","   0.00","   0.00","   0.00","  67.00","   1.00","   6.00","   0.00","  12.00","   1.00","   0.00","4001.00","   0.00","   0.00","   1.00","   1.00","   0.00","   0.00","  10.00","   2.00","   1.00","   0.00","   0.00","   1.00","   1.00","   0.00","   0.00","   0.00","   2.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   4.00","   0.00","   1.00","   0.00","   7.00","   1.00","   1.00","   0.00","   1.00"
NA,NA,NA,"   25.13","    0.00","    0.00","   30.00","   17.00","    0.00","    0.00","    2.00","    7.00","    1.00","    0.00","    0.00","    2.00","    0.00","    0.00","    0.00","    0.00","   14.00","    0.00","    3.00","    0.00","    0.00","    0.00","    1.00","    2.00","    0.00","    0.00","    0.00","    6.00","   70.00","    6.00","    0.00","    0.00","    0.00","    6.00","    0.00","    0.00","   33.00","    1.00","    0.00","    1.00","    2.00","    0.00","    0.00","    0.00","    0.00","    6.00","    0.00","   20.00","    2.00","    0.00","    0.00","    0.00","    4.00","    0.00","    0.00","    0.00","    0.00","   12.00","    0.00","    0.00","    0.00","    0.00","    0.00","   86.00","    1.00","    5.00","   17.00","   36.00","    3.00","    0.00","14378.00","    0.00","    0.00","    3.00","    0.00","    4.00","    1.00","   29.00","    4.00","    0.00","    0.00","    1.00","    0.00","    0.00","    0.00","    0.00","    6.00","    9.00","    0.00","    1.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    1.00","    0.00","   20.00","    0.00","    3.00","    0.00","    1.00","    3.00","    1.00","    2.00","    0.00"
NA,NA,NA,"    1.13","    0.00","    0.00","   43.00","   16.00","    0.00","    1.00","    6.00","   16.00","    1.00","    1.00","    0.00","    0.00","    0.00","    1.00","    0.00","    0.00","   24.00","    0.00","   10.00","    1.00","    1.00","    0.00","    0.00","    1.00","    0.00","    0.00","    0.00","   33.00","   23.00","    1.00","    0.00","    0.00","    1.00","    1.00","    0.00","    2.00","   13.00","    0.00","    0.00","    0.00","   10.00","    1.00","    0.00","    1.00","    0.00","    7.00","    0.00","   15.00","    0.00","    0.00","    0.00","    0.00","    4.00","    0.00","    0.00","    0.00","    0.00","    3.00","    0.00","    0.00","    0.00","    0.00","    0.00","   76.00","    6.00","    3.00","    7.00","   61.00","    3.00","    0.00","27640.00","    0.00","    0.00","    1.00","    0.00","    1.00","    1.00","   37.00","    8.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    1.00","    7.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    1.00","    0.00","    2.00","    1.00","   10.00","    0.00","    3.00","    0.00","    0.00","    0.00","    0.00","    1.00","    0.00"
NA,NA,NA,"    2.38","    0.00","    0.00","   24.00","    8.00","    0.00","    4.00","    3.00","    8.00","    1.00","    0.00","    0.00","    2.00","    1.00","    0.00","    0.00","    0.00","   24.00","    0.00","    8.00","    0.00","    0.00","    0.00","    0.00","    1.00","    0.00","    0.00","    0.00","   28.00","   15.00","    2.00","    0.00","    0.00","    0.00","    3.00","    0.00","    0.00","   17.00","    2.00","    0.00","    0.00","    7.00","    2.00","    0.00","    0.00","    0.00","    2.00","    0.00","    5.00","    0.00","    0.00","    0.00","    0.00","    1.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","   91.00","    0.00","    8.00","    3.00","   32.00","    1.00","    0.00","21152.43","    0.00","    0.00","    1.00","    0.00","    0.00","    0.00","   39.00","    6.00","    2.00","    0.00","    1.00","    0.00","    1.00","    0.00","    0.00","    2.00","   11.00","    1.00","    2.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    3.00","    2.00","   14.00","    6.00","    2.00","    0.00","    1.00","    1.00","    0.00","    0.00","    0.00"
NA,NA,NA,"    6.13","    2.00","    0.00","   29.00","   10.00","    0.00","    0.00","    0.00","    5.00","    0.00","    1.00","    0.00","    2.00","    0.00","    0.00","    0.00","    0.00","   21.00","    1.00","   16.00","    0.00","    0.00","    0.00","    0.00","    0.00","    1.00","    0.00","    0.00","   14.00","   20.00","    2.00","    0.00","    0.00","    0.00","    5.00","    0.00","    2.00","   12.00","    1.00","    1.00","    0.00","    9.00","    2.00","    0.00","    0.00","    1.00","    3.00","    0.00","    5.00","    0.00","    0.00","    0.00","    0.00","    4.00","    0.00","    0.00","    0.00","    1.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","   90.00","    2.00","    5.00","   10.00","   46.00","    0.00","    0.00","22879.61","    0.00","    0.00","    2.00","    0.00","    0.00","    0.00","   37.00","    7.00","    4.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    2.00","   11.00","    1.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    2.00","    0.00","    2.00","    0.00","   16.00","    4.00","    1.00","    0.00","    3.00","    4.00","    0.00","    1.00","    0.00"
NA,NA,NA,"   34.12","    0.00","    0.00","   14.00","   15.00","    0.00","    0.00","    7.00","    5.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","   18.00","    1.00","    2.00","    0.00","    0.00","    0.00","    0.00","    2.00","    0.00","    0.00","    0.00","    9.00","   19.00","    5.00","    0.00","    1.00","    0.00","    3.00","    1.00","    3.00","   32.00","    2.00","    0.00","    0.00","    1.00","    1.00","    0.00","    0.00","    0.00","    3.00","    0.00","    8.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    4.00","    0.00","    0.00","    0.00","    0.00","    0.00","   72.00","    2.00","    9.00","    3.00","   29.00","    4.00","    0.00","10140.00","    0.00","    0.00","    1.00","    0.00","    1.00","    0.00","   20.00","    5.00","    0.00","    0.00","    1.00","    0.00","    1.00","    1.00","    0.00","    6.00","    7.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    1.00","    1.00","   20.00","    0.00","   10.00","    0.00","    2.00","    3.00","    0.00","    0.00","    1.00"
NA,NA,NA,"    5.88","    1.00","    0.00","   18.00","   14.00","    0.00","    0.00","    4.00","    7.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","   30.00","    0.00","   19.00","    1.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","   18.00","   24.00","    1.00","    0.00","    0.00","    0.00","    4.00","    0.00","    0.00","   15.00","    2.00","    0.00","    2.00","    8.00","    0.00","    0.00","    0.00","    0.00","    2.00","    0.00","    6.00","    0.00","    1.00","    0.00","    0.00","    2.00","    0.00","    0.00","    0.00","    0.00","    1.00","    0.00","    0.00","    0.00","    0.00","    0.00","  109.00","    3.00","    4.00","    6.00","   54.00","    1.00","    0.00","22522.42","    0.00","    5.00","    2.00","    0.00","    1.00","    0.00","   36.00","    6.00","    2.00","    0.00","    1.00","    0.00","    0.00","    0.00","    0.00","    1.00","    4.00","    1.00","    1.00","    0.00","    1.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    1.00","    0.00","    2.00","    0.00","   24.00","    5.00","    1.00","    0.00","    1.00","    0.00","    0.00","    1.00","    0.00"
NA,NA,NA,"  18.13","   0.00","   0.00","  15.00","  19.00","   1.00","   0.00","   1.00","   8.00","   1.00","   1.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","  16.00","   0.00","  13.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","  11.00","  12.00","   3.00","   1.00","   0.00","   0.00","   1.00","   0.00","   0.00","  12.00","  15.00","   0.00","   0.00","   2.00","   0.00","   0.00","   0.00","   0.00","   4.00","   0.00","   8.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   6.00","   0.00","   0.00","   0.00","   0.00","   0.00","  86.00","   1.00","   9.00","   8.00","  35.00","   1.00","   0.00","3934.00","   0.00","   0.00","   0.00","   0.00","   5.00","   0.00","  20.00","   4.00","   2.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   3.00","   4.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   1.00","  30.00","   9.00","  13.00","   0.00","   6.00","   2.00","   0.00","   0.00","   4.00"
NA,NA,NA,"   16.13","    2.00","    0.00","   14.00","   13.00","    0.00","    0.00","    4.00","    9.00","    1.00","    0.00","    0.00","    2.00","    0.00","    0.00","    0.00","    0.00","   24.00","    0.00","    3.00","    0.00","    0.00","    0.00","    0.00","    2.00","    0.00","    0.00","    0.00","   13.00","    7.00","    3.00","    0.00","    0.00","    0.00","    4.00","    0.00","    1.00","   24.00","    2.00","    0.00","    0.00","    2.00","    1.00","    0.00","    0.00","    0.00","    3.00","    0.00","    9.00","    0.00","    0.00","    0.00","    0.00","    1.00","    0.00","    0.00","    0.00","    0.00","    3.00","    0.00","    0.00","    0.00","    0.00","    0.00","   71.00","    1.00","    4.00","    4.00","   38.00","    2.00","    1.00","10778.00","    0.00","    0.00","    1.00","    0.00","    0.00","    0.00","   25.00","    5.00","    3.00","    0.00","    1.00","    0.00","    1.00","    0.00","    0.00","    5.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    1.00","    1.00","   24.00","    1.00","    4.00","    0.00","    2.00","    1.00","    0.00","    0.00","    0.00"
NA,NA,NA,"   14.25","    0.00","    0.00","   20.00","   13.00","    0.00","    1.00","    9.00","    6.00","    2.00","    0.00","    0.00","    2.00","    0.00","    0.00","    0.00","    0.00","   15.00","    0.00","    5.00","    0.00","    0.00","    1.00","    0.00","    3.00","    0.00","    0.00","    0.00","    8.00","   38.00","    2.00","    0.00","    0.00","    1.00","    6.00","    0.00","    0.00","   24.00","    0.00","    0.00","    0.00","    1.00","    0.00","    0.00","    0.00","    0.00","    9.00","    0.00","    8.00","    0.00","    0.00","    0.00","    0.00","    1.00","    0.00","    0.00","    0.00","    0.00","    9.00","    0.00","    1.00","    0.00","    0.00","    0.00","   95.00","    2.00","   10.00","   12.00","   42.00","    2.00","    0.00","16679.00","    0.00","    0.00","    1.00","    0.00","    1.00","    0.00","   31.00","    7.00","    1.00","    0.00","    0.00","    0.00","    1.00","    2.00","    0.00","    3.00","    6.00","    0.00","    1.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    1.00","    1.00","   28.00","    0.00","    2.00","    0.00","    1.00","    2.00","    1.00","    0.00","    0.00"
NA,NA,NA,"32.13"," 1.00"," 0.00","23.00"," 7.00"," 0.00"," 2.00"," 8.00"," 8.00"," 2.00"," 0.00"," 0.00"," 0.00"," 0.00"," 0.00"," 0.00"," 2.00","22.00"," 1.00"," 2.00"," 0.00"," 0.00"," 0.00"," 0.00"," 3.00"," 0.00"," 0.00"," 0.00"," 9.00","25.00"," 6.00"," 0.00"," 0.00"," 0.00"," 3.00"," 1.00"," 0.00","19.00"," 0.00"," 0.00"," 0.00"," 4.00"," 0.00"," 0.00"," 0.00"," 0.00"," 1.00"," 0.00","17.00"," 0.00"," 0.00"," 0.00"," 1.00"," 5.00"," 0.00"," 1.00"," 0.00"," 0.00"," 2.00"," 0.00"," 0.00"," 0.00"," 1.00"," 0.00","47.00"," 2.00"," 9.00"," 3.00","23.00"," 2.00"," 0.00","-1.00"," 0.00"," 0.00"," 0.00"," 0.00"," 3.00"," 0.00","38.00"," 3.00"," 0.00"," 0.00"," 0.00"," 0.00"," 0.00"," 0.00"," 0.00"," 5.00"," 5.00"," 0.00"," 1.00"," 0.00"," 0.00"," 0.00"," 0.00"," 0.00"," 0.00"," 0.00"," 0.00"," 0.00"," 0.00"," 1.00"," 1.00","24.00"," 0.00"," 4.00"," 0.00"," 5.00"," 4.00"," 2.00"," 0.00"," 2.00"
NA,NA,NA,"   24.13","    1.00","    0.00","   33.00","   10.00","    0.00","    0.00","    8.00","    9.00","    1.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","   14.00","    0.00","    3.00","    0.00","    0.00","    0.00","    0.00","    4.00","    0.00","    0.00","    0.00","   13.00","   34.00","    1.00","    0.00","    0.00","    0.00","   11.00","    1.00","    0.00","   20.00","    1.00","    1.00","    2.00","    8.00","    0.00","    0.00","    0.00","    0.00","    7.00","    0.00","    9.00","    0.00","    0.00","    0.00","    0.00","    6.00","    0.00","    0.00","    0.00","    0.00","   11.00","    0.00","    0.00","    0.00","    0.00","    0.00","   78.00","    2.00","    9.00","   16.00","   62.00","    3.00","    0.00","18931.00","    0.00","    0.00","    6.00","    0.00","    1.00","    0.00","   31.00","    3.00","    2.00","    0.00","    0.00","    0.00","    1.00","    0.00","    0.00","    4.00","   15.00","    0.00","    1.00","    0.00","    1.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    2.00","    2.00","    5.00","   12.00","    0.00","    5.00","    0.00","    0.00","    3.00","    0.00","    2.00","    0.00"
NA,NA,NA,"    7.13","    1.00","    0.00","   23.00","    6.00","    0.00","    2.00","    2.00","    8.00","    0.00","    1.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","   32.00","    0.00","    6.00","    0.00","    1.00","    0.00","    0.00","    1.00","    0.00","    0.00","    0.00","   30.00","   25.00","    1.00","    0.00","    0.00","    0.00","    5.00","    0.00","    1.00","   10.00","    0.00","    1.00","    3.00","    9.00","    1.00","    0.00","    0.00","    0.00","    4.00","    0.00","    3.00","    1.00","    0.00","    1.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    5.00","    0.00","    0.00","    0.00","    0.00","    0.00","   94.00","    1.00","    3.00","    8.00","   58.00","   13.00","    0.00","36725.00","    0.00","    1.00","    3.00","    0.00","    1.00","    1.00","   33.00","    1.00","    1.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    1.00","    5.00","    0.00","    1.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    2.00","    0.00","    1.00","    0.00","   10.00","    1.00","    1.00","    0.00","    0.00","    4.00","    1.00","    0.00","    0.00"
NA,NA,NA,"    8.13","    0.00","    0.00","   28.00","    8.00","    0.00","    1.00","    3.00","    6.00","    3.00","    1.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","   18.00","    1.00","    2.00","    1.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","   26.00","   24.00","    4.00","    0.00","    0.00","    0.00","    1.00","    0.00","    0.00","   14.00","    0.00","    0.00","    0.00","    9.00","    1.00","    0.00","    0.00","    0.00","    6.00","    0.00","    5.00","    0.00","    0.00","    0.00","    0.00","    3.00","    0.00","    0.00","    0.00","    0.00","    3.00","    0.00","    0.00","    0.00","    1.00","    0.00","   95.00","    3.00","    2.00","   13.00","   63.00","    1.00","    0.00","35712.00","    0.00","    0.00","    1.00","    0.00","    1.00","    1.00","   37.00","    6.00","    2.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    1.00","    3.00","    0.00","    1.00","    0.00","    0.00","    0.00","    0.00","    0.00","    1.00","    0.00","    0.00","    1.00","    1.00","    3.00","    1.00","    6.00","    0.00","    2.00","    0.00","    1.00","    1.00","    1.00","    0.00","    0.00"
NA,NA,NA,"   38.13","    1.00","    0.00","   25.00","   16.00","    0.00","    0.00","   11.00","    4.00","    2.00","    2.00","    0.00","    2.00","    0.00","    0.00","    1.00","    0.00","   16.00","    1.00","    3.00","    0.00","    0.00","    0.00","    0.00","    2.00","    0.00","    0.00","    0.00","    6.00","   26.00","   11.00","    0.00","    0.00","    0.00","    9.00","    0.00","    1.00","   35.00","    0.00","    0.00","    0.00","    4.00","    0.00","    0.00","    0.00","    0.00","    2.00","    0.00","   15.00","    0.00","    0.00","    0.00","    0.00","    5.00","    0.00","    0.00","    0.00","    0.00","    9.00","    0.00","    0.00","    0.00","    0.00","    0.00","   69.00","    3.00","   12.00","    2.00","   55.00","    1.00","    0.00","17551.00","    1.00","    0.00","    0.00","    0.00","    9.00","    0.00","   53.00","    0.00","    4.00","    1.00","    0.00","    0.00","    1.00","    0.00","    0.00","    3.00","    6.00","    0.00","    0.00","    0.00","    2.00","    1.00","    0.00","    0.00","    1.00","    0.00","    0.00","    0.00","    0.00","    2.00","    5.00","   18.00","    2.00","    0.00","    0.00","    3.00","    5.00","    0.00","    0.00","    2.00"
