"age_Calendar_years_BP","ageolder_BP","ageyounger_BP","depth","Sample quantity","Aesculus","Alchemilla t.","Alnus","Amaranthaceae undif.","Ambrosia t.","Anagallis t.","Angelica palustris-type","Anthemideae undif.","Apiaceae undif.","Artemisia","Asphodelus t.","Asteroideae undif.","Betula","Boraginaceae undif.","Brassicaceae","Buxus","Calluna","Campanulaceae","Cannabis","Cardueae undif.","Carum verticillatum","Caryophyllaceae undif.","Castanea","Cedrus","Centaurea","Cichorieae","Cistaceae","Conopodium majus","Corylus","Crassulaceae","Cupressaceae","Cuscuta","Cyperaceae","Dipsacaceae","Drosera","Echium t.","Ephedra","Erica t.","Eucalyptus","Fabaceae Undif.","Faboideae Undif.","Fagus","Fern","Fern-Equisetophyta","Frangula","Fraxinus","Galium t.","Genisteae","Gentiana t.","Halimium/Tuberaria","Hedera","Hepaticae","HippophaÃ« rhamnoides","Humulus","Hypericum undif.","Juglans","Lamiaceae undif.","Lotus t.","Lycopodium spike","Lycopodium tablets","Mercurialis","Musci","Myrtus","Olea t.","Papaver t.","Paronychieae","Pedicularis","Petaloid monocot","Phillyrea","Physospermum cornubiense","Picea","Pinus nigra/sylvestris t.","Pinus pinaster","Pistacia","Plantago","Platanus Ã acerifolia","Plumbaginaceae","Poaceae","Poaceae (Cerealia-type)","Polygonum t.","Portulacaceae t.","Potentilla t.","Quercus deciduous","Quercus evergreen","Ranunculaceae undif.","Reseda/Sesamoides","Rosa t.","Rosaceae undif.","Rumex t.","Salix","Sambucus","Sanguisorba t.","Saxifraga t.","Saxifragaceae","Scrophulariaceae undif.","Secale","Solanum","Sparganium","Spergularia t.","Taxus","Thalictrum","Thymelaeaceae undif.","Tilia","Trifolium t.","Ulmus t.","Urtica t.","Vaccinium","Valerianella","Viburnum","Viola","Vitis","Zea"
"330.95",NA,NA,"53.0","2","0","0","2","1","0","0","0","2","3","2","0","1","11","0","0","0","5","1","0","0","0","0","3","0","0","3","0","0","3","102","141","0","7","0","1","1","0","203","0","0","0","0","13","0","0","0","104","5","0","2","0","0","0","0","1","0","0","0","329","0","0","0","0","95","0","0","0","0","2","0","0","0","83","0","15","0","0","208","3","0","0","1","39","13","3","0","0","0","30","1","0","0","0","2","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"334.40",NA,NA,"53.5","2","0","0","3","0","0","1","0","4","1","1","0","0","11","0","0","0","4","0","0","0","0","0","2","0","0","1","1","0","1","97","75","0","10","0","0","0","0","253","0","0","0","0","8","0","0","0","105","5","0","1","0","0","0","0","1","0","0","0","351","0","0","2","0","87","0","0","0","0","2","0","0","4","85","1","8","0","0","172","5","0","0","1","68","13","6","0","0","0","25","1","0","1","2","2","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"337.86",NA,NA,"54.0","2","0","0","12","2","0","0","0","1","3","6","0","0","11","0","0","0","9","0","0","0","0","1","4","0","0","3","0","0","3","105","56","0","17","0","0","3","0","259","0","0","0","0","20","0","0","2","109","4","1","3","0","0","0","0","1","1","0","0","579","0","0","2","0","153","0","5","0","0","2","0","0","1","104","1","8","0","0","225","2","0","0","2","67","18","8","0","0","0","31","2","1","0","1","2","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"341.31",NA,NA,"54.5","2","0","0","3","2","0","0","0","4","0","3","0","0","13","0","0","0","3","0","2","0","0","0","5","0","0","2","0","0","0","81","47","0","8","0","0","2","0","172","0","0","0","0","7","0","0","1","42","4","0","4","1","0","0","0","1","2","0","0","523","0","0","3","0","84","0","2","0","0","1","0","0","0","68","0","10","0","0","147","1","0","0","2","46","9","2","0","1","0","21","0","0","0","0","1","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"344.76",NA,NA,"55.0","2","0","0","7","0","0","0","0","1","1","3","0","1","8","0","1","0","2","0","0","0","0","0","8","0","0","0","0","1","0","62","83","0","10","0","0","0","0","166","0","0","0","0","5","0","0","0","30","0","0","4","0","0","0","0","0","1","0","0","402","0","0","1","0","59","0","1","0","0","1","1","0","1","85","1","3","0","0","160","1","0","0","2","25","11","3","0","0","0","18","1","1","1","0","0","0","17","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0"
"348.21",NA,NA,"55.5","2","0","0","0","0","0","0","0","2","0","4","0","0","12","0","2","0","9","1","1","0","0","1","2","0","0","3","0","0","1","71","36","0","5","0","0","0","0","176","0","0","0","0","9","0","0","1","36","2","0","5","0","0","0","0","1","0","0","0","324","0","0","1","0","98","0","0","0","0","3","0","0","2","58","0","4","0","0","110","3","0","0","0","48","23","6","0","0","0","26","0","0","0","4","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1"
"351.67",NA,NA,"56.0","2","0","0","4","1","0","0","0","4","1","0","0","0","13","0","0","0","4","1","0","0","0","0","7","0","1","0","0","0","1","108","45","0","6","0","0","0","0","224","0","0","0","0","19","0","0","1","22","2","0","3","0","0","0","0","1","1","0","0","293","0","1","1","0","74","0","0","0","0","0","0","0","3","104","1","5","0","0","123","5","0","0","1","55","17","5","0","0","1","19","0","1","0","1","0","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0"
"355.12",NA,NA,"56.5","2","0","0","2","1","0","0","0","2","0","6","0","0","9","0","0","0","1","1","0","0","0","0","4","0","0","3","0","1","0","91","38","0","8","0","0","1","0","202","0","0","0","0","6","0","0","1","24","1","0","0","0","0","0","0","0","1","0","0","259","0","0","0","0","86","0","1","0","0","2","0","0","1","89","2","8","0","0","111","5","0","0","0","37","13","3","1","0","0","18","0","0","0","3","0","0","9","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0"
"358.57",NA,NA,"57.0","2","0","0","2","1","0","0","0","0","0","3","0","1","9","0","0","0","0","0","0","0","0","0","3","0","0","1","0","0","0","68","75","0","7","0","0","0","0","155","0","0","0","0","6","0","0","0","6","2","0","2","0","0","0","0","0","0","0","0","256","0","0","2","0","64","0","0","0","0","1","0","0","1","86","0","7","0","0","97","1","0","0","0","40","9","3","0","0","0","11","0","0","0","2","0","0","10","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"362.02",NA,NA,"57.5","2","0","0","2","2","0","0","0","3","1","5","0","2","5","0","0","0","2","0","0","0","0","0","9","0","0","1","1","0","0","96","31","0","8","0","0","1","0","219","0","0","0","0","7","0","0","0","11","1","1","1","0","0","0","0","0","0","1","0","334","0","0","1","0","89","0","1","0","1","2","0","0","0","84","0","8","0","0","108","3","0","0","2","42","12","2","0","0","1","23","0","0","0","0","1","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1"
"365.48",NA,NA,"58.0","2","0","0","3","0","0","0","0","4","0","3","0","0","11","0","0","0","3","0","0","0","0","0","6","1","0","1","0","0","0","80","40","0","5","0","0","1","1","164","0","0","0","1","8","0","0","2","9","1","0","3","0","0","0","0","0","1","0","0","294","0","0","0","0","75","0","1","0","0","0","0","0","1","77","0","1","0","0","103","3","0","0","1","38","10","5","0","0","0","15","0","0","0","0","0","0","8","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0"
"368.93",NA,NA,"58.5","2","0","0","3","0","0","0","0","2","1","1","0","0","10","0","2","0","2","0","0","0","0","0","3","0","0","0","0","0","1","77","36","0","6","0","0","0","0","165","0","0","0","0","11","0","0","0","13","1","0","1","0","0","0","0","0","1","0","0","413","0","1","0","0","75","0","2","0","0","0","0","0","1","84","1","6","0","0","96","2","0","0","0","32","10","4","0","0","0","10","1","0","0","6","1","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"372.38",NA,NA,"59.0","2","0","0","2","1","0","0","0","4","0","2","0","1","8","0","0","0","0","1","0","0","0","0","8","0","1","2","0","0","0","77","101","0","8","0","0","0","0","170","0","0","0","0","6","0","0","0","6","1","0","0","0","0","0","0","0","0","0","0","263","0","0","2","0","64","0","1","0","0","1","0","0","3","69","1","7","0","0","81","7","0","0","0","26","13","3","1","0","0","16","0","1","0","4","0","0","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1"
"375.83",NA,NA,"59.5","2","0","0","2","1","0","0","0","5","4","2","0","2","9","0","0","0","6","1","1","0","0","0","7","0","0","1","0","0","0","161","69","0","9","0","0","2","0","247","0","0","0","0","13","0","0","1","10","3","0","1","0","0","0","0","0","1","0","0","298","0","0","1","0","114","0","1","0","0","2","0","0","0","70","2","4","0","0","113","2","0","0","0","45","11","4","0","0","0","18","0","0","1","2","0","0","14","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"379.29",NA,NA,"60.0","2","0","0","5","1","0","0","0","2","0","3","0","0","9","0","0","0","1","0","0","0","0","1","3","0","0","1","0","0","0","99","50","1","3","0","0","2","0","185","0","0","0","0","5","0","0","0","4","1","0","3","0","0","0","0","1","0","0","0","271","0","0","0","0","100","0","1","0","0","1","0","0","2","60","1","10","0","0","94","3","0","0","0","52","19","6","0","0","0","16","0","0","0","0","0","0","13","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"382.74",NA,NA,"60.5","2","0","0","4","1","0","0","0","3","1","4","0","0","7","0","1","0","3","0","0","0","0","0","5","0","0","1","1","0","0","134","66","0","7","1","0","1","0","253","0","0","0","0","8","0","0","0","8","4","1","1","0","0","0","0","0","1","0","0","397","0","0","1","0","90","0","2","0","1","3","0","0","2","72","1","10","0","0","101","3","0","0","1","30","15","2","0","0","0","18","0","0","0","1","0","0","11","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"386.19",NA,NA,"61.0","2","0","0","5","0","0","0","0","2","0","5","0","0","9","0","0","0","2","1","0","0","0","1","5","0","0","1","1","0","2","97","93","0","8","0","0","0","0","203","0","0","0","0","12","0","0","1","11","1","0","1","0","0","0","0","0","2","0","0","276","0","0","1","0","67","0","2","0","0","1","0","0","1","76","0","8","0","0","117","2","0","0","3","29","5","3","0","0","0","10","1","0","0","0","0","0","6","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"389.64",NA,NA,"61.5","2","0","0","4","0","0","0","0","0","2","1","0","0","13","0","0","0","0","0","0","0","0","1","7","0","0","3","0","0","2","122","54","0","5","0","0","1","0","200","0","0","0","0","8","0","0","0","11","2","0","2","0","0","0","0","0","0","0","0","302","0","0","0","0","86","0","1","0","0","3","0","0","2","75","1","7","0","0","102","2","0","0","0","37","12","3","0","0","0","17","0","1","0","0","1","0","10","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","0"
"393.10",NA,NA,"62.0","2","0","0","4","0","0","0","0","5","0","1","0","1","10","0","1","0","3","0","0","0","0","0","4","0","0","3","0","0","0","101","55","0","4","0","0","0","0","203","0","0","0","0","11","0","0","0","5","1","0","2","0","0","0","0","0","0","0","0","285","0","0","0","0","96","0","3","0","0","7","0","0","2","62","1","5","0","1","86","3","0","0","0","42","13","2","0","0","0","17","0","1","0","0","1","0","12","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"396.55",NA,NA,"62.5","2","0","0","3","0","0","1","0","1","1","0","0","0","8","0","0","0","2","0","0","1","0","0","6","0","0","1","0","0","0","106","91","0","9","0","0","0","0","269","0","0","0","0","6","0","0","1","7","0","0","2","0","0","0","0","0","0","0","0","284","0","0","3","0","114","0","0","0","0","1","0","0","1","56","1","11","0","0","120","2","0","0","0","52","23","2","0","0","0","26","0","0","0","2","2","0","13","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0"
"400.00",NA,NA,"63.0","2","0","0","4","1","0","0","0","1","0","2","0","3","8","0","0","0","4","1","0","0","0","0","3","0","0","0","0","0","3","70","90","0","5","0","0","0","0","120","0","0","0","0","6","0","0","2","2","1","0","0","0","1","0","0","0","2","0","0","172","0","0","0","0","61","0","0","0","0","2","0","0","2","39","0","2","0","0","84","0","0","0","2","28","4","3","0","0","0","12","0","0","0","1","1","0","16","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
