"depth","Abelia","Acacia t.","Acalypha","Acanthaceae undif.","Aeschynomene","Alchornea","Alnus","Amaranthaceae undif.","Aneilema","Antrocaryon-type","Arecaceae undif.","Artemisia","Asteroideae undif.","Balanites","Betula","Bombax/Ceiba","Borreria t.","Boscia","Bosqueia","Boswellia","Brassicaceae","Bridelia","Cadaba","Calligonum","Canthium","Capparis","Caryophyllaceae undif.","Cassia","Caylusea","Celtis","Cichorieae","Cissus t.","Cistaceae","Clematis-type","Cleome","Combretaceae","Commiphora","Connaraceae","Corylus","Crossopteryx","Crudia","Cuviera","Cyperaceae","Diospyros/Euclea t.","Dodonaea","Elaeis","Entada","Ephedra","Eugenia/Syzygium","Euphorbia t.","Euphorbiaceae undif.","Faboideae Undif.","Fungi","Gaertnera","Grewioideae","Heliotropium","Hibiscus","Hygrophila","Hymenocardia","Hyphaene t.","Ilex","Indeterminable","Indigofera","Iodes","Ixora","Justicia t.","Lannea","Limoniastrum/Limonium","Lophira","Macaranga","Maerua","Manilkara","Meliaceae undif.","Nauclea","Olea t.","Phyllanthus undif.","Picconia","Pinus undif.","Plantago","Poaceae","Podocarpus","Polygonum t.","Quercus undif.","Rhizophora","Rubiaceae undif.","Salvadora/Dobera","Sapium","Sapotaceae/Meliaceae","Searsia","Sesbania","Sideroxylon t.","Spergularia t.","Sterculia","Sterculia undif.","Tephrosia","Tetrorchidium","Tilia","Trichodesma","Typha","Uapaca","Vigna","Xylia/Mimosa","Ziziphus/Paliurus","Zygophyllum/Peganum"
"249.5","  0.0","  0.0","  0.0","  0.0","  0.0","  4.0","  0.0","  2.0","  0.0","  0.0","  0.0","  5.0","  1.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  6.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"," 26.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  4.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0"," 13.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","234.0","  0.0","  0.0","  0.0"," 11.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  6.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"
"258.5","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0"," 22.0","  0.0","  0.0","  0.0","  3.0","  2.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  2.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"," 23.0","  0.0","  0.0","  0.0","  0.0","  6.0","  0.0","  0.0","  0.0","  0.0","245.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  3.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"," 50.0","  0.0","  0.0","  0.0","  9.0","  2.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0"
"270","  0","  1","  0","  0","  1","  2","  0","  4","  1","  0","  0","  4","  6","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  3","  0","  0","  0","  0","  8","  0","  0","  1","  2","  0","  0"," 21","  0","  0","  0","  0","  4","  0","  1","  1","  0"," 44","  0","  0","  0","  0","  0","  0","  1","  0","  1","  0","  0","  0","  0","  1","  0","  0","  0","  1","  8","  0","  0","  0","  0","  0","  2","  1"," 83","  0","  0","  0","  2","  0","  0","  0","  2","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  1","  0","  0","  0","  0","  0"
"279","  0","  1","  0","  0","  0","  1","  0","  6","  1","  0","  0","  1","  4","  1","  0","  0","  0","  0","  0","  0","  1","  0","  0","  1","  0","  0","  0","  3","  0","  0","  1","  0","  0","  2","  0","  0","  0","  0","  0","  0","  0","  0","  5","  0","  0","  0","  0","  0","  0","  0","  0","  0","269","  0","  0","  0","  0","  0","  0","  1","  0","  0","  0","  0","  0","  0","  1","  0","  0","  0","  2","  3","  0","  0","  0","  0","  0","  0","  0"," 28","  0","  0","  0"," 10","  0","  0","  0","  0","  0","  2","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0"
"289.5","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"," 34.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"
"300","  0","  1","  0","  0","  0","  2","  0"," 15","  3","  0","  2","  5","  6","  5","  1","  0","  1","  1","  0","  0","  0","  3","  0","  2","  0","  0","  0","  1","  0","  1","  2","  0","  0","  0","  0","  5","  0","  0","  0","  0","  0","  0"," 24","  2","  0","  8","  0","  8","  1","  2","  0","  3"," 86","  2","  1","  0","  1","  0","  1","  5","  0","  2","  0","  0","  0","  2","  1","  0","  0","  0","  8","  2","  0","  0","  0","  0","  0","  3","  1","332","  0","  1","  0"," 30","  0","  0","  0","  0","  0","  0","  3","  0","  0","  2","  0","  0","  0","  0","  3","  0","  0","  0","  0","  0"
"309.5","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  2.0","  0.0","  0.0","  0.0","  1.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  2.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","577.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  9.0","  0.0","  0.0","  0.0","  6.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"
"319.5","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  4.0","  1.0","  1.0","  0.0","  2.0","  2.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  2.0","  0.0","  0.0","  0.0","  0.0","  0.0","  2.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  2.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  4.0","  0.0","  0.0","  2.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"," 74.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  1.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"," 10.0","  0.0","  0.0","  0.0","  8.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  4.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"
"329.5","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"," 33.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"
"339.5","  0.0","  3.0","  0.0","  0.0","  0.0","  2.0","  0.0","  5.0","  2.0","  0.0","  5.0","  2.0"," 11.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  1.0","  0.0","  0.0","  0.0","  0.0","  1.0","  3.0","  0.0","  0.0","  0.0","  0.0","  5.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"," 21.0","  0.0","  0.0"," 11.0","  0.0","  2.0","  0.0","  0.0","  2.0","  0.0","425.0","  0.0","  0.0","  0.0","  1.0","  0.0","  2.0","  3.0","  0.0","  2.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  2.0","  0.0","  0.0","  0.0","  0.0","  2.0","  0.0","  2.0","  1.0"," 76.0","  0.0","  0.0","  0.0","  3.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  3.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  3.0","  0.0","  0.0","  0.0","  0.0","  0.0"
"350","  0","  1","  0","  0","  2","  5","  0","  8","  0","  0","  3","  2"," 12","  3","  0","  0","  2","  0","  0","  0","  1","  3","  0","  0","  4","  0","  0","  6","  0","  1","  2","  0","  0","  0","  1"," 30","  0","  0","  0"," 11","  1","  0"," 28","  0","  0","  9","  0","  3","  0","  3","  4","  3","439","  0","  0","  0","  0","  0","  0","  2","  0","  3","  0","  0","  0","  0","  1","  0","  0","  0","  4","  0","  0","  2","  0","  2","  0","  0","  1","119","  0","  1","  0"," 27","  4","  0","  0","  0","  0","  0","  6","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  1","  0","  0"
"359.5","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"," 51.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  4.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"
"366.5","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  5.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  6.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"
"369.5","  0.0","  1.0","  0.0","  0.0","  1.0","  0.0","  0.0","  3.0","  0.0","  0.0","  0.0","  0.0","  2.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  2.0","  0.0","  0.0","  0.0","  0.0","  0.0","  6.0","  0.0","  0.0","  0.0","  4.0","  0.0","  0.0","  5.0","  0.0","  0.0","  1.0","  0.0","  2.0","  0.0","  0.0","  0.0","  0.0","126.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"," 32.0","  0.0","  0.0","  0.0"," 15.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  3.0","  3.0","  0.0","  0.0","  0.0","  0.0"
"378.5","  0.0","  1.0","  0.0","  0.0","  1.0","  3.0","  0.0"," 23.0","  0.0","  0.0","  1.0","  3.0","  6.0","  5.0","  0.0","  0.0","  2.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  6.0","  0.0","  0.0","  0.0","  5.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0"," 11.0","  0.0","  0.0","  0.0","  7.0","  0.0","  0.0"," 19.0","  0.0","  0.0","  3.0","  0.0"," 14.0","  0.0","  4.0","  2.0","  2.0","597.0","  0.0","  0.0","  0.0","  0.0","  0.0","  2.0","  1.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  2.0","  0.0","  0.0","  0.0","  0.0","  1.0","  2.0","  0.0","  0.0","  1.0","  0.0","  3.0","  3.0","128.0","  0.0","  0.0","  0.0","  7.0","  2.0","  0.0","  0.0","  0.0","  0.0","  1.0","  8.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  3.0","  1.0","  0.0","  1.0","  0.0","  0.0"
"385","  0","  1","  1","  0","  0","  5","  0","  7","  0","  0","  0","  8","  4","  3","  2","  0","  1","  1","  0","  0","  0","  0","  1","  0","  0","  0","  5","  1","  0","  4","  0","  0","  0","  0","  0","  9","  0","  0","  3","  0","  0","  0"," 39","  0","  0","  1","  0","  9","  0","  0","  1","  1","123","  0","  0","  2","  0","  0","  1","  6","  1","  5","  0","  0","  0","  0","  1","  0","  0","  0","  0","  1","  1","  0","  0","  0","  0","  2","  1","136","  4","  0","  1","  5","  0","  0","  0","  6","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  1","  8","  0","  0","  0","  1"
"388.5","  0.0","  2.0","  0.0","  0.0","  1.0","  0.0","  0.0","  6.0","  0.0","  0.0","  0.0"," 15.0","  1.0","  1.0","  0.0","  1.0","  0.0","  1.0","  0.0","  0.0","  0.0","  2.0","  0.0","  1.0","  1.0","  0.0","  0.0","  1.0","  0.0","  0.0","  2.0","  0.0","  0.0","  0.0","  0.0"," 12.0","  0.0","  0.0","  0.0"," 18.0","  1.0","  0.0"," 16.0","  0.0","  0.0","  0.0","  0.0"," 16.0","  0.0","  0.0","  0.0","  1.0","597.0","  2.0","  0.0","  0.0","  1.0","  0.0","  4.0","  5.0","  0.0","  2.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  8.0","  1.0","  8.0","  0.0","  1.0","  0.0","  2.0","  0.0","105.0","  0.0","  0.0","  0.0","  7.0","  3.0","  0.0","  0.0","  1.0","  0.0","  0.0","  7.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  2.0","  2.0","  0.0","  1.0","  0.0","  0.0"
"393","  0","  1","  1","  0","  0","  3","  1","  4","  0","  0","  1","  7","  3","  1","  0","  0","  0","  0","  0","  0","  0","  0","  1","  0","  0","  0","  0","  0","  0","  1","  2","  0","  0","  0","  0","  4","  0","  1","  0","  0","  0","  0"," 56","  0","  2","  4","  1","  0","  0","  0","  1","  0","  6","  0","  0","  0","  0","  1","  0"," 10","  0","  7","  0","  0","  1","  0","  0","  0","  1","  2","  1","  1","  0","  0","  1","  1","  0","  1","  0","153","  0","  0","  0","  4","  0","  0","  0","  4","  1","  0","  1","  0","  1","  0","  0","  3","  1","  0","  2","  7","  0","  0","  0","  0"
"399.5","  0.0","  1.0","  0.0","  0.0","  3.0","  6.0","  0.0","  9.0","  0.0","  0.0","  1.0","  6.0","  5.0","  1.0","  1.0","  0.0","  0.0","  2.0","  0.0","  0.0","  1.0","  0.0","  0.0","  2.0","  0.0","  0.0","  0.0","  4.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  6.0","  0.0","  0.0","  0.0"," 14.0","  0.0","  0.0"," 37.0","  0.0","  0.0","  8.0","  0.0","  9.0","  0.0","  3.0","  0.0","  1.0","740.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  3.0","  0.0","  2.0","  3.0","  0.0","  0.0","  0.0","  2.0","  0.0","  0.0","  1.0","  0.0","  0.0","  2.0","  2.0","  0.0","  6.0","  0.0","  2.0","  0.0","116.0","  0.0","  0.0","  0.0"," 16.0","  2.0","  6.0","  0.0","  0.0","  0.0","  0.0","  7.0","  0.0","  1.0","  1.0","  0.0","  0.0","  0.0","  0.0","  9.0","  1.0","  0.0","  0.0","  0.0","  0.0"
"409.5","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  2.0","  0.0","  0.0","  2.0","  7.0","  2.0","  1.0","  1.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  3.0","  0.0","  0.0","  0.0","  5.0","  1.0","  0.0"," 12.0","  0.0","  0.0","  2.0","  0.0","  6.0","  0.0","  4.0","  0.0","  1.0","479.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  2.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  2.0","  1.0","  1.0","  0.0","  0.0","  0.0","  2.0","  0.0"," 41.0","  0.0","  0.0","  0.0","  3.0","  0.0","  0.0","  0.0","  1.0","  0.0","  1.0","  1.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  3.0","  2.0","  0.0","  0.0","  0.0","  0.0"
"420","  0","  1","  0","  0","  1","  0","  0","  2","  0","  0","  3","  1","  2","  1","  0","  0","  1","  0","  0","  0","  0","  0","  0","  1","  0","  0","  0","  0","  0","  1","  0","  0","  0","  0","  0","  1","  0","  0","  0","  2","  0","  0"," 14","  0","  0","  1","  0","  2","  0","  0","  0","  0","230","  0","  0","  0","  0","  0","  0","  0","  0","  0","  1","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  4","  0"," 21","  0","  0","  0","  1","  1","  0","  0","  0","  0","  0","  2","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0"
"429.5","  1.0","  1.0","  0.0","  1.0","  0.0","  5.0","  0.0","  7.0","  0.0","  0.0","  0.0","  1.0","  3.0","  1.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  2.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  1.0","  0.0","  0.0","  0.0","  1.0","  2.0","  0.0","  0.0","  1.0"," 13.0","  0.0","  0.0"," 22.0","  0.0","  0.0","  4.0","  0.0","  4.0","  0.0","  1.0","  1.0","  0.0","667.0","  0.0","  0.0","  0.0","  0.0","  1.0","  3.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  6.0","  0.0","  0.0","  0.0","  7.0","  2.0","  0.0","  0.0","  0.0","  1.0","  5.0","  1.0","  0.0"," 83.0","  0.0","  0.0","  0.0","  5.0","  1.0","  0.0","  2.0","  0.0","  0.0","  0.0","  2.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  1.0","  0.0","  0.0","  0.0","  0.0"
"439.5","  0.0","  3.0","  0.0","  1.0","  1.0","  3.0","  0.0","  3.0","  0.0","  0.0","  0.0","  5.0","  3.0","  1.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  1.0","  0.0","  3.0","  2.0","  0.0","  0.0","  8.0","  1.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  7.0","  0.0","  0.0","  0.0","  7.0","  0.0","  0.0"," 36.0","  0.0","  0.0","  5.0","  0.0","  3.0","  0.0","  1.0","  0.0","  4.0","673.0","  0.0","  1.0","  0.0","  0.0","  0.0","  2.0","  1.0","  0.0","  4.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  5.0","  1.0","  3.0","  0.0","  0.0","  3.0","  1.0","  3.0","  0.0","141.0","  0.0","  0.0","  0.0"," 13.0","  1.0","  0.0","  0.0","  0.0","  0.0","  2.0","  2.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  4.0","  0.0","  0.0","  0.0","  0.0","  0.0"
"449.5","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  2.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  3.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"," 70.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0"," 11.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"
"459.5","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  2.0","  0.0","  0.0","  2.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","109.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  7.0","  0.0","  0.0","  0.0","  2.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"
"468.5","  0.0","  6.0","  0.0","  0.0","  3.0","  7.0","  0.0","  3.0","  1.0","  0.0","  2.0","  4.0","  7.0","  3.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  1.0","  0.0","  0.0","  1.0","  0.0","  0.0","  5.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0"," 11.0","  0.0","  0.0","  0.0"," 19.0","  0.0","  0.0"," 25.0","  1.0","  0.0","  8.0","  0.0","  7.0","  0.0","  5.0","  1.0","  0.0","248.0","  0.0","  0.0","  0.0","  0.0","  0.0","  2.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  3.0","  1.0","  0.0","  2.0","  0.0","  2.0","  1.0","  0.0","  0.0","163.0","  0.0","  1.0","  0.0"," 19.0","  3.0","  0.0","  0.0","  0.0","  0.0","  0.0","  8.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0"
"478.75","  0.00","  2.00","  0.00","  0.00","  9.00","  6.00","  0.00","  3.00","  0.00","  0.00","  2.00","  0.00","  3.00","  3.00","  0.00","  0.00","  1.00","  3.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  2.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00"," 20.00","  0.00","  0.00","  0.00"," 28.00","  0.00","  0.00","  8.00","  0.00","  0.00","  9.00","  0.00","  8.00","  0.00","  0.00","  1.00","  0.00","308.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  6.00","  0.00","  2.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  1.00","  2.00","  1.00","  0.00","  2.00","  0.00","  0.00","  0.00","120.00","  0.00","  1.00","  0.00"," 30.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  5.00","  0.00","  2.00","  0.00","  0.00","  0.00","  0.00","  0.00","  5.00","  6.00","  0.00","  0.00","  0.00","  0.00"
