"age_Calibrated_radiocarbon_years_BP","ageolder_BP","ageyounger_BP","depth","Abies","Acer","Aesculus","Algae","Alismataceae","Alnus","Amaranthaceae undif.","Ambrosia t.","Anthemideae undif.","Apiaceae undif.","Artemisia","Asphodelus t.","Asteroideae undif.","Betula","Betulaceae undif.","Boraginaceae undif.","Brassicaceae","Butomus","Buxus","Calligonum","Campanulaceae","Cannabaceae undif.","Cardueae undif.","Carpinus","Caryophyllaceae undif.","Castanea","Cedrus","Centaurea","Ceratonia","Cichorieae","Cistaceae","Clematis-type","Convolvulaceae","Cornus","Corylus","Crassulaceae","Cupressaceae","Cyperaceae","Datisca cannabina","Dipsacaceae","Echinops","Ephedra","Erica t.","Erodium","Euphorbia t.","Fabaceae Undif.","Faboideae Undif.","Fagopyrum","Fagus","Fern","Fern-Equisetophyta","Fern-Lycopodiaceae","Filipendula t.","Fraxinus","Galium t.","Genisteae","Gentiana t.","Geranium","Hedera","Heliotropium","HippophaÃ«","Hydrocharitaceae","Hypericum undif.","IsoÃ«tes","Juglans","Lamiaceae undif.","Lauraceae","Lemnaceae","Leontice","Linum t.","Loranthus","Lysimachia","Lythrum","Malva","Malva undif.","Matthiola","Menyanthes","Mercurialis","Morella","Musci","Myriophyllum spicatum/verticillatum t.","Nuphar","Nymphaea","Olea t.","Onagraceae","Ononis t.","Papaver t.","Pediastrum undulatum","Persicaria t.","Petaloid monocot","Phillyrea","Picea","Pinus undif.","Pistacia","Plantago","Platanus","Plumbaginaceae","Poaceae","Poaceae (Cerealia-type)","Polygonum t.","Populus","Potamogeton","Potentilla t.","Pseudopediastrum kawraiskyi","Quercus deciduous","Quercus evergreen","Ranunculaceae undif.","Rosaceae undif.","Rumex t.","Salix","Sambucus","Sanguisorba t.","Saxifragaceae","Scrophulariaceae undif.","Solanum","Sparganium","Spergularia t.","Taxus","Thalictrum","Theligonum","Thelypteris palustris-type","Thymelaeaceae undif.","Tilia","Trifolium t.","Typha","Ulmus t.","Unknown","Urtica t.","Valeriana t.","Valerianella","Viburnum","Vitis"
"33774","34267","33277","  880","    2","    0","    0","  569","    0","    2","  120","    0","   13","   28","  209","    0","   14","    6","    1","    0","   13","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    6","    0","   12","    0","    0","    0","    0","    0","    0","    5","   59","    0","    1","    0","    6","    0","    0","    0","    1","    0","    0","    1","    1","    0","    0","    0","    0","   32","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","   38","    1","   10","    0","    0","  390","   12","    9","    0","    3","    0","   46","   49","    0","    3","    0","    4","    0","    0","    3","    0","    0","    0","   87","    0","    0","    5","    0","    0","    0","    0","    0","    0","    2","    6","    0","    0","    0","    0","    0"
"33909","34392","33421","  890","    7","    3","    0","  264","    0","    6","  133","    0","   32","   28","  138","    0","   12","    8","    1","    0","   23","    0","    1","    0","    0","    0","    1","    1","    6","    0","    0","   15","    0","   16","    2","    1","    2","    0","    3","    0","    3","  106","    0","    2","    1","   15","    0","    0","    2","    0","    0","    0","    5","   21","    0","    0","    2","    0","   34","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","  132","    0","    7","    0","    1","  571","    8","    4","    0","    1","    0","    0","  172","    9","    4","    0","    4","    1","    0","    0","    0","    0","    1","  130","    0","    0","    3","    0","    0","    0","    2","    0","    1","    7","   38","    0","    0","    0","    0","    0"
"34043","34518","33565","  900","    6","    1","    0","  168","    2","   14","  139","    0","   22","   26","  188","    0","   17","    9","    1","    0","   16","    0","    0","    0","    2","    0","    2","    1","    2","    0","    0","   24","    0","   18","    1","    1","    0","    0","   10","    0","   20","   96","    0","    1","    0","   12","    0","    0","    1","    0","    0","    0","    8","   24","    0","    0","    3","    2","   35","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    1","    0","    0","    0","    0","    0","    0","    1","    0","    0","  113","    0","   15","    1","    0","  884","    6","    6","    0","    0","    4","   18","  208","    7","    2","    1","    6","    4","    0","    3","    0","    1","    0","  155","    0","    0","   10","    0","    0","    1","    1","    0","    1","    5","   30","    0","    0","    0","    0","    0"
"34313","34769","33849","  920","    1","    0","    0"," 1694","    2","    5","  139","    0","    8","   37","  179","    0","    3","    4","    0","    1","   28","    0","    0","    0","    0","    0","    0","    0","    3","    0","    0","    6","    0","    2","    2","    0","    0","    0","    0","    0","    3","  109","    0","    0","    0","    3","    0","    0","    0","    0","    0","    0","    0","   38","    0","    0","    0","    0","   19","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    2","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    6","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","   36","    0","    8","    0","    0","  295","    9","    5","    0","    0","    2","   88","   37","    1","    1","    0","    4","    0","    0","    0","    0","    1","    0","   80","    0","    0","    7","    0","    0","    0","    0","    0","    0","    2","   10","    0","    0","    0","    0","    0"
"34582","35022","34132","  940","    3","    1","    0"," 1769","    0","    4","  122","    0","    4","   19","  148","    0","    2","    5","    1","    0","   33","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    5","    0","    3","    0","    0","    0","    0","    3","    0","    5","   78","    0","    0","    0","    2","    0","    0","    2","    0","    0","    0","    2","   64","    0","    1","    1","    0","   12","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    2","    0","    0","    0","    0","    0","    0","    0","    8","    0","    4","    0","    0","    0","    0","    0","    0","    2","    0","    0","   34","    0","    2","    0","    0","  242","    8","    3","    0","    1","    0","   96","   32","    0","    5","    0","    3","    1","    0","    0","    0","    1","    0","   76","    0","    0","    2","    0","    0","    0","    1","    0","    0","    2","    8","    0","    0","    0","    0","    0"
"34851","35277","34413","  960","    7","    2","    0"," 3255","    3","   15","   96","    0","   10","   19","  124","    0","    4","   11","    1","    1","   37","    0","    0","    0","    2","    0","    2","    0","    1","    0","    0","    6","    0","    0","    0","    0","    0","    0","    2","    0","    3","   68","    0","    0","    0","    0","    0","    0","    2","    0","    0","    0","    4","  142","    0","    0","    0","    0","   15","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    2","    0","    0","    0","    0","    0","    0","    0","   66","    0","   16","    0","    0","    0","    0","    0","    0","    0","    0","    0","   63","    0","   10","    0","    0","  326","    3","    0","    0","    0","    0","  273","   86","    1","    0","    0","    4","    0","    1","    0","    0","    1","    0","  230","    1","    0","    2","    0","    1","    0","    0","    0","    3","    0","   20","    0","    0","    0","    0","    0"
"35121","35534","34690","  980","   10","    1","    0"," 5918","    1","   13","   53","    0","    5","   12","   86","    0","    1","    5","    0","    0","    3","    0","    0","    0","    0","    0","    0","    2","    1","    0","    0","    5","    0","    1","    1","    0","    0","    0","    7","    0","    4","   27","    0","    0","    0","    2","    0","    0","    0","    0","    0","    0","   11","  162","    0","    0","    0","    0","    7","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    3","    0","    0","    0","    0","    0","    0","    0","  156","    0","   12","    0","    0","    0","    0","    0","    0","    0","    0","    0","   96","    1","    4","    0","    0","  277","    0","    0","    0","    0","    0","  161","  118","    1","    1","    0","    2","    1","    0","    0","    0","    1","    0","  122","    0","    0","    4","    0","    0","    0","    1","    0","    7","    3","    0","    0","    0","    0","    0","    0"
"35390","35794","34966"," 1000","   12","    2","    0"," 1471","    0","   12","   47","    0","    8","    9","   43","    0","    5","    5","    1","    0","    3","    0","    0","    0","    0","    0","    1","    1","    0","    0","    0","    3","    0","    2","    0","    0","    0","    0","   24","    0","    5","   49","    0","    0","    1","    3","    0","    0","    1","    0","    0","    0","    7","  182","    0","    0","    1","    2","    5","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    1","    0","    0","    0","    0","    0","  199","    0","   20","    0","    0","    0","    0","    0","    0","    2","    0","    0","   96","    0","    5","    0","    0","  267","    6","    2","    0","    0","    0","   59","  177","    4","    0","    1","    1","    1","    0","    1","    0","    0","    0","  127","    0","    0","    3","    0","    0","    0","    2","    1","    6","    4","    4","    0","    0","    0","    0","    0"
"35659","36055","35239"," 1020","    2","    0","    0"," 3844","    0","    5","  110","    0","   11","   16","  163","    0","   10","    5","    0","    0","    8","    1","    0","    0","    0","    0","    3","    0","    2","    0","    0","    5","    0","   11","    1","    0","    0","    0","    1","    0","    4","   30","    0","    0","    0","    3","    0","    0","    2","    0","    0","    0","    1","    0","    1","    0","    1","    0","   16","    0","    0","    0","    0","    0","    2","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","   52","    0","    7","    0","    0","  198","   12","    2","    0","    0","    2","  336","   41","    0","    3","    0","   10","    0","    0","    1","    0","    0","    0","   44","    0","    0","    6","    0","    0","    0","    0","    0","    0","    0","   18","    0","    0","    0","    0","    0"
"35928","36318","35514"," 1040","    3","    1","    0"," 1658","    0","   10","  117","    0","   14","   20","  203","    0","   16","    8","    0","    0","   15","    0","    0","    0","    0","    0","    1","    0","    3","    0","    0","    8","    0","   12","    1","    0","    1","    0","    5","    0","    8","   47","    0","    1","    3","    6","    0","    0","    0","    0","    1","    0","    4","    2","    0","    0","    0","    0","   26","    0","    0","    0","    0","    0","    3","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","   74","    0","   11","    0","    0","  378","    8","    1","    0","    0","    1","  224","  103","    4","    4","    0","    3","    1","    0","    0","    0","    1","    0","   95","    0","    0","    3","    0","    0","    0","    0","    0","    2","    2","   14","    0","    0","    0","    0","    0"
"36198","36585","35790"," 1060","    2","    0","    0"," 5049","    0","    4","   90","    0","   13","   24","  121","    0","    0","    7","    0","    0","    5","    0","    0","    0","    0","    0","    1","    3","    2","    0","    0","    3","    0","    4","    0","    0","    0","    0","    2","    0","    5","   44","    0","    1","    0","    4","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    1","    0","   23","    0","    0","    0","    0","    0","    2","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    5","    0","    0","    0","    1","    0","    0","    0","    0","    2","    0","    0","   38","    0","    7","    1","    0","  269","    6","    2","    0","    6","    0","  295","  103","    4","    1","    0","    4","    0","    0","    1","    0","    0","    0","   74","    0","    0","    2","    0","    0","    0","    0","    0","    1","    1","    2","    0","    0","    0","    0","    0"
"36467","36857","36067"," 1080","    1","    1","    0"," 3528","    1","   21","   99","    0","   17","   31","  236","    0","   28","    7","    0","    0","    8","    1","    0","    0","    0","    0","    3","    3","    7","    0","    0","   22","    0","   67","    0","    0","    1","    0","   14","    0","   18","   73","    0","    1","    1","    7","    0","    0","    0","    1","    0","    0","    6","   17","    0","    0","    0","    1","   48","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    2","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    4","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","   52","    0","   17","    0","    0","  682","    7","   12","    0","    1","    2","   72","  137","    2","    3","    0","    8","    4","    0","    0","    0","    0","    0","   71","    0","    0","    3","    0","    0","    0","    0","    0","    8","    2","   36","    0","    0","    0","    0","    0"
"36736","37131","36341"," 1100","    3","    1","    0","11856","    0","    3","   92","    0","    6","   23","  153","    0","   21","    7","    1","    0","   12","    0","    0","    0","    0","    0","    3","    1","    3","    0","    0","    6","    0","   18","    1","    1","    1","    0","    1","    0","    8","   34","    0","    0","    0","    3","    0","    0","    0","    2","    0","    0","    1","   10","    0","    0","    0","    0","   18","    0","    0","    0","    0","    0","    2","    0","    0","    0","    0","    2","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    1","    0","    0","    0","    0","    0","    0","    2","    0","    0","   29","    0","    5","    0","    0","  430","    8","   10","    0","    1","    1","  190","   83","    4","    1","    0","    2","    5","    0","    1","    0","    2","    0","   57","    0","    0","    4","    0","    0","    0","    0","    0","    2","    5","   28","    0","    0","    0","    0","    0"
"37005","37407","36611"," 1120","    2","    1","    0"," 7663","    0","    3","  117","    0","   12","   14","  233","    0","   11","    3","    0","    0","    9","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","   15","    0","    0","    0","    0","    2","    0","    3","   42","    0","    0","    0","    4","    0","    0","    0","    0","    0","    0","    1","    5","    0","    0","    0","    0","   23","    0","    0","    0","    0","    0","    2","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    2","    0","    0","    0","    0","    0","    0","    0","    0","    0","   14","    0","   10","    0","    0","  266","    5","    6","    0","    3","    1","  299","   24","    1","    1","    0","   14","    1","    0","    0","    0","    1","    0","   49","    0","    0","    3","    0","    0","    0","    0","    0","    2","    0","    4","    0","    0","    0","    0","    0"
"37275","37689","36881"," 1140","    5","    1","    0"," 1086","    0","   10","   57","    0","    6","   16","   98","    0","    8","    5","    0","    0","    3","    0","    0","    0","    0","    0","    0","    3","    1","    0","    0","   10","    0","    6","    0","    0","    0","    0","    8","    0","   13","   45","    0","    1","    1","    1","    0","    0","    0","    1","    0","    0","    5","   11","    0","    0","    0","    0","   29","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    3","    0","    0","    0","    0","    1","    0","    0","    7","    0","    0","    0","    0","    0","    0","    0","    0","    2","    0","    0","   43","    0","    9","    0","    0","  431","    2","    2","    0","    0","    0","    0","  168","    3","    0","    0","    2","    1","    0","    0","    0","    1","    0","   38","    0","    0","    5","    0","    0","    0","    1","    0","    1","    1","   16","    0","    0","    0","    1","    0"
"37544","37974","37150"," 1160","    4","    0","    0","  242","    0","    8","   64","    1","   13","   18","  142","    0","   14","    8","    0","    0","   10","    0","    0","    0","    0","    0","    0","    0","    6","    0","    0","   27","    0","   20","    0","    0","    0","    0","    7","    0","    7","   36","    0","    1","    0","    2","    0","    0","    0","    1","    0","    0","    9","    8","    0","    0","    0","    0","   36","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","   70","    0","    9","    0","    0","  503","    9","   21","    0","    0","    0","   22","  144","    3","    0","    1","    6","    2","    0","    0","    0","    0","    0","   36","    0","    0","    1","    0","    0","    0","    1","    0","    1","    7","   50","    0","    0","    0","    1","    0"
"37813","38264","37417"," 1180","    2","    0","    0","13668","    0","    8","  120","    0","   11","    9","  182","    0","    2","    5","    1","    0","    6","    0","    0","    0","    0","    0","    0","    1","    2","    0","    0","    7","    0","    8","    0","    0","    0","    0","    3","    0","    5","   43","    0","    1","    1","    2","    0","    0","    0","    0","    0","    0","    2","   16","    0","    0","    0","    0","   20","    0","    0","    0","    0","    0","    2","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    7","    0","    2","    0","    0","    0","    0","    0","    0","    0","    0","    0","   31","    0","    9","    0","    0","  295","    7","    6","    0","    1","    0","  469","   49","    2","    0","    0","    5","    3","    0","    0","    0","    1","    0","   64","    0","    0","    1","    0","    0","    0","    0","    0","    2","    5","    8","    0","    0","    0","    0","    0"
"38082","38554","37680"," 1200","    0","    1","    0","  768","    2","   13","   56","    0","   12","   14","  131","    0","   12","    5","    2","    0","    3","    0","    0","    1","    0","    0","    3","    0","    2","    0","    0","   16","    0","    9","    2","    0","    0","    0","    3","    0","    3","   29","    0","    0","    0","    2","    0","    0","    0","    0","    0","    0","    8","   10","    0","    0","    1","    0","   25","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    2","    0","    0","    0","    0","    0","    0","    0","    3","    0","    0","    0","   58","    0","    8","    0","    0","  536","    7","    5","    0","    0","    2","  124","  136","    3","    1","    0","    4","    1","    0","    1","    0","    2","    0","   55","    0","    0","    0","    0","    0","    0","    1","    0","    0","    4","   28","    0","    0","    0","    1","    0"
"38352","38845","37941"," 1220","    2","    0","    0","12066","    0","    2","  155","    0","   21","   27","  312","    0","    9","    3","    0","    1","   16","    0","    0","    0","    0","    0","    1","    0","    2","    0","    0","    9","    0","   15","    0","    0","    0","    0","    2","    0","    2","  104","    0","    0","    0","    5","    0","    0","    0","    1","    0","    0","    0","   19","    0","    0","    0","    0","   22","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    1","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    5","    0","    1","    0","    0","    0","    0","    0","    1","    0","    0","    1","   71","    0","   11","    0","    0","  457","   15","   10","    0","    1","    0"," 6360","   43","    2","    5","    0","   15","    1","    0","    2","    0","    1","    0","   75","    0","    0","    1","    0","    0","    0","    0","    0","    1","    0","    4","    0","    0","    0","    0","    0"
"38715","39243","38286"," 1247","    2","    0","    0"," 7175","    0","    0","   78","    0","   11","   19","  191","    0","    5","    9","    0","    1","   21","    0","    0","    0","    0","    0","    2","    0","    2","    0","    0","    6","    0","    5","    1","    0","    0","    0","    4","    0","    4","   52","    0","    0","    0","    4","    0","    0","    0","    0","    0","    0","    4","   28","    0","    0","    1","    0","   24","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","   43","    0","    2","    0","    0","    0","    0","    0","    0","    2","    0","    0","   77","    0","   12","    0","    0","  418","    7","    4","    0","    2","    0"," 1850","  135","    3","    2","    0","    9","    3","    0","    0","    0","    1","    0","   90","    0","    0","    9","    0","    5","    0","    0","    0","    2","    2","    4","    0","    0","    0","    0","    0"
"38850","39391","38412"," 1257","    1","    0","    0","11766","    1","    3","   63","    0","    5","   12","  144","    0","    6","    6","    0","    0","    7","    0","    0","    0","    1","    0","    1","    0","    0","    0","    0","    2","    0","    3","    0","    0","    0","    0","    3","    0","    8","   45","    0","    0","    0","    2","    1","    0","    0","    0","    0","    0","    5","   16","    0","    0","    0","    0","   13","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","   10","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","   72","    0","    9","    0","    0","  329","    7","    0","    0","    1","    0"," 3720","   75","    3","    0","    1","   15","    1","    0","    0","    1","    1","    0","   50","    0","    0","    6","    0","    0","    0","    0","    0","    0","    0","    4","    0","    0","    0","    0","    0"
"39153","39726","38696"," 1280","   16","    2","    0"," 7030","    0","   13","   35","    0","    5","   18","   99","    0","    1","    5","    4","    0","    9","    0","    0","    0","    0","    0","    0","   11","    1","    0","    0","    2","    0","    2","    1","    0","    0","    0","    7","    0","    7","   31","    0","    0","    1","    2","    1","    0","    1","    0","    0","    0","    9","   32","    0","    0","    1","    0","   17","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    2","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    8","    1","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","  226","    0","    7","    0","    0","  344","    2","    2","    0","    4","    0"," 2166","  164","    6","    0","    0","    3","    0","    0","    1","    0","    0","    0","   58","    0","    0","    1","    0","    0","    0","    0","    0","    2","    5","   12","    0","    0","    0","    0","    0"
"39287","39876","38821"," 1290","   30","    3","    0","15319","    0","   19","   31","    0","   11","   13","  137","    0","    5","    6","   12","    0","    8","    0","    1","    0","    0","    0","    1","   12","    3","    0","    0","    5","    0","    1","    0","    0","    0","    0","   24","    0","   36","   79","    0","    0","    2","    2","    0","    0","    0","    0","    0","    0","   12","   47","    0","    0","    0","    3","   22","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    4","    2","    0","    0","    0","    0","    0","    0","    0","    2","    0","    1","  263","    0","   12","    0","    0","  497","    3","    4","    0","    0","    0"," 7182","  364","    7","    0","    0","    3","    1","    0","    0","    0","    1","    0","   72","    0","    0","    3","    0","    0","    0","    1","    0","    4","   11","    4","    0","    0","    0","    0","    0"
"39422","40025","38945"," 1300","    3","    2","    0"," 7788","    0","    7","  154","    0","    7","   18","  227","    0","    6","    5","    1","    0","    6","    0","    0","    0","    0","    0","    0","    0","    2","    0","    0","    6","    0","    1","    0","    0","    0","    0","    2","    0","    5","   23","    0","    1","    0","    3","    0","    0","    0","    0","    0","    0","    1","    5","    0","    0","    0","    0","   16","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","   16","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","   62","    0","    4","    0","    0","  342","    5","    2","    0","    4","    1","  726","   66","    3","    0","    0","   11","    0","    0","    0","    0","    0","    0","  125","    0","    0","    7","    0","    0","    0","    0","    0","    0","    0","    8","    0","    0","    0","    0","    0"
"39557","40174","39069"," 1310","   12","    1","    0"," 3066","    0","   14","   87","    0","   10","   18","  184","    0","    9","    3","    1","    0","    9","    0","    0","    0","    0","    0","    1","    7","    3","    0","    0","    7","    0","    5","    0","    0","    0","    0","    8","    0","   11","   49","    0","    0","    0","    9","    0","    0","    0","    1","    1","    0","   10","    7","    0","    0","    0","    0","    9","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    1","    0","   37","    3","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","  125","    1","    7","    0","    0","  363","    5","    4","    0","    0","    0"," 2898","  241","    4","    1","    1","    4","    0","    0","    1","    0","    0","    0","   79","    0","    0","    3","    0","    0","    0","    1","    0","    2","    4","    6","    0","    0","    0","    0","    0"
"39691","40322","39192"," 1320","    1","    1","    0"," 2924","    0","   10","   31","    0","    7","    9","  116","    0","    3","    4","    5","    0","    6","    0","    0","    0","    0","    0","    0","    4","    1","    0","    0","    2","    0","    2","    0","    0","    0","    0","    4","    0","    8","   22","    0","    0","    0","    2","    0","    0","    0","    3","    0","    0","    5","    6","    0","    0","    1","    1","   18","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","   22","    0","    1","    0","    0","    0","    0","    0","    0","    1","    0","    0","   85","    0","   10","    0","    0","  290","    6","    1","    0","    0","    0"," 2720","  150","    0","    2","    0","    1","    3","    0","    1","    0","    0","    0","   31","    0","    1","    8","    0","    0","    0","    0","    0","    2","    7","   10","    1","    0","    0","    0","    0"
"39960","40618","39435"," 1340","   34","    2","    0","  755","    0","    5","   15","    0","    9","    5","   66","    0","    1","    5","    3","    0","    3","    0","    0","    0","    0","    0","    0","   10","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","   14","    1","    6","   32","    0","    0","    0","    4","    0","    0","    0","    0","    0","    0","    6","   22","    0","    0","    1","    0","   13","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","   29","    1","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","  151","    0","    8","    0","    0","  172","    3","    0","    0","    0","    0","   23","  261","    3","    0","    0","    4","    0","    0","    0","    0","    1","    0","   12","    0","    0","    1","    0","    0","    0","    4","    0","    3","    7","    8","    0","    0","    0","    0","    0"
"40095","40766","39557"," 1350","    8","    1","    0"," 3052","    1","   17","   55","    0","    8","   17","  130","    0","    1","    4","    4","    0","    6","    0","    0","    0","    0","    0","    1","    5","    2","    0","    0","    0","    0","    7","    0","    0","    0","    0","   13","    0","   40","   64","    0","    0","    0","    7","    0","    0","    0","    0","    0","    0","    2","   21","    1","    0","    0","    3","   34","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","   12","    0","    0","    0","    0","    1","    0","    0","    0","    1","    0","    0","  172","    0","    9","    1","    1","  462","    5","    2","    2","    8","    0","   14","  292","    4","    1","    0","   15","    8","    0","    0","    0","    1","    1","   27","    0","    0","    7","    0","    0","    0","    0","    0","    0","   14","   18","    2","    0","    0","    0","    0"
"40499","41207","39917"," 1380","    4","    1","    0","11656","    0","    3","   67","    0","    7","   15","  137","    0","    4","    2","    3","    0","    6","    0","    0","    0","    0","    0","    1","    0","    3","    0","    0","    1","    0","    3","    0","    0","    0","    0","    6","    0","    8","   53","    0","    0","    0","    2","    0","    0","    0","    0","    0","    0","    1","   15","    0","    0","    0","    0","   21","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    1","    2","    0","    0","    0","    0","    0","    0","    0","   15","    0","    0","    0","    0","    0","    0","    0","    1","    1","    0","    0","   78","    0","    6","    0","    0","  295","    3","    1","    0","    3","    0"," 3854","  126","    6","    3","    0","    4","    4","    0","    0","    0","    0","    0","   38","    0","    0","    3","    0","    3","    0","    0","    0","    1","    6","    6","    0","    0","    0","    0","    0"
"40768","41500","40156"," 1400","    4","    1","    0"," 3960","    0","    4","   45","    0","    7","    6","  125","    0","    1","    6","    0","    0","    3","    0","    0","    0","    0","    0","    0","    1","    1","    0","    0","    4","    0","    0","    0","    0","    0","    0","    5","    0","    2","   21","    0","    0","    0","    3","    0","    0","    0","    0","    0","    0","    1","   15","    0","    1","    0","    0","   14","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","   12","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","  227","    0","    2","    0","    0","  144","    2","    0","    0","    0","    0"," 1656","   61","    0","    1","    0","    2","    0","    0","    0","    0","    0","    0","   47","    0","    2","    1","    0","    0","    0","    0","    0","    1","    2","    0","    0","    0","    0","    0","    0"
"41037","41796","40397"," 1420","    2","    1","    0"," 6265","    0","   12","   39","    0","   10","   10","   98","    0","    5","   14","    1","    0","    2","    0","    0","    0","    0","    0","    0","    0","    4","    0","    0","    5","    0","    2","    1","    0","    0","    0","   12","    0","   10","   31","    0","    0","    0","    4","    0","    0","    0","    0","    0","    0","    1","   45","    0","    0","    0","    2","   11","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    3","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","  247","    0","    5","    1","    0","  293","    2","    3","    0","    0","    0"," 1785","  247","    3","    1","    0","    3","    0","    0","    0","    0","    0","    0","   47","    0","    0","    2","    0","    3","    0","    1","    0","    4","    6","    2","    0","    1","    0","    0","    0"
