"age_Calendar_years_BP","ageolder_BP","ageyounger_BP","depth","Abies","Acer","Alchemilla t.","Alnus","Amaranthaceae undif.","Anagallis t.","Angiospermae undiff. (herbs)","Anthemideae undif.","Apiaceae undif.","Artemisia","Asphodelus t.","Asteroideae undif.","Betula","Boraginaceae undif.","Brassicaceae","Bryophyta undiff.","Buxus","Calligonum","Callitriche","Campanulaceae","Cannabaceae undif.","Cardueae undif.","Carpinus","Caryophyllaceae undif.","Castanea","Cedrus","Celastraceae undif.","Celtis","Centaurea","Ceratophyllum","Cichorieae","Cistaceae","Cornus","Corylus","Crassulaceae","Cupressaceae","Cyperaceae","Dipsacaceae","Echium t.","Elatine","Ephedra","Erica t.","Euphorbia t.","Fabaceae Undif.","Fagus","Fern","Fern-Equisetophyta","Filipendula t.","Fraxinus","Galium t.","Gentiana t.","Geranium","Hedera","HippophaÃ«","Hypericum undif.","Ilex","Indeterminable","Indeterminable (concealed)","Indeterminable (crumpled)","Juglans","Lamiaceae undif.","Larix","Lemnaceae","Linum t.","Lonicera","Lotus t.","Malva undif.","Menyanthes","Mercurialis","Morella","Musci","Myriophyllum alterniflorum t.","Myriophyllum spicatum/verticillatum t.","Myriophyllum undif.","Nuphar","Nymphaea","Olea t.","Onagraceae","Ononis t.","Ostrya","Oxyria","Papaver t.","Pedicularis","Persicaria t.","Petaloid monocot","Phillyrea","Picea","Pinus subg. Strobus","Pinus undif.","Pistacia","Plantago","Platanus","Plumbaginaceae","Poaceae","Poaceae (Cerealia-type)","Polygonum t.","Polypodiophyta undiff.","Populus","Potamogeton","Potentilla t.","Primulaceae undif.","Prunus t.","Pterocarya","Quercus evergreen","Quercus undif.","Ranunculaceae undif.","Resedaceae undiff.","Rhamnaceae undif.","Rosa t.","Rosaceae undif.","Rumex t.","Rutaceae undif.","Salix","Sambucus","Samolus","Sanguisorba t.","Saxifraga t.","Saxifragaceae","Scrophulariaceae undif.","Spermatophyta undiff. (trees/shrubs)","Tamarix","Taxus","Thalictrum","Thymelaeaceae undif.","Tilia","Trifolium t.","Typha","Ulmus t.","Unknown","Unknown undiff.","Urtica t.","Valeriana t.","Viburnum","Viola","Viscum","Vitis","cf. Frangula/Bruckenthalia","cf. Larix","cf. Trichomanes"
" 21340.0",NA,NA," 1172.50","0","0","0","1","10","0","0","6","3","43","0","3","2","0","0","0","0","0","0","0","0","1","0","2","0","0","0","0","0","0","7","0","0","0","0","15","1","0","0","0","0","1","0","3","3","0","0","0","0","4","0","0","0","0","0","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","171","0","4","0","0","142","0","0","0","0","0","0","0","0","0","0","5","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","1","0","0","0","0","0","8","0","0","0"
" 21600.0",NA,NA," 1182.50","1","0","0","2","5","0","0","4","6","39","0","0","1","1","2","0","0","0","0","0","0","2","0","2","0","0","0","0","0","0","2","2","0","0","0","68","11","0","0","0","1","0","0","1","2","0","0","0","0","6","0","0","0","1","0","0","5","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","3","0","0","2","0","0","0","0","1","0","0","0","69","0","8","0","0","153","0","0","0","0","2","0","0","0","0","0","2","2","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
" 22249.0",NA,NA," 1192.00","0","0","0","7","28","0","0","0","4","110","0","13","0","0","1","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","6","0","2","0","8","3","0","0","0","0","0","1","0","0","0","0","0","0","7","0","0","0","0","0","0","5","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","23","0","2","0","0","103","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" 22550.0",NA,NA," 1202.00","5","0","0","0","65","0","0","0","1","67","0","3","0","0","1","0","0","0","0","0","0","6","0","4","0","0","0","0","0","0","3","20","0","0","0","13","1","0","0","0","1","1","2","15","5","0","0","0","0","1","0","0","0","2","0","0","1","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","94","0","6","0","0","79","0","0","0","0","0","0","0","0","0","0","3","1","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","3","0","0","0","0","0","1","1","0","0","0","0","0","7","0","0","0"
" 22880.0",NA,NA," 1211.00","0","0","0","0","38","0","0","5","5","111","0","3","3","0","0","0","0","0","0","1","0","2","0","3","0","0","0","0","2","0","4","9","0","0","0","9","0","0","0","0","0","0","0","3","1","0","0","0","0","3","0","0","0","2","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","26","0","6","0","0","106","0","0","0","0","0","0","0","0","0","0","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0"
" 23456.0",NA,NA," 1238.00","5","0","0","2","8","0","0","3","6","24","0","15","1","0","0","0","0","0","0","0","0","8","1","8","0","0","0","0","0","0","50","1","0","0","0","2","3","0","0","0","8","0","0","0","4","0","0","0","0","1","0","0","0","0","0","0","6","0","22","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","31","0","2","0","0","114","0","0","0","0","0","0","0","0","0","0","15","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","4","0","0","0","0","0","0","0","0","0"
" 23680.0",NA,NA," 1246.00","3","0","0","3","16","0","0","8","5","120","0","2","0","0","3","0","0","0","0","0","0","3","0","3","0","0","0","0","5","0","4","11","0","0","0","17","16","0","0","0","1","0","0","0","3","0","0","0","0","7","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","2","0","67","0","11","0","0","117","0","0","0","0","0","0","0","0","0","0","2","4","0","0","0","0","4","0","0","1","0","0","0","0","0","0","0","0","3","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
" 23790.0",NA,NA," 1250.70","8.5","0","0","11","11","0","0","0","2","78","0","3","0","0","0","0","0","0","0","0","0","3","4","4","0","0","0","0","1","0","7","5","0","0","0","6","4","0","0","0","0","0","0","2","8","0","0","0","0","5","0","0","0","0","0","0","5","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","51","0","4","0","0","92","0","0","0","0","0","0","0","0","0","0","32","1","0","0","0","2","2","0","1","0","0","0","0","2","0","0","0","0","4","0","0","0","0","6","1","6","0","0","0","0","0","0","0","0","0"
" 23905.0",NA,NA," 1255.30","2","0","0","0","34","0","0","9","7","173","0","2","2","0","1","0","0","0","0","0","0","2","0","6","0","0","0","0","0","0","0","2","0","0","0","9","4","0","0","0","2","0","1","0","1","0","0","0","0","3","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","78","0","5","0","0","147","0","1","0","0","0","0","1","0","0","0","3","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" 24035.0",NA,NA," 1260.30","3","0","0","3","38","0","0","10","8","128","0","5","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","3","0","0","0","43","4","0","0","0","0","0","0","0","0","0","0","1","1","5","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35","0","3","0","1","162","2","0","0","0","0","0","0","0","0","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" 24160.0",NA,NA," 1265.00","10","0","0","7","54","0","0","11","6","162","0","3","2","0","1","0","0","0","0","0","0","3","3","10","0","0","0","0","2","0","3","4","0","2","0","8","3","0","0","0","1","1","0","0","12","0","0","0","0","8","0","0","0","1","0","1","4","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","83","0","11","0","0","178","0","1","0","0","0","0","0","0","0","0","16","3","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0"
" 24280.0",NA,NA," 1269.50","5","0","0","12","49","0","0","6","6","130","0","2","1","0","0","0","0","0","0","0","0","3","0","2","0","0","0","0","2","0","5","4","0","1","0","7","1","0","0","0","1","0","2","0","13","0","0","0","1","4","0","0","2","1","0","0","2","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","2","0","59","0","9","0","0","128","0","0","0","0","0","0","0","0","0","0","13","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","3","0","0","0","1","1","2","3","0","1","0","0","0","0","0","0","0"
" 24380.0",NA,NA," 1274.00","5","0","0","4","33","0","0","6","4","115","0","0","0","0","0","0","0","0","0","0","0","2","0","3","0","0","0","0","1","0","1","2","0","0","0","2","3","0","0","0","0","0","0","0","6","0","0","0","0","5","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","45","0","5","0","0","92","0","0","0","0","0","0","0","0","0","0","5","2","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0"
" 24515.0",NA,NA," 1279.20","1","0","0","3","31","0","0","11","5","122","0","2","0","0","2","0","0","0","0","0","0","1","1","8","0","0","0","0","2","0","6","2","0","0","0","9","4","0","0","0","2","0","0","2","0","0","0","1","0","8","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","27","0","4","0","0","94","0","0","0","0","0","0","0","0","0","0","8","1","0","0","0","2","3","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
" 24635.0",NA,NA," 1283.70","2","0","0","1","16","0","0","7","4","75","0","1","0","0","0","0","0","0","0","0","0","3","0","4","0","0","0","0","0","0","0","4","0","1","0","6","1","0","0","0","1","0","0","0","2","0","0","0","0","2","0","0","0","4","0","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","96","0","2","0","0","81","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0"
" 24755.0",NA,NA," 1288.40","1","1","0","3","15","0","0","0","6","50","0","21","2","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","1","21","0","0","0","2","5","0","0","0","0","0","0","0","2","0","0","0","0","4","0","0","0","1","0","0","3","0","5","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","169","0","7","0","0","89","0","0","0","0","2","0","0","0","0","0","1","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
" 24880.0",NA,NA," 1293.00","3","0","0","2","9","0","0","7","6","57","0","5","0","0","1","0","0","0","0","0","0","1","0","3","0","0","0","0","2","0","2","9","0","0","0","31","1","0","0","0","0","0","1","0","1","0","0","0","0","6","0","0","0","4","0","0","4","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","171","0","6","0","1","138","0","1","0","0","0","0","0","0","0","0","1","2","0","0","0","0","2","0","0","0","0","1","0","0","1","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" 25005.0",NA,NA," 1298.00","0","0","0","0","9","0","0","8","9","50","0","3","2","0","3","0","0","0","0","0","0","2","0","8","0","0","0","0","0","0","5","3","0","0","0","18","3","0","0","0","4","0","0","2","2","0","0","0","1","5","0","0","0","2","0","0","3","0","7","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","0","88","0","7","0","0","101","4","1","0","0","0","0","0","0","0","0","3","2","0","0","0","1","3","0","1","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
" 25130.0",NA,NA," 1303.00","0","1","0","3","10","0","0","2","1","40","0","1","0","0","1","0","0","0","0","0","0","4","0","4","0","0","0","0","0","0","0","5","0","0","0","10","3","0","0","0","1","0","0","1","3","0","0","0","0","1","0","0","0","1","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","135","0","3","0","0","78","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" 25180.0",NA,NA," 1308.50","1","0","0","1","20","0","0","7","5","39","0","3","0","0","0","0","0","0","0","0","0","3","0","2","0","0","0","0","0","0","6","6","0","0","0","7","3","1","0","0","1","1","1","0","3","0","0","0","0","3","0","0","0","1","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","3","0","104","0","5","0","0","105","0","0","0","0","0","0","0","0","0","0","4","3","0","0","0","0","5","0","1","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" 25295.0",NA,NA," 1312.70","0","0","0","0","15","0","0","8","5","70","0","1","2","0","0","0","0","0","0","0","0","1","0","6","0","0","0","0","0","0","1","10","0","0","0","27","5","0","0","0","2","0","1","0","2","0","0","0","0","6","0","0","0","1","0","0","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","108","0","8","0","0","124","0","0","0","0","0","0","0","0","0","0","6","1","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" 25410.0",NA,NA," 1317.00","1","0","1","0","5","0","0","5","7","60","0","2","2","0","1","0","0","0","0","0","0","1","0","5","1","0","0","0","1","0","2","4","0","0","0","40","6","0","0","0","4","0","0","1","4","0","0","5","0","12","0","0","0","2","0","0","4","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","70","0","13","0","0","115","7","0","0","0","0","0","0","0","0","0","5","2","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","1","0","0","9","0","0","0","0","0","0","0","0","0"
" 25530.0",NA,NA," 1321.50","1","0","0","0","13","0","0","4","7","47","0","2","3","0","0","0","1","0","0","0","0","3","0","3","0","0","0","0","1","0","1","7","0","0","0","5","3","0","0","0","4","1","0","0","5","0","0","0","0","3","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","109","0","3","0","0","95","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","1","0","0","1","0","4","0","1","0","0","0","0","0","0","0"
" 25650.0",NA,NA," 1326.50","11","0","0","5","21","0","0","5","3","30","0","2","2","0","1","0","0","0","0","0","0","0","2","6","0","0","0","0","0","0","6","6","0","0","0","16","6","0","0","0","1","0","0","0","7","0","0","0","0","2","0","0","0","2","0","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","2","0","143","0","4","0","0","117","0","0","0","0","0","0","0","0","0","0","17","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0"
" 25800.0",NA,NA," 1331.30","0","0","0","3","10","0","0","6","10","47","0","2","2","0","2","0","0","0","0","0","0","2","0","1","0","0","0","0","1","0","3","11","1","0","0","13","5","0","0","0","4","0","2","0","6","0","0","0","0","11","0","0","0","5","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","124","0","8","0","0","153","0","1","0","0","0","0","0","0","0","0","5","4","0","0","0","0","2","0","0","0","0","0","0","0","2","0","0","0","5","0","0","0","1","0","1","0","0","1","0","0","0","0","0","0","0"
" 26040.0",NA,NA," 1340.00","2","0","0","2","20","0","0","9","7","76","0","1","2","0","1","0","0","0","0","0","0","2","1","1","0","0","0","0","0","0","7","13","0","0","0","21","5","1","0","0","3","0","0","0","2","0","0","1","0","2","0","0","0","6","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","95","0","10","0","0","181","0","0","0","0","0","0","0","0","0","0","7","2","0","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","4","0","0","0","1","2","1","8","0","0","0","0","0","0","0","0","0"
" 26200.0",NA,NA," 1346.00","0","0","0","0","12","0","0","13","9","78","0","4","3","1","3","0","1","0","0","0","0","2","0","5","0","0","0","0","0","0","2","2","0","0","0","28","4","0","0","0","0","0","0","1","3","0","0","1","0","12","0","0","0","6","0","0","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","55","0","5","0","0","273","0","0","0","0","2","0","0","0","0","0","7","4","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
" 26320.0",NA,NA," 1351.00","0","2","0","1","4","0","0","8","10","52","0","3","3","0","4","0","2","0","0","0","0","2","1","1","0","0","0","0","0","0","2","2","1","0","0","83","7","0","0","0","3","0","0","2","7","0","0","0","0","9","0","0","0","10","0","0","4","1","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","50","0","5","0","0","170","0","0","0","0","5","0","1","0","0","0","4","1","0","0","0","2","3","0","2","0","0","1","0","0","6","0","0","0","6","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0"
" 26415.0",NA,NA," 1356.00","0","1","0","1","7","0","0","3","1","42","0","4","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","4","0","0","0","89","5","0","0","0","0","0","4","0","2","0","0","0","0","6","0","0","0","5","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","52","0","3","0","0","110","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
" 26500.0",NA,NA," 1362.00","2","0","0","1","26","0","0","8","7","71","0","3","2","0","1","0","0","0","0","0","0","1","0","2","0","0","0","0","2","0","2","9","0","0","0","20","3","0","0","0","1","0","0","0","1","0","0","0","0","4","0","0","0","4","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","38","0","6","0","0","160","0","0","0","0","1","0","0","0","0","0","0","6","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
" 26580.0",NA,NA," 1366.00","0","1","0","0","33","0","0","3","4","97","0","2","0","1","2","0","0","0","0","0","0","0","0","3","0","0","0","0","1","0","4","4","0","0","0","44","3","0","0","0","6","0","3","0","2","0","0","0","0","12","0","0","0","2","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","50","0","5","0","0","187","0","0","0","0","1","0","0","0","0","0","0","7","0","0","0","0","0","0","1","3","0","0","0","0","0","0","0","0","5","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
" 26640.0",NA,NA," 1370.00","0","0","0","1","27","0","0","10","9","74","0","3","1","0","2","0","0","0","0","0","0","4","0","2","0","0","0","0","0","0","1","7","0","0","0","18","8","0","0","0","3","0","0","0","2","0","0","0","0","8","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","36","0","13","0","0","204","0","0","0","0","1","0","0","0","0","0","1","2","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","5","0","0","0","0","0","1","2","0","1","0","0","0","1","0","0","0"
" 26665.0",NA,NA," 1372.00","1","1","0","0","21","0","0","10","18","40","0","7","4","0","1","0","0","0","0","0","0","2","0","5","0","0","0","0","0","0","3","7","0","0","0","41","7","1","0","0","3","0","0","0","11","0","0","0","0","8","0","0","0","6","0","0","1","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","87","0","9","0","0","190","0","0","0","0","0","0","0","0","0","0","15","0","0","0","0","0","2","0","0","1","0","0","0","0","0","0","0","0","7","2","0","0","0","1","0","4","1","0","0","0","0","0","0","0","0"
" 26715.0",NA,NA," 1376.50","0","0","0","2","12","0","0","3","7","37","0","0","1","0","2","0","0","0","0","0","0","1","0","0","3","0","0","0","0","0","1","2","0","0","0","179","2","0","0","0","1","0","0","3","5","0","0","0","1","12","0","0","0","5","0","0","2","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","23","0","5","0","0","148","0","0","0","0","2","0","0","0","0","0","1","2","0","0","0","0","2","0","1","0","0","1","0","0","2","0","0","0","3","0","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0"
