"age_Calendar_years_BP","ageolder_BP","ageyounger_BP","depth","Abies","Acer","Alchemilla t.","Alnus","Amaranthaceae undif.","Anagallis t.","Angiospermae undiff. (herbs)","Anthemideae undif.","Apiaceae undif.","Artemisia","Asphodelus t.","Asteroideae undif.","Betula","Boraginaceae undif.","Brassicaceae","Bryophyta undiff.","Buxus","Calligonum","Callitriche","Campanulaceae","Cannabaceae undif.","Cardueae undif.","Carpinus","Caryophyllaceae undif.","Castanea","Cedrus","Celastraceae undif.","Celtis","Centaurea","Ceratophyllum","Cichorieae","Cistaceae","Cornus","Corylus","Crassulaceae","Cupressaceae","Cyperaceae","Dipsacaceae","Echium t.","Elatine","Ephedra","Erica t.","Euphorbia t.","Fabaceae Undif.","Fagus","Fern","Fern-Equisetophyta","Filipendula t.","Fraxinus","Galium t.","Gentiana t.","Geranium","Hedera","HippophaÃ«","Hypericum undif.","Ilex","Indeterminable","Indeterminable (concealed)","Indeterminable (crumpled)","Juglans","Lamiaceae undif.","Larix","Lemnaceae","Linum t.","Lonicera","Lotus t.","Malva undif.","Menyanthes","Mercurialis","Morella","Musci","Myriophyllum alterniflorum t.","Myriophyllum spicatum/verticillatum t.","Myriophyllum undif.","Nuphar","Nymphaea","Olea t.","Onagraceae","Ononis t.","Ostrya","Oxyria","Papaver t.","Pedicularis","Persicaria t.","Petaloid monocot","Phillyrea","Picea","Pinus subg. Strobus","Pinus undif.","Pistacia","Plantago","Platanus","Plumbaginaceae","Poaceae","Poaceae (Cerealia-type)","Polygonum t.","Polypodiophyta undiff.","Populus","Potamogeton","Potentilla t.","Primulaceae undif.","Prunus t.","Pterocarya","Quercus evergreen","Quercus undif.","Ranunculaceae undif.","Resedaceae undiff.","Rhamnaceae undif.","Rosa t.","Rosaceae undif.","Rumex t.","Rutaceae undif.","Salix","Sambucus","Samolus","Sanguisorba t.","Saxifraga t.","Saxifragaceae","Scrophulariaceae undif.","Spermatophyta undiff. (trees/shrubs)","Tamarix","Taxus","Thalictrum","Thymelaeaceae undif.","Tilia","Trifolium t.","Typha","Ulmus t.","Unknown","Unknown undiff.","Urtica t.","Valeriana t.","Viburnum","Viola","Viscum","Vitis","cf. Frangula/Bruckenthalia","cf. Larix","cf. Trichomanes"
" 66245.0",NA,NA," 4206.50","6","1","0","5","68","2","0","5","20","104","0","6","3","0","1","0","0","0","0","0","0","3","2","1","0","0","0","0","2","0","19","1","0","1","0","27","8","0","0","0","4","0","0","1","8","0","0","0","0","4","0","0","0","1","0","0","2","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","2","0","28","0","7","0","0","134","0","0","0","0","0","0","0","0","0","0","13","0","0","0","0","0","4","0","1","0","0","0","0","0","0","0","0","0","2","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0"
" 66489.0",NA,NA," 4221.50","3","0","0","0","58","1","0","6","4","113","0","0","1","0","2","0","0","0","0","0","0","2","1","4","0","0","0","0","1","0","7","4","0","0","0","35","2","0","0","0","3","0","0","2","12","0","0","0","0","3","0","0","1","1","0","0","5","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","28","0","4","0","0","149","0","0","0","0","0","0","0","0","0","0","20","3","0","0","0","0","6","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
" 66718.0",NA,NA," 4235.50","2","0","0","0","45","0","0","6","10","112","0","2","1","1","0","0","0","0","0","0","0","1","0","3","0","0","0","0","3","0","4","3","0","2","0","61","6","1","0","0","4","1","1","0","3","0","0","1","0","6","0","0","0","2","0","0","1","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","22","0","2","0","0","153","0","2","0","0","0","0","0","0","0","0","6","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" 66948.0",NA,NA," 4243.00","2","0","0","1","69","6","0","9","8","93","0","1","0","0","2","0","0","0","0","0","0","0","1","4","1","0","0","0","1","0","1","4","0","0","0","23","6","0","0","0","6","0","1","2","4","0","0","0","0","3","0","0","0","2","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","22","0","9","0","0","135","0","7","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0"
" 67120.0",NA,NA," 4255.00","7","0","0","3","105","6","0","8","7","183","0","3","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","2","0","6","2","0","0","0","29","5","0","0","0","5","4","0","0","2","0","0","0","0","3","0","0","0","0","0","0","1","3","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","9","0","0","219","0","1","0","0","0","0","0","0","0","0","13","2","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0"
" 67465.0",NA,NA," 4277.00","47","2","0","21","68","1","0","2","12","75","0","4","7","0","3","0","0","0","0","0","0","1","4","1","0","0","0","0","1","0","1","0","0","4","0","11","4","0","0","0","4","0","0","0","20","1","0","0","2","2","0","0","2","2","0","0","4","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22","0","5","0","0","151","0","0","0","0","0","0","0","0","0","0","39","1","0","0","0","0","2","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","1","8","0","0","0","0","0","0","0","0","0","0","0"
" 67780.0",NA,NA," 4293.50","30","0","0","29","70","0","0","2","4","118","0","3","1","0","2","0","0","0","0","0","0","1","5","3","0","0","0","0","2","0","3","2","0","2","0","9","1","0","0","0","2","0","0","0","32","1","0","0","0","4","0","0","2","1","0","0","1","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","12","0","4","0","0","145","0","0","0","0","0","0","0","0","0","0","27","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","2","0","0","0","4","9","0","0","0","0","0","0","0","1","0","0","0"
" 68024.0",NA,NA," 4310.00","1","0","0","3","93","0","0","5","3","138","0","5","1","0","3","0","0","0","0","0","0","1","0","1","0","0","0","0","1","0","3","1","0","0","0","14","0","0","0","0","1","0","1","0","2","0","0","0","0","9","0","0","0","0","0","0","1","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","12","0","3","0","0","153","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","2","1","0","2","0","0","0","0","0","0","0","0","0"
" 68254.0",NA,NA," 4325.50","8","0","0","3","114","0","0","12","6","150","0","2","0","0","4","0","0","0","0","0","0","1","0","2","0","0","0","0","4","0","6","1","0","0","0","15","3","0","0","0","4","0","0","0","9","0","0","0","0","9","0","0","0","1","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27","0","2","0","0","162","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0"
" 68412.0",NA,NA," 4339.00","1","2","0","1","76","0","0","6","9","117","0","1","1","0","3","0","0","0","0","0","0","3","0","3","0","0","0","0","7","0","4","3","0","0","0","24","2","0","0","0","0","0","1","0","5","0","0","1","0","4","0","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","21","0","4","0","0","204","0","1","0","0","0","0","0","0","0","0","7","2","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","1","2","0","1","0","0","0","0","0","0","0","0","0"
" 68648.0",NA,NA," 4352.50","1","0","0","1","33","0","0","11","8","60","0","3","1","1","5","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","3","0","0","0","0","9","1","0","0","0","1","0","0","0","0","0","0","0","0","2","0","0","0","1","0","0","1","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","2","0","0","84","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" 68945.0",NA,NA," 4366.50","23","1","0","16","43","0","0","9","7","108","0","5","1","0","4","0","0","0","0","0","0","4","4","2","0","0","0","0","1","0","4","0","0","2","0","23","3","1","0","0","3","0","0","1","12","0","0","0","0","6","0","0","1","0","0","1","2","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","32","0","5","0","0","207","0","0","0","0","3","0","0","1","0","0","32","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0"
" 69241.0",NA,NA," 4383.00","9","3","1","8","48","0","0","3","19","86","0","4","3","1","5","0","0","0","0","0","0","3","0","2","0","0","0","0","0","0","1","0","0","2","0","39","4","0","0","0","2","1","0","0","15","0","0","0","0","7","0","0","0","2","0","0","1","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","2","0","0","0","44","0","6","0","0","184","0","0","0","0","0","0","1","0","0","0","24","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","2","0","1","0","0","0","0","0","0","0","0","0"
" 69543.0",NA,NA," 4396.50","65","0","0","67","36","0","0","7","12","63","1","4","5","0","4","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","1","1","0","0","0","18","0","0","0","0","3","0","1","0","54","0","0","0","0","7","0","0","0","3","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","0","3","0","0","171","0","0","0","0","1","0","0","0","0","0","65","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","2","0","1","0","1","7","0","3","0","0","0","0","0","0","0","0","0"
" 69779.0",NA,NA," 4411.00","33","3","0","41","46","0","0","3","4","45","0","1","5","0","0","0","0","0","0","0","0","1","8","2","0","0","0","0","0","0","5","1","0","3","0","63","5","0","0","0","2","1","0","0","37","0","0","0","0","9","0","0","0","1","0","1","3","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","2","0","0","0","50","0","2","0","0","157","0","0","0","0","1","1","0","0","0","0","97","0","0","0","0","1","2","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","1","7","2","0","0","0","0","0","0","0","0","0","0"
" 70116.0",NA,NA," 4429.00","21","1","0","24","17","0","0","3","2","27","0","3","3","0","1","0","0","0","0","0","0","0","4","1","0","0","0","0","0","0","8","0","0","0","0","59","0","0","0","0","2","0","0","1","30","0","0","0","0","6","0","0","1","0","0","1","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","33","0","3","0","0","109","0","0","0","0","4","0","0","0","0","0","31","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0"
" 70250.0",NA,NA," 4436.00","20","2","0","32","39","0","0","2","5","49","0","0","1","0","1","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","4","1","0","1","0","71","1","0","0","0","3","0","0","1","22","0","0","0","0","6","0","0","0","0","0","0","4","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","21","0","2","0","0","152","0","0","0","0","2","0","0","0","0","0","38","1","0","0","0","0","3","0","0","1","0","0","0","0","1","0","0","0","2","1","0","0","2","4","1","0","0","0","0","0","0","0","0","0","0"
" 70478.0",NA,NA," 4452.00","20","0","0","12","60","0","0","3","4","108","0","1","3","0","3","0","0","0","0","0","0","0","0","2","0","0","0","0","3","0","3","0","0","1","0","44","7","0","0","0","1","0","0","0","5","0","0","1","0","9","0","0","0","0","0","0","3","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25","0","13","0","0","147","0","0","0","0","1","0","0","0","0","0","15","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
" 70674.0",NA,NA," 4468.00","13","0","0","22","48","0","0","7","5","71","0","1","0","0","0","0","0","0","0","0","0","2","2","1","0","0","0","0","0","0","2","0","0","0","0","46","5","1","0","0","4","0","0","0","11","0","0","0","0","1","0","0","0","0","0","0","6","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23","0","10","0","0","188","0","0","0","0","0","1","0","0","0","0","12","0","0","0","0","0","1","0","0","0","0","1","0","0","1","0","0","0","2","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0"
" 70870.0",NA,NA," 4481.00","7","0","0","10","63","0","0","6","9","121","0","5","2","0","2","0","0","0","0","0","0","4","1","4","1","0","0","0","0","0","5","2","0","0","0","62","11","0","0","0","1","0","2","1","16","0","0","1","0","9","0","0","0","0","0","0","3","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","48","0","10","0","0","255","0","1","0","0","0","0","0","0","0","0","16","1","0","0","1","0","2","0","1","0","0","0","0","0","0","0","0","0","4","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0"
" 71066.0",NA,NA," 4497.50","52","0","0","43","38","0","0","3","7","59","0","3","1","0","6","0","0","0","0","0","0","0","7","1","0","0","0","0","2","1","0","0","0","8","0","28","2","0","0","0","3","0","0","0","38","0","0","1","0","6","0","0","1","1","0","1","3","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","1","0","44","0","8","0","0","174","0","0","0","0","1","1","0","0","0","0","66","1","0","0","1","0","2","0","1","1","0","0","0","0","0","0","0","0","1","0","1","0","0","7","1","1","0","0","0","0","0","0","0","0","0"
" 71287.0",NA,NA," 4509.00","18","3","0","30","35","0","0","5","6","63","0","1","5","0","1","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","1","0","0","0","0","20","2","0","0","0","4","0","0","0","22","0","0","0","0","4","0","0","2","1","0","0","4","0","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","27","0","7","0","0","126","0","0","0","0","0","0","0","0","0","0","39","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","3","1","0","0","0","0","0","0","0","0","0","0"
" 71434.0",NA,NA," 4518.00","45","7","0","70","48","0","0","4","4","62","0","3","7","0","3","0","0","0","0","0","0","1","7","3","0","0","0","0","1","0","0","2","0","1","0","5","0","0","0","0","2","0","0","0","51","0","0","0","0","6","0","0","1","1","0","1","3","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","20","0","4","0","0","162","0","0","0","0","0","0","0","0","0","0","78","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0"
" 71630.0",NA,NA," 4532.00","35","2","0","59","42","0","0","3","5","56","0","2","2","0","2","0","0","0","0","0","0","3","7","2","0","0","0","0","1","0","0","0","0","2","0","9","1","0","0","0","2","0","0","0","35","0","0","0","0","2","0","0","4","1","0","0","4","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","21","0","1","0","0","130","0","0","0","0","2","0","0","0","0","0","61","0","0","0","0","0","1","0","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0","10","0","2","0","0","0","0","0","0","0","0","0"
" 71826.0",NA,NA," 4582.00","34","2","0","73","58","1","0","7","2","72","0","1","1","0","0","0","0","0","0","0","0","1","9","0","0","0","0","0","5","0","6","3","0","0","0","20","0","0","0","0","3","1","0","1","43","0","0","0","0","8","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23","0","3","0","0","122","0","0","0","0","0","0","0","0","0","0","71","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","9","0","0","0","0","0","0","0","0","0","0","0"
" 72022.0",NA,NA," 4604.00","8","0","0","6","25","0","0","0","5","32","0","1","1","0","0","0","0","0","0","0","0","1","2","4","0","0","0","0","0","0","1","0","0","1","0","7","2","0","0","0","7","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","1","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","21","0","2","0","0","113","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0"
" 72283.0",NA,NA," 4622.00","6","0","0","9","18","0","0","2","2","43","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","3","0","0","0","1","0","0","3","0","3","0","0","1","0","0","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16","0","2","0","0","57","0","0","0","1","0","0","0","0","0","0","4","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" 72593.0",NA,NA," 4638.00","0","0","0","3","14","0","0","1","4","28","0","3","2","0","2","0","0","0","0","0","0","1","0","3","0","0","0","0","0","0","0","1","0","0","0","10","0","0","0","0","2","0","0","0","5","0","0","0","0","1","0","0","0","1","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18","0","2","0","0","107","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
" 72894.0",NA,NA," 4654.00","4","0","0","5","45","0","0","13","5","119","0","3","1","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","2","0","2","1","0","1","0","60","3","0","0","0","4","0","3","1","3","0","0","0","0","5","0","0","0","4","0","0","2","2","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","71","0","6","0","0","223","0","0","0","0","0","0","0","0","0","0","5","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
" 73229.0",NA,NA," 4669.50","1","1","0","2","42","0","0","8","9","62","0","9","0","0","5","0","0","0","0","0","0","4","0","2","0","0","0","0","0","0","2","3","0","0","0","30","3","1","0","0","2","0","0","0","10","0","0","0","0","7","0","0","0","4","0","0","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","1","0","71","0","1","0","0","159","0","0","0","0","0","0","0","0","0","0","3","2","0","0","0","0","2","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" 73555.0",NA,NA," 4686.00","9","0","0","10","15","0","0","3","1","15","0","2","1","0","0","0","0","0","0","0","0","0","3","3","0","0","0","0","0","0","0","0","0","1","0","6","3","0","0","0","2","0","0","0","9","0","0","0","0","2","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","28","0","2","0","0","74","0","0","0","0","1","0","0","0","0","0","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0"
" 73882.0",NA,NA," 4705.00","15","0","0","12","25","0","0","5","5","56","0","3","2","0","0","0","0","0","0","0","0","2","2","2","0","0","0","0","0","0","3","1","0","0","0","8","4","0","0","0","4","1","4","0","8","0","0","2","0","6","0","0","0","1","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","56","0","6","0","0","179","0","0","0","0","0","0","0","0","0","0","18","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","5","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0"
" 74209.0",NA,NA," 4722.00","4","0","0","2","30","0","0","11","1","74","1","1","2","1","2","0","0","1","0","0","0","1","0","1","0","0","0","0","1","0","8","2","0","0","0","7","1","0","0","0","2","0","0","0","8","0","0","1","0","3","0","0","0","3","0","0","1","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","62","0","0","0","0","190","0","0","0","0","0","0","0","0","0","0","8","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","3","0","0","0","0","2","1","1","0","0","0","0","0","0","0","0","0"
" 74535.0",NA,NA," 4740.50","4","0","0","11","38","0","0","9","6","44","0","5","5","0","4","0","0","0","0","0","0","2","2","0","0","0","0","0","2","0","5","1","0","0","0","3","1","0","0","0","2","0","0","0","9","0","0","2","0","4","0","0","1","0","0","0","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","76","0","4","0","0","185","0","0","0","0","1","0","0","0","0","0","20","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0"
" 74862.0",NA,NA," 4756.50","9","1","0","10","18","0","0","9","9","51","0","0","8","0","3","0","0","0","0","0","0","3","2","0","0","0","0","0","0","0","4","1","0","0","0","5","3","0","0","0","3","0","1","0","7","0","0","0","0","9","0","0","0","1","0","0","2","0","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","58","0","2","0","0","279","0","0","0","0","0","0","0","0","0","0","18","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0"
" 75189.0",NA,NA," 4772.50","8","1","0","6","14","0","0","2","3","26","0","1","4","0","2","0","0","0","0","0","0","1","0","2","0","0","0","0","2","0","4","1","0","1","0","4","1","0","0","0","2","0","0","0","8","0","0","0","0","7","0","0","0","1","0","0","3","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","44","0","2","0","0","187","0","0","0","0","0","0","0","0","0","0","23","0","0","0","1","0","0","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
" 75332.0",NA,NA," 4795.50","1","1","0","10","15","0","0","10","11","35","0","2","3","0","1","0","0","0","0","0","0","2","0","3","0","0","0","0","0","0","0","0","0","1","0","5","4","0","0","0","2","0","0","0","19","0","0","2","2","14","0","0","0","4","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","83","0","4","0","0","280","0","0","0","1","0","0","0","0","0","0","42","0","0","0","0","1","2","0","0","2","0","0","0","0","0","0","0","0","4","0","0","0","0","2","2","0","0","1","0","0","0","0","0","0","0"
" 76143.0",NA,NA," 4801.50","15","0","0","3","5","1","0","1","3","23","0","5","10","0","2","0","0","0","0","0","0","0","0","6","0","0","0","0","2","0","0","0","0","0","0","2","0","0","0","0","0","0","0","1","7","0","0","0","0","8","0","0","0","1","0","0","6","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","22","0","0","0","0","138","0","0","0","0","0","0","0","0","0","0","28","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0"
" 76570.0",NA,NA," 4819.00","10","0","0","43","6","0","0","1","4","7","2","8","3","0","1","0","0","0","0","0","0","0","4","3","0","0","0","0","4","0","5","1","0","0","0","1","2","0","0","0","1","1","0","1","3","1","0","0","0","1","0","0","0","0","0","0","0","2","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","3","0","0","0","0","0","0","0","0","15","0","0","0","0","92","0","0","0","0","0","0","0","0","0","0","53","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","2","3","7","0","0","0","0","0","0","0","0","0","0"
" 76804.0",NA,NA," 4835.80","7","0","0","3","10","0","0","1","1","11","0","0","0","0","3","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","8","0","0","0","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","2","0","0","0","19","0","0","0","0","60","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
" 77038.0",NA,NA," 4853.00","8","2","0","12","6","0","0","1","10","26","0","4","4","0","2","0","0","0","0","0","0","0","4","5","0","0","0","0","2","0","3","0","1","1","0","3","2","1","0","0","0","1","0","1","18","0","0","1","0","13","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","1","0","11","0","1","0","0","145","0","0","0","0","0","0","0","0","0","0","25","0","0","0","0","0","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","9","1","1","0","0","0","0","0","0","0","0","0"
" 77185.0",NA,NA," 4884.30","29","4","0","11","16","0","0","8","4","38","0","1","15","0","3","0","0","0","0","0","0","1","10","0","0","0","0","0","0","0","3","0","0","2","0","5","0","0","0","0","5","0","1","1","27","0","0","0","4","20","0","0","1","1","0","0","2","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","44","0","4","0","0","213","0","0","0","0","0","0","0","0","0","0","70","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","2","13","3","1","0","0","0","0","0","0","0","0","0"
" 77302.0",NA,NA," 4892.50","34","10","0","17","11","0","0","6","11","21","0","0","22","0","5","0","0","0","0","0","0","1","4","0","0","0","0","0","0","0","9","1","0","3","0","1","1","0","0","0","3","1","0","1","29","0","0","1","3","2","0","0","0","1","0","0","2","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","40","0","1","0","0","134","0","0","0","0","0","0","0","0","0","0","73","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","1","0","0","9","0","0","0","0","0","0","0","0","0","0","0"
