"Depth","Age (ky BP)","Abies","Acacia t.","Acanthaceae undif.","Acer","Acritarcha","Aellenia type","Algae","Alnus","Amaranthaceae undif.","Apiaceae undif.","Aristolochiaceae","Artemisia","Asphodelus t.","Asteroideae undif.","Betula","Boraginaceae undif.","Brassicaceae","Campanulaceae","Caprifoliaceae undif.","Carpinus","Caryophyllaceae undif.","Castanea","Cedrus","Centaurea","Ceratonia","Cercis","Cichorieae","Cistaceae","Combretaceae","Conncentricystes rubinus","Corylus","Crassulaceae","Cryptomeria","Cupressaceae","Cycas","Cyperaceae","Dacrydium","Dipsacaceae","Echinops","Elatinaceae","Encephalartos","Ephedra","Equisetaceae","Erica t.","Euphorbiaceae undif.","Fabaceae Undif.","Faidherbia albida","Fern","Fern-Lycopodiaceae","Fraxinus","Fungi","Gentianaceae undif.","Geraniaceae undif.","Hypolepidaceae","Hystrichosphaeridium","Hystrichosphaeridium israelianum","Icacinaceae","Lamiaceae undif.","Lemnaceae","Loranthus","Malva undif.","Musci","Myriophyllum undif.","Myrtus","Nymphaea","Olea t.","Onagraceae","Operculodinium","Ostrya","Papaver t.","Petaloid monocot","Phillyrea","Picea","Pinus undif.","Pistacia","Plantago","Poaceae","Poaceae (Cerealia-type)","Podocarpus","Polygonum t.","Polysphaeridium zohary","Populus","Potamogeton","Primulaceae undif.","Protist","Pterospermopsis van campo","Quercus deciduous","Quercus evergreen","Ranunculaceae undif.","Rhamnus","Rosaceae undif.","Rubiaceae undif.","Rumex t.","Rutaceae undif.","Salix","Salvadora","Saxifragaceae","Scrophulariaceae t.","Scrophulariaceae undif.","Searsia","Selaginellaceae","Sium (apium) type","Solanaceae undif.","Sparganium","Tamarix","Thymelaeaceae undif.","Tilia","Tsuga","Typha","Ulmus t.","Valerianaceae undif.","Vitis","Ziziphus/Paliurus","Zygophyllaceae undif.","sequoiadendron"
"710.0"," 37.4","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"," 46.0","  0.0","  0.0"," 67.0","  0.0","  4.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  6.0","  0.0","  0.0","  0.0","  6.0","  0.0","  0.0"," 10.0","  0.0","  0.0","  0.0","  0.0","  0.0"," 80.0","  0.0","  0.0","  0.0","  0.0","  0.0"," 24.0","  0.0","  0.0","  0.0","  4.0","  0.0"," 27.0"," 11.0","  0.0"," 44.0","  0.0","  0.0","  2.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"," 76.0","  0.0","  2.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0"," 50.0","  0.0","  0.0","  0.0","  3.0","  0.0","  3.0","  0.0","  0.0","  8.0","  0.0","  0.0","  0.0","  2.0","  2.0","  0.0","  0.0","  2.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  2.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"
"735.0"," 39.4","  1.0","  0.0","  1.0","  0.0","  0.0","  1.0","  4.0","  0.0"," 43.0","  2.0","  0.0"," 54.0","  0.0","  4.0","  2.0","  0.0","  0.0","  0.0","  0.0","  0.0","  2.0","  0.0","  3.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  9.0","  0.0","  1.0","  3.0","  0.0","  0.0"," 75.0","  0.0","  1.0","  0.0","  0.0","  2.0"," 14.0","  0.0","  1.0","  0.0","  1.0","  0.0"," 17.0"," 11.0","  1.0","  8.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  6.0","  1.0","  0.0","  0.0"," 52.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  2.0","  2.0","  0.0"," 33.0","  0.0","  0.0","  5.0","  1.0","  1.0","  2.0","  0.0","  0.0","  9.0","  0.0","  0.0","  0.0","  3.0","  9.0","  0.0","  0.0","  1.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  2.0","  0.0","  1.0","  0.0","  1.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"
"755"," 41","  0","  0","  0","  0","  1","  0","  1","  0"," 61","  2","  0"," 44","  0","  7","  1","  0","  0","  0","  0","  0","  1","  0","  4","  0","  0","  0","  0","  0","  0","  8","  0","  0","  0","  0","  0"," 41","  0","  0","  0","  0","  0"," 11","  0","  0","  0","  1","  0"," 15","  4","  0"," 10","  0","  0","  0","  0","  0","  0","  1","  3","  0","  0"," 37","  0","  2","  0","  1","  0","  0","  0","  0","  0","  1","  1"," 38","  0","  0","  1","  0","  2","  1","  0","  0","  1","  0","  0","  0","  2","  7","  0","  0","  0","  0","  1","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  1","  0","  0","  0","  0"
"781.00"," 43.05","  4.00","  0.00","  0.00","  0.00","  0.00","  0.00","  4.00","  0.00"," 55.00","  2.00","  0.00"," 57.00","  0.00"," 12.00","  0.00","  0.00","  2.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  1.00","  0.00","  2.00","  4.00","  0.00","  0.00","  0.00","  0.00","  0.00"," 71.00","  0.00","  0.00","  0.00","  0.00","  0.00","  9.00","  0.00","  0.00","  0.00","  0.00","  0.00"," 34.00"," 17.00","  0.00"," 73.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  2.00","  2.00","  0.00","  0.00"," 66.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  2.00","  2.00","  0.00"," 44.00","  0.00","  0.00","  0.00","  2.00","  6.00","  0.00","  0.00","  0.00","  8.00","  0.00","  1.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  2.00","  0.00","  1.00","  0.00"
"801.00"," 43.82","  2.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00"," 52.00","  3.00","  0.00"," 53.00","  0.00"," 11.00","  1.00","  0.00","  1.00","  0.00","  0.00","  0.00","  2.00","  0.00","  1.00","  0.00","  0.00","  1.00","  0.00","  0.00","  1.00","  6.00","  0.00","  0.00","  2.00","  0.00","  0.00"," 71.00","  0.00","  0.00","  0.00","  0.00","  0.00"," 21.00","  0.00","  0.00","  0.00","  2.00","  0.00"," 11.00","  4.00","  0.00"," 34.00","  0.00","  0.00","  2.00","  0.00","  0.00","  0.00","  2.00","  2.00","  0.00","  0.00"," 37.00","  0.00","  2.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  1.00","  0.00","  1.00"," 47.00","  0.00","  0.00","  3.00","  2.00","  1.00","  1.00","  0.00","  0.00","  4.00","  0.00","  0.00","  0.00","  1.00","  5.00","  1.00","  0.00","  0.00","  0.00","  1.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00"
"820.0"," 44.3","  4.0","  0.0","  0.0","  0.0","  0.0","  0.0","  2.0","  0.0"," 47.0","  2.0","  0.0"," 48.0","  0.0","  6.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  2.0","  0.0","  0.0","  0.0","  0.0","  0.0","  2.0","  0.0","  1.0","  3.0","  1.0","  0.0","  0.0","  0.0","  0.0"," 44.0","  0.0","  0.0","  1.0","  0.0","  0.0"," 13.0","  0.0","  0.0","  0.0","  5.0","  0.0"," 14.0","  1.0","  0.0"," 24.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  4.0","  5.0","  0.0","  0.0"," 19.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  3.0","  0.0"," 49.0","  0.0","  0.0","  0.0","  0.0","  1.0","  2.0","  0.0","  0.0","  4.0","  0.0","  0.0","  0.0","  2.0","  5.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0"
"825.00"," 44.44"," 13.00","  0.00","  0.00","  0.00","  1.00","  1.00","  0.00","  0.00"," 66.00","  0.00","  2.00"," 17.00","  0.00","  5.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  2.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  3.00","  0.00","  4.00","  0.00","  0.00","  0.00"," 20.00","  0.00","  0.00","  2.00","  0.00","  0.00"," 20.00","  0.00","  0.00","  0.00","  2.00","  0.00"," 11.00","  0.00","  0.00"," 10.00","  0.00","  2.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  6.00","  0.00","  0.00","  0.00","  4.00","  0.00","  0.00","  0.00","  0.00","  7.00","  0.00","  0.00"," 22.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  6.00","  1.00","  0.00","  0.00","  9.00"," 16.00","  2.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  2.00","  0.00"
"835.00"," 44.72","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00"," 10.00","  0.00"," 58.00","  2.00","  0.00"," 62.00","  0.00","  6.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  4.00","  0.00","  2.00","  0.00","  0.00","  0.00","  0.00","  2.00","  0.00","  6.00","  0.00","  0.00","  4.00","  0.00","  0.00"," 48.00","  0.00","  0.00","  0.00","  0.00","  0.00"," 20.00","  0.00","  0.00","  0.00","  0.00","  0.00"," 14.00","  2.00","  0.00"," 38.00","  0.00","  0.00","  0.00","  0.00","  0.00","  2.00","  0.00","  3.00","  0.00","  0.00"," 46.00","  2.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  2.00","  0.00"," 26.00","  0.00","  0.00","  2.00","  3.00","  2.00","  2.00","  0.00","  0.00"," 22.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  3.00","  0.00","  0.00","  0.00","  0.00","  0.00","  2.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  2.00"
"845.00"," 44.01","  5.00","  0.00","  0.00","  0.00","  0.00","  1.00","  1.00","  0.00"," 42.00","  3.00","  0.00"," 88.00","  0.00"," 11.00","  0.00","  0.00","  3.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  1.00","  0.00","  1.00","  2.00","  0.00","  2.00","  2.00","  0.00","  0.00"," 70.00","  0.00","  1.00","  0.00","  0.00","  0.00","  9.00","  0.00","  0.00","  0.00","  3.00","  0.00","  8.00","  7.00","  0.00"," 46.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  2.00","  3.00","  0.00","  0.00"," 34.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  1.00"," 13.00","  1.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  1.00"," 13.00","  0.00","  0.00","  0.00","  1.00","  2.00","  2.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  2.00","  0.00","  2.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00"
"851.00"," 45.15","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00"," 52.00","  0.00","  0.00"," 44.00","  0.00","  2.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  2.00","  0.00","  6.00","  0.00","  0.00","  0.00","  0.00","  4.00","  0.00"," 16.00","  2.00","  0.00","  0.00","  0.00","  0.00"," 24.00","  0.00","  3.00","  0.00","  0.00","  0.00"," 14.00","  0.00","  0.00","  0.00","  2.00","  0.00"," 14.00"," 10.00","  1.00"," 36.00","  0.00","  0.00","  0.00","  0.00","  0.00","  8.00","  0.00","  0.00","  0.00","  0.00"," 56.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  1.00","  0.00","  0.00"," 30.00","  0.00","  0.00","  8.00","  4.00","  2.00","  4.00","  1.00","  0.00","  8.00","  0.00","  0.00","  0.00","  0.00","  6.00","  1.00","  0.00","  1.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  2.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00"
"861.00"," 45.43","  6.00","  0.00","  0.00","  0.00","  2.00","  0.00","  0.00","  0.00"," 50.00","  2.00","  0.00"," 64.00","  0.00","  6.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  4.00","  0.00","  0.00"," 12.00","  0.00","  0.00","  0.00","  0.00","  0.00"," 94.00","  0.00","  0.00","  0.00","  0.00","  0.00"," 22.00","  0.00","  0.00","  0.00","  4.00","  0.00","  4.00"," 12.00","  0.00"," 36.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  2.00","  0.00","  0.00","  0.00"," 42.00","  0.00","  2.00","  6.00","  0.00","  0.00","  0.00","  0.00","  0.00","  2.00","  2.00","  0.00"," 42.00","  0.00","  0.00","  4.00","  0.00","  4.00","  2.00","  0.00","  0.00"," 12.00","  0.00","  0.00","  0.00","  2.00","  6.00","  2.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00"
"871.00"," 45.72","  0.00","  0.00","  1.00","  0.00","  1.00","  0.00","  0.00","  1.00"," 40.00","  0.00","  0.00"," 60.00","  0.00","  5.00","  3.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  6.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  6.00","  0.00","  0.00","  3.00","  0.00","  0.00"," 51.00","  0.00","  0.00","  0.00","  0.00","  0.00"," 14.00","  0.00","  0.00","  0.00","  3.00","  0.00","  9.00","  0.00","  0.00"," 48.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  6.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00"," 48.00","  0.00","  0.00","  2.00","  1.00","  4.00","  1.00","  0.00","  0.00"," 12.00","  0.00","  0.00","  0.00","  1.00","  8.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  2.00","  0.00","  3.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00"
"881.00"," 45.99","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00"," 40.00","  0.00","  0.00"," 28.00","  0.00","  4.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00"," 12.00","  0.00","  0.00","  0.00","  2.00","  0.00","  0.00","  2.00","  2.00","  0.00","  0.00","  0.00","  0.00"," 26.00","  0.00","  0.00","  0.00","  0.00","  0.00"," 22.00","  0.00","  0.00","  0.00","  0.00","  0.00","  2.00","  4.00","  1.00"," 24.00","  0.00","  0.00","  2.00","  0.00","  0.00","  0.00","  2.00","  0.00","  0.00","  0.00"," 12.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00"," 80.00","  0.00","  0.00","  4.00","  0.00","  2.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00"
"885.00"," 46.14"," 10.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00"," 28.00","  1.00","  0.00"," 26.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  1.00","  0.00","  0.00","  1.00","  6.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  1.00","  0.00","  0.00","  1.00","  1.00","  0.00"," 42.00","  0.00","  0.00","  0.00","  0.00","  0.00"," 20.00","  0.00","  0.00","  0.00","  0.00","  0.00","  4.00","  1.00","  0.00","  5.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  1.00","  0.00","  0.00","  9.00","  0.00","  1.00","  0.00","  2.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00"," 92.00","  0.00","  0.00","  0.00","  2.00","  0.00","  0.00","  0.00","  1.00","  7.00","  0.00","  0.00","  0.00","  6.00"," 16.00","  0.00","  0.00","  2.00","  0.00","  1.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00"
"891.00"," 46.26","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  2.00","  0.00"," 58.00","  0.00","  0.00"," 62.00","  0.00"," 10.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  2.00","  0.00","  0.00","  0.00","  2.00","  2.00","  0.00"," 12.00","  0.00","  0.00","  0.00","  0.00","  0.00"," 34.00","  0.00","  0.00","  0.00","  0.00","  0.00"," 24.00","  0.00","  0.00","  0.00","  0.00","  0.00","  6.00","  4.00","  0.00"," 46.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00"," 30.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00"," 32.00","  0.00","  0.00","  0.00","  0.00","  4.00","  2.00","  0.00","  0.00","  2.00","  0.00","  0.00","  0.00","  0.00","  4.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  3.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00"
"905.00"," 46.64","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00"," 70.00","  6.00","  0.00"," 64.00","  0.00"," 10.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  2.00","  0.00","  0.00","  0.00","  0.00","  0.00","  4.00","  0.00","  0.00","  0.00","  0.00","  0.00"," 68.00","  0.00","  0.00","  0.00","  0.00","  0.00"," 17.00","  0.00","  0.00","  0.00","  2.00","  0.00"," 15.00","  2.00","  0.00"," 18.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00"," 58.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00"," 28.00","  0.00","  0.00","  2.00","  2.00","  6.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  2.00","  2.00","  0.00","  2.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00"
"925.00"," 47.19","  3.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00"," 54.00","  0.00","  0.00"," 63.00","  0.00","  7.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  7.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  9.00","  0.00","  0.00","  0.00","  0.00","  0.00"," 42.00","  0.00","  1.00","  0.00","  0.00","  0.00"," 15.00","  0.00","  0.00","  0.00","  6.00","  0.00","  7.00","  2.00","  0.00"," 25.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  6.00","  1.00","  0.00","  1.00"," 38.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  2.00","  1.00","  1.00"," 20.00","  0.00","  0.00","  1.00","  4.00","  0.00","  1.00","  0.00","  0.00","  5.00","  0.00","  0.00","  0.00","  1.00","  3.00","  1.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  2.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00"
"945.00"," 47.74","  8.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00"," 29.00","  0.00","  0.00"," 36.00","  0.00","  7.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  2.00","  0.00"," 17.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00"," 17.00","  0.00","  2.00","  0.00","  0.00","  0.00"," 35.00","  0.00","  0.00","  0.00","  0.00","  0.00"," 20.00","  0.00","  0.00","  0.00","  2.00","  0.00"," 21.00","  4.00","  0.00"," 80.00","  0.00","  0.00","  0.00","  0.00","  0.00","  6.00","  0.00","  0.00","  0.00","  0.00"," 86.00","  0.00","  0.00","  0.00","  2.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00"," 59.00","  0.00","  0.00","  3.00","  0.00","  0.00","  0.00","  0.00","  0.00"," 12.00","  0.00","  0.00","  1.00","  2.00"," 10.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  2.00","  1.00","  0.00","  0.00","  2.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00"
"970.00"," 48.43","  1.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00"," 41.00","  1.00","  0.00"," 67.00","  0.00","  5.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  6.00","  1.00","  0.00","  0.00","  1.00","  0.00","  0.00","  1.00","  1.00","  0.00","  1.00","  0.00","  0.00"," 32.00","  0.00","  0.00","  0.00","  0.00","  0.00"," 19.00","  0.00","  0.00","  0.00","  4.00","  0.00","  4.00","  1.00","  0.00"," 60.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  5.00","  5.00","  0.00","  0.00"," 13.00","  0.00","  1.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00"," 51.00","  0.00","  0.00","  4.00","  0.00","  1.00","  0.00","  0.00","  0.00","  3.00","  0.00","  2.00","  0.00","  2.00","  4.00","  2.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00"
"985.00"," 48.85","  3.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00"," 48.00","  0.00","  0.00"," 63.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  2.00","  2.00","  0.00"," 23.00","  0.00","  0.00","  0.00","  0.00","  0.00","  3.00","  5.00","  0.00","  2.00","  0.00","  0.00","  0.00"," 54.00","  0.00","  1.00","  2.00","  0.00","  0.00","  8.00","  0.00","  0.00","  0.00","  6.00","  0.00","  7.00","  2.00","  0.00"," 36.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00"," 59.00","  0.00","  2.00","  0.00","  1.00","  0.00","  0.00","  1.00","  0.00","  1.00","  0.00","  1.00"," 41.00","  0.00","  0.00","  4.00","  0.00","  0.00","  0.00","  0.00","  0.00","  6.00","  0.00","  0.00","  0.00","  1.00","  5.00","  0.00","  0.00","  2.00","  0.00","  2.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  2.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00"
"1005.00","  49.12","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","  45.00","   2.00","   0.00","  64.00","   0.00","  11.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   3.00","   0.00","   0.00","   0.00","   2.00","   0.00","   0.00","   2.00","   0.00","   0.00","   3.00","   0.00","   0.00","  36.00","   0.00","   0.00","   0.00","   0.00","   0.00","  17.00","   0.00","   0.00","   0.00","   1.00","   0.00","   8.00","   9.00","   0.00","  30.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   2.00","   4.00","   0.00","   0.00","  32.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","  46.00","   0.00","   0.00","   1.00","   0.00","   1.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   2.00","   7.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00"
"1025.00","  49.62","  18.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","  39.00","   3.00","   0.00","  45.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","  20.00","   0.00","   0.00","   0.00","   0.00","   0.00","   2.00","   5.00","   0.00","   2.00","   0.00","   0.00","   0.00","  11.00","   0.00","   0.00","   0.00","   0.00","   0.00","  16.00","   0.00","   0.00","   0.00","   3.00","   0.00","  15.00","   2.00","   0.00","  20.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   2.00","   0.00","   0.00","   0.00","  70.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","  33.00","   0.00","   0.00","   2.00","   0.00","   1.00","   3.00","   0.00","   1.00","   1.00","   0.00","   0.00","   0.00","   4.00","   9.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   3.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00"
