"age_Calendar_years_BP","ageolder_BP","ageyounger_BP","depth","Sample quantity","Abies","Acacia t.","Acer","Algae","Alismataceae","Alnus","Amaranthaceae undif.","Anthemideae","Anthoceros t.","Apiaceae undif.","Apium t.","Arbutus","Arceuthobium","Artemisia","Asphodelus t.","Asteroideae undif.","Betula","Betulaceae undif.","Boraginaceae undif.","Brassicaceae","Buxus","Callitriche","Campanulaceae","Cannabis","Cardueae undif.","Carpinus","Caryophyllaceae undif.","Castanea","Celtis","Centaurea","Centranthus t.","Ceratonia","Ceratophyllum","Chamaerops","Cichorieae","Cistaceae","Citrus","Coelastrum reticulatum","Convolvulaceae","Cornus","Corydalis","Corylus","Crassulaceae","Cupressaceae","Cuscuta","Cyclamen","Cyperaceae","Dioscorea","Dipsacaceae","Echium t.","Ephedra","Erica t.","Eucalyptus","Euphorbia t.","Fabaceae Undif.","Faboideae Undif.","Fagus","Fern","Fern-Equisetophyta","Fern-Lycopodiaceae","Ficus","Filipendula t.","Fraxinus","Fumaria","Fungi","Galium t.","Genisteae","Gentiana t.","Gentianaceae undif.","Geranium","Hedera","HippophaÃ«","Humulus","Hypericum undif.","IsoÃ«tes","Juglans","Juncaceae","Lamiaceae undif.","Lavatera","Linum t.","Lotus t.","Lycopodium spike","Lycopodium tablets","Lysimachia","Lythrum","Malva","Matthiola","Mercurialis","Morus","Myriophyllum alterniflorum t.","Myriophyllum spicatum/verticillatum t.","Myrtus","Nymphaea","Olea t.","Orchidaceae","Papaver t.","Paronychieae","Persicaria t.","Petaloid monocot","Phillyrea","Picea","Pinus undif.","Pistacia","Plantago","Platanus","Plumbaginaceae","Poaceae","Poaceae (Cerealia-type)","Polystichum","Populus","Potamogeton","Potentilla t.","Primula","Protist","Prunus t.","Pseudoschizaea","Quercus deciduous","Quercus evergreen","Quercus subgen. Cerris","Ranunculaceae undif.","Resedaceae undiff.","Riccia","Rosa t.","Rosaceae undif.","Rumex t.","Ruppia","Salix","Sambucus","Sanguisorba t.","Saxifragaceae","Scrophulariaceae undif.","Smilax","Solanum","Spergularia t.","Styrax","Tamarix","Taxus","TetraÃ«dron","Thalictrum","Theligonum","Thymelaeaceae undif.","Tilia","Trifolium t.","Typha","Ulmus t.","Urtica t.","Utricularia","Valeriana t.","Valerianella","Vitex","Vitis"
"6135",NA,NA,"655","1","0","0","1","193","0","10","8","1","2","3","0","0","0","3","2","6","1","2","0","4","0","0","0","0","4","0","0","0","0","0","0","0","42","0","17","2","0","2","0","0","0","13","0","3","0","0","105","0","0","0","2","116","0","0","0","1","0","4","0","0","0","1","4","0","23","1","0","0","0","0","0","0","0","0","12","0","0","0","0","0","0","410","62545","0","1","0","2","0","0","0","0","0","4","5","1","0","0","0","2","7","0","12","112","11","0","0","70","1","0","0","76","0","0","89","0","1","27","26","2","4","0","0","0","0","46","2","7","0","0","0","0","0","0","2","0","18","2","0","0","0","0","0","0","14","3","0","0","0","0","0","0"
"6216",NA,NA,"660","1","0","0","0","5","0","3","5","0","7","2","0","0","0","0","0","5","3","0","0","6","0","0","0","0","2","2","0","0","0","0","0","0","0","1","16","7","0","0","0","0","0","7","0","3","0","0","25","0","0","0","0","279","0","0","0","0","1","8","0","0","0","0","0","0","104","0","0","0","0","0","0","0","0","1","9","0","0","6","0","0","7","2471","62545","0","0","0","3","0","1","0","0","0","0","0","0","0","0","0","0","2","0","3","28","2","0","0","29","4","0","1","1","0","0","0","3","0","11","23","8","1","0","0","0","0","0","0","1","0","0","1","1","0","0","0","0","6","0","0","0","0","0","0","0","13","0","0","0","0","0","1","3"
"6298",NA,NA,"665","1","0","0","0","393","0","3","5","1","1","2","0","0","0","4","0","3","3","2","0","0","1","0","0","0","2","0","0","0","0","0","0","0","188","0","4","2","0","0","0","0","0","6","0","6","0","0","62","0","0","0","0","90","0","0","0","1","1","4","0","0","0","0","3","0","8","0","0","1","0","0","0","1","1","1","10","0","0","0","0","0","0","375","62545","0","0","1","0","0","0","0","0","0","4","3","0","0","0","0","0","12","0","6","156","6","0","0","58","1","0","0","45","1","0","6","0","0","21","7","2","12","1","0","1","0","13","1","5","0","0","0","0","0","0","1","0","28","3","0","0","0","2","1","1","5","3","0","0","0","0","0","0"
"6380",NA,NA,"670","1","0","0","0","26","3","7","8","0","1","6","0","2","0","8","0","2","0","4","0","4","0","5","0","0","0","0","0","0","0","0","0","0","0","0","3","3","0","0","0","0","0","7","1","7","0","0","45","0","0","0","0","79","0","1","0","0","0","1","0","0","0","0","4","0","22","1","1","0","0","0","0","0","0","0","9","0","0","8","0","0","1","704","62545","0","0","0","1","1","0","0","0","0","0","1","0","0","0","0","2","4","0","8","135","8","0","0","46","17","0","3","5","0","0","6","1","0","15","7","8","13","0","0","6","0","45","0","2","0","1","0","2","0","0","0","1","6","0","42","0","0","0","0","1","9","4","8","0","0","0","0","1"
"6568",NA,NA,"680","1","0","0","0","21","2","4","11","0","1","0","0","0","0","2","1","6","2","2","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","7","4","0","0","0","0","0","12","0","8","0","0","20","0","0","0","0","169","0","0","0","0","0","0","0","0","0","0","7","0","25","0","0","0","0","0","0","0","0","0","0","0","0","9","0","0","3","996","62545","0","1","0","1","0","0","0","1","0","0","3","0","0","0","0","1","2","0","2","105","8","0","0","50","2","0","0","1","0","0","1","4","0","10","20","9","6","0","0","0","0","7","0","2","0","0","0","0","0","0","0","0","16","0","1","2","0","0","1","0","11","2","1","0","1","0","0","2"
"6814",NA,NA,"690","1","0","0","1","58","0","0","18","0","4","6","0","0","0","1","0","5","3","0","0","6","0","0","0","0","2","0","0","0","0","0","0","0","0","0","59","8","0","0","0","0","0","6","0","8","0","0","47","0","0","0","1","163","0","0","0","0","0","3","0","1","0","0","3","0","6","0","1","0","0","0","0","0","0","0","4","0","0","16","0","0","3","714","62545","0","0","0","4","0","0","0","0","0","0","3","0","0","0","0","0","0","0","13","63","7","0","0","48","9","0","1","3","0","0","0","3","0","17","23","3","6","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","23","3","0","0","0","0","0","0"
"7182",NA,NA,"705","1","0","0","0","19","0","1","16","0","35","5","0","0","0","2","1","23","0","0","0","3","0","0","0","0","5","0","2","0","0","0","0","0","0","1","63","17","0","1","0","0","0","3","0","0","0","0","42","0","0","0","0","248","0","0","2","0","0","13","0","3","0","0","1","0","22","0","0","0","0","0","1","0","0","0","4","0","0","2","0","2","0","250","41697","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","2","35","6","0","0","41","7","0","2","29","0","0","1","0","0","6","2","1","2","0","0","2","0","14","0","0","0","0","0","1","0","1","0","0","14","0","9","0","0","0","0","0","5","2","0","0","0","0","0","0"
"7343",NA,NA,"712","1","1","0","0","442","2","2","29","0","7","7","0","0","0","2","0","16","1","1","0","1","0","0","0","0","1","0","2","0","0","0","0","0","35","0","53","3","0","219","0","0","0","9","0","3","0","1","46","0","0","1","0","53","0","1","0","1","1","14","0","0","0","2","4","0","35","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","461","62545","0","1","0","0","1","0","0","6","0","6","1","0","0","0","0","3","5","0","9","103","12","0","0","137","3","0","0","1120","0","0","0","0","0","23","10","0","17","0","1","1","0","17","0","4","0","0","0","0","0","0","0","0","13","3","0","0","0","0","1","0","9","5","0","0","0","0","0","0"
"7452",NA,NA,"720","1","0","0","0","86","0","4","9","0","8","4","0","0","0","5","0","8","0","0","0","6","0","1","0","0","1","0","3","0","0","0","0","0","0","0","35","6","0","0","0","0","0","11","0","18","0","0","12","0","0","0","2","131","0","1","0","0","0","2","0","0","0","0","2","0","23","2","2","0","0","0","0","0","0","0","5","0","0","12","0","0","0","539","62545","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","6","3","0","13","44","10","0","2","76","23","0","1","10","0","0","0","0","0","9","19","10","7","0","0","3","0","4","0","1","0","0","0","3","0","0","0","0","4","0","1","0","0","0","1","0","5","4","3","0","0","0","0","0"
"7466",NA,NA,"721","1","1","0","0","350","1","5","15","1","23","10","0","0","0","3","0","16","1","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","22","0","32","10","0","3276","0","0","0","16","0","2","0","0","79","0","0","0","0","112","0","1","1","0","2","17","0","0","0","0","7","0","8","1","0","0","0","0","0","0","0","1","6","0","0","1","0","0","3","546","62545","0","1","0","0","0","0","0","2","0","11","0","0","0","0","0","0","8","0","14","84","14","0","0","156","3","0","0","371","0","0","0","0","1","32","12","1","3","0","1","1","1","12","0","4","1","0","0","0","0","0","0","0","11","1","1092","0","0","0","1","0","13","4","0","0","0","0","0","0"
"7480",NA,NA,"722","1","0","0","0","264","1","7","11","1","23","9","0","0","0","3","0","19","1","0","0","4","0","0","0","0","1","1","1","0","0","0","0","0","18","0","53","13","0","1180","0","0","0","13","0","6","0","0","71","0","0","2","0","160","0","0","0","1","0","4","0","0","0","0","2","0","7","1","1","1","0","0","0","0","0","0","4","0","1","0","0","1","0","472","62545","0","1","0","0","0","0","0","2","0","6","2","0","0","0","1","0","2","0","18","68","12","0","0","143","1","0","0","261","0","0","1","0","0","23","11","0","5","0","1","0","0","12","0","2","0","2","0","1","0","0","0","0","4","1","2124","0","0","0","0","0","9","0","0","1","0","0","0","1"
"7493",NA,NA,"723","1","0","0","0","232","3","6","5","1","23","5","0","0","0","3","1","33","1","0","0","2","2","0","0","0","2","0","0","0","0","0","0","0","18","0","15","12","0","448","0","0","0","17","0","2","0","0","62","0","0","1","0","229","0","0","2","0","0","11","0","0","0","0","9","0","2","0","0","0","0","0","1","0","0","1","7","0","0","0","0","1","0","498","62545","0","0","0","0","1","0","0","3","0","10","1","0","0","0","1","1","3","0","13","31","7","0","0","86","1","0","0","84","0","0","0","0","0","27","6","1","7","0","1","0","0","12","0","1","0","0","0","0","0","0","0","0","0","0","797","0","0","0","1","0","4","1","0","1","0","0","0","0"
"7507",NA,NA,"724","1","0","0","0","430","0","4","1","1","22","6","0","0","0","6","0","18","5","0","0","2","1","0","0","0","0","0","0","0","0","0","1","0","24","0","14","13","0","1563","0","0","0","15","0","2","0","0","68","0","0","1","3","218","0","0","1","0","0","6","0","0","0","0","3","0","8","1","0","0","0","0","1","0","0","0","6","0","0","0","0","0","1","573","62545","0","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0","9","0","14","66","2","0","0","109","1","0","6","179","0","0","0","0","0","33","10","1","2","0","2","0","0","7","0","0","0","0","0","0","0","1","2","0","4","1","677","0","0","0","1","0","4","2","0","0","0","0","0","0"
"7521",NA,NA,"725","1","0","0","0","445","1","5","2","0","13","6","0","0","1","3","1","14","1","0","0","2","0","0","0","0","2","0","0","0","0","0","1","0","20","0","9","5","0","2850","0","0","0","16","0","5","0","0","56","0","0","0","0","231","0","0","1","0","1","6","0","0","0","0","2","0","7","0","0","0","0","0","1","0","1","0","1","0","0","0","0","0","1","501","62545","0","3","0","0","0","0","0","2","0","11","1","0","0","0","0","0","6","1","19","60","7","0","0","90","1","0","3","307","0","0","0","0","0","40","8","1","4","0","1","0","0","10","0","3","1","0","0","0","0","0","0","0","2","0","1150","1","0","0","1","0","7","3","0","0","0","0","0","0"
"7534",NA,NA,"726","1","1","0","0","318","0","5","4","0","10","6","0","0","0","2","1","14","1","0","0","4","0","0","0","0","1","0","0","0","0","0","0","0","36","0","8","9","0","2590","0","0","0","10","0","7","0","0","58","0","0","2","0","184","0","0","0","0","1","4","0","0","0","1","4","0","10","0","0","0","0","0","1","0","0","0","1","0","0","2","0","0","0","412","62545","0","0","0","0","0","0","0","0","0","9","1","0","0","0","0","0","3","0","19","57","5","0","0","108","0","0","1","241","0","0","0","0","0","25","7","2","4","0","0","0","0","6","0","1","0","0","0","0","0","0","0","0","1","1","589","0","0","0","0","0","9","3","0","0","0","0","0","0"
"7548",NA,NA,"727","1","0","0","0","354","0","4","2","3","10","5","0","0","0","2","0","10","1","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","39","0","4","6","0","2936","0","0","0","12","0","3","0","0","76","0","0","0","1","183","0","0","0","0","0","4","0","0","0","1","2","0","1","1","0","0","0","0","0","0","0","0","2","0","0","1","0","1","0","339","62545","0","2","0","0","1","0","0","0","0","13","1","0","0","0","3","1","4","1","18","68","2","0","0","117","1","0","2","238","0","0","0","0","0","29","4","2","2","0","1","0","0","12","0","6","0","0","0","0","0","0","1","0","3","1","979","0","0","0","0","1","15","7","0","1","0","0","0","0"
"7562",NA,NA,"728","1","1","0","0","335","0","5","1","0","5","2","0","0","0","2","0","8","2","2","0","0","1","0","0","0","1","0","0","0","0","0","0","0","50","1","4","6","0","4013","0","0","0","10","0","5","0","0","63","0","0","0","0","173","0","0","1","0","0","4","0","0","0","0","4","0","3","0","0","0","0","0","0","0","0","0","2","0","0","1","0","1","1","456","62545","0","2","0","0","0","0","0","2","0","4","1","0","0","0","1","0","3","0","9","68","1","0","0","129","1","0","0","264","1","0","0","0","0","26","6","0","1","0","2","1","0","8","0","3","0","0","0","0","0","1","0","0","1","1","456","0","0","0","1","0","10","3","0","0","0","0","0","0"
"7575",NA,NA,"729","1","0","0","0","603","0","6","2","0","12","5","0","0","0","5","0","6","0","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","45","0","1","1","0","1368","0","0","0","17","0","2","0","0","94","0","0","0","0","179","0","0","0","0","3","5","0","0","0","0","8","0","5","0","1","0","0","0","0","0","0","0","4","0","0","1","0","0","1","456","62545","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","3","0","16","48","2","0","0","109","0","0","0","174","0","0","1","0","1","25","8","1","0","0","0","0","0","4","0","4","0","0","0","1","0","1","0","0","0","1","593","0","0","0","1","0","16","2","0","0","0","0","0","0"
"7589",NA,NA,"730","1","0","0","0","37","1","2","11","0","9","2","0","1","0","7","0","13","0","5","0","6","0","8","2","0","0","0","0","0","0","0","0","0","0","0","3","10","0","0","0","0","0","9","0","12","0","0","25","0","0","0","1","254","0","0","0","0","0","7","1","0","0","0","3","0","0","0","0","0","0","0","0","0","0","3","0","0","0","11","0","0","0","621","62545","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","4","2","0","15","22","0","0","0","65","13","1","0","30","0","0","0","2","0","6","6","0","1","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","1","0","13","8","8","1","0","0","1","0"
"7603",NA,NA,"731","1","0","0","0","538","0","2","3","0","11","4","0","0","0","3","0","4","0","1","0","1","0","0","0","0","0","1","0","0","0","1","1","0","83","0","10","4","0","50","0","0","0","15","0","6","0","0","125","0","0","1","0","183","0","0","0","0","1","4","0","0","0","0","2","0","2","0","0","0","0","0","0","0","0","0","7","0","0","2","0","0","2","347","62545","0","3","0","0","1","0","0","1","0","0","0","0","0","0","2","1","2","0","16","40","4","0","0","194","0","0","0","215","0","0","0","0","0","33","14","0","3","0","1","1","0","9","0","2","1","0","0","0","0","0","0","0","0","3","416","0","0","0","1","0","31","5","0","1","0","0","0","1"
"7616",NA,NA,"732","1","1","0","0","980","1","4","3","1","8","10","0","0","0","5","0","7","3","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","110","0","2","6","0","77","0","0","0","9","0","4","0","0","119","0","0","1","0","195","0","0","1","0","0","4","0","0","0","0","4","0","3","2","0","0","0","0","0","0","1","0","4","0","0","0","0","0","1","383","62545","0","2","0","0","0","0","0","1","0","0","3","0","0","0","1","1","1","0","21","36","0","0","0","236","0","0","0","294","0","0","0","0","0","32","8","1","2","0","0","1","0","4","0","4","0","0","0","0","0","0","1","0","0","1","1762","0","0","0","1","1","28","1","0","0","0","0","0","0"
"7630",NA,NA,"733","1","1","0","0","935","1","2","4","4","4","5","0","0","0","7","0","0","5","2","0","1","0","0","0","0","1","0","0","0","0","0","0","0","39","0","2","5","0","160","0","0","0","13","0","6","1","0","97","0","0","1","0","174","0","1","1","0","0","7","0","0","0","2","10","0","4","1","1","0","0","0","0","0","0","0","4","0","0","1","0","0","0","320","62545","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","2","0","19","31","2","0","0","218","0","0","0","191","0","0","0","0","0","29","4","1","3","0","0","0","0","5","0","2","0","0","0","1","0","0","1","0","2","0","480","0","0","0","1","0","20","2","0","0","0","0","0","0"
"7644",NA,NA,"734","1","0","0","1","232","0","2","0","0","5","3","0","1","0","2","0","5","2","1","0","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","2","4","0","0","0","2","0","4","0","2","0","0","7","0","0","0","2","203","0","0","0","0","1","32","0","0","0","0","1","0","6","0","1","0","0","0","0","0","0","0","1","0","0","4","0","0","0","411","62545","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2","0","13","17","2","0","0","180","3","0","2","4","0","0","0","7","0","13","10","5","2","0","0","0","0","5","0","0","0","0","1","0","0","0","0","0","0","0","2","0","0","0","2","0","16","0","0","1","0","0","0","0"
"7657",NA,NA,"735","1","0","0","0","105","0","2","0","0","0","6","0","0","0","5","0","6","0","0","0","3","0","0","0","0","0","0","0","0","0","1","0","0","0","0","4","4","0","0","0","0","0","9","0","23","0","0","16","0","1","0","0","236","0","0","0","0","0","2","0","0","0","0","2","0","3","0","0","0","0","0","0","0","0","0","1","0","0","8","0","0","1","457","62545","0","3","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","10","31","2","0","0","138","2","0","0","0","0","1","0","0","0","9","4","3","8","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","11","1","4","0","0","0","0","0"
"7671",NA,NA,"736","1","0","0","0","127","0","3","1","1","5","4","0","0","0","4","0","9","0","0","0","3","0","0","0","0","1","0","0","0","0","0","0","0","0","0","6","7","0","0","0","0","0","8","2","10","0","0","16","0","0","0","0","266","0","0","0","0","2","6","0","0","0","0","2","0","3","0","0","0","0","0","0","0","0","0","1","0","0","5","0","0","3","435","62545","0","5","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","10","24","2","0","0","99","2","0","2","31","0","0","0","6","0","6","7","1","10","0","0","4","0","3","0","0","0","1","0","0","0","0","0","0","2","0","2","0","0","0","1","0","10","2","1","0","0","0","0","0"
"7685",NA,NA,"737","1","0","0","0","110","4","5","0","2","4","4","0","0","0","5","0","9","0","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","1","0","0","0","0","0","15","1","17","0","0","27","0","0","0","0","276","0","0","0","0","0","3","0","0","0","0","1","0","5","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","341","62545","0","3","0","0","0","0","0","0","0","0","1","0","0","0","0","3","0","0","10","28","3","0","0","92","1","0","0","7","0","0","0","2","0","5","5","3","15","0","0","4","0","6","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","13","2","4","0","0","0","0","0"
"7698",NA,NA,"738","1","0","0","0","75","1","1","1","2","4","0","0","0","0","2","0","3","1","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","7","0","0","0","0","0","8","0","7","0","0","11","0","0","0","0","292","0","0","0","0","0","3","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","10","0","0","3","349","62545","0","3","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","10","40","0","0","0","89","2","0","0","11","0","0","0","5","0","9","4","2","18","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","17","3","0","0","0","0","0","0"
"7712",NA,NA,"739","1","0","0","0","108","0","1","2","5","4","2","0","0","0","0","1","4","2","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","3","4","0","0","0","0","0","7","0","21","0","0","18","0","0","0","0","280","0","1","0","0","0","5","0","0","0","0","1","0","8","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","618","62545","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","11","21","2","0","0","105","4","0","0","12","0","0","0","2","0","6","7","0","7","0","0","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","10","2","0","0","0","0","0","1"
"7726",NA,NA,"740","1","0","0","0","40","0","2","1","1","1","0","0","0","0","1","0","7","1","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","12","0","1","8","0","0","0","0","0","10","0","12","0","0","30","0","0","0","0","301","0","0","0","0","0","6","1","1","0","0","4","0","23","0","0","0","0","0","0","0","0","0","5","0","0","5","0","0","1","669","62545","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","1","0","0","13","11","2","0","0","63","8","0","2","27","0","0","0","0","0","11","5","0","9","0","0","1","0","0","0","0","0","0","2","1","0","0","0","0","1","0","0","8","0","0","2","0","15","3","3","1","0","0","1","0"
"7739",NA,NA,"741","1","0","0","1","49","0","5","1","1","7","2","0","0","0","0","0","6","1","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","1","0","0","0","0","4","1","6","0","0","19","0","1","0","1","315","0","0","0","0","0","10","0","0","0","0","3","0","11","2","0","0","0","0","0","0","0","0","0","0","0","11","0","0","0","428","62545","0","4","0","0","0","0","0","2","0","0","0","0","0","0","0","2","0","0","13","24","0","0","0","72","3","0","1","17","0","0","0","1","0","4","9","4","12","0","0","0","0","2","0","0","0","0","0","2","0","0","0","0","1","0","0","0","1","0","1","0","8","1","0","1","0","4","0","0"
"7747",NA,NA,"742","1","0","0","0","100","0","3","2","0","4","0","0","0","0","2","0","13","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","13","0","15","0","0","34","0","0","0","0","306","0","0","0","0","1","2","0","0","0","0","1","0","10","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","4","683","62545","0","2","0","0","0","0","0","2","0","0","0","0","0","0","0","1","2","0","5","29","2","0","0","123","2","0","1","8","0","0","0","1","0","9","8","0","13","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","4","0","0","0","0","0","0","0"
"7754",NA,NA,"743","1","0","0","1","41","0","3","0","0","3","4","0","0","0","2","0","7","0","2","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","2","3","6","0","0","0","0","0","5","0","31","0","0","71","0","0","0","0","225","0","0","3","0","0","6","0","1","0","0","8","0","4","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","3","562","62545","0","0","0","2","0","0","0","0","0","0","1","0","0","0","0","1","0","0","2","38","1","0","0","156","2","0","2","5","0","0","0","1","0","7","4","3","10","0","0","0","0","3","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","1","3","2","0","0","0","0","0"
"7762",NA,NA,"744","1","0","0","0","12","1","0","1","6","4","0","0","0","0","0","0","117","1","1","0","3","0","0","0","0","1","0","0","0","0","0","0","0","0","0","3","6","0","0","0","0","0","1","3","5","0","0","40","0","0","0","0","335","0","0","0","0","0","6","0","0","0","0","1","0","32","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","289","62545","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","8","20","2","0","0","20","1","0","0","0","0","0","0","0","0","3","7","1","3","0","0","0","0","2","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","5","1","0","0","0","0","0","0"
"7770",NA,NA,"745","1","0","0","0","7","0","0","1","3","8","2","0","0","0","0","0","65","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","7","0","0","0","0","0","3","0","8","0","0","45","0","0","0","0","379","0","0","0","0","0","5","0","1","0","0","0","0","33","0","0","0","0","0","0","0","0","0","2","0","0","10","0","0","1","281","62545","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","5","10","0","0","0","10","0","0","0","1","0","0","0","0","0","4","0","1","0","0","0","0","0","3","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","11","0","0","0","0","0","0","0"
"7777",NA,NA,"746","1","0","0","0","11","0","0","4","10","9","0","0","0","0","2","0","47","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","8","0","0","0","0","0","1","1","3","0","0","34","0","0","0","0","372","0","0","0","0","0","6","0","0","0","1","0","0","33","0","0","0","0","0","0","0","0","0","0","0","0","15","0","0","1","190","62545","0","2","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","8","18","0","0","0","13","0","0","0","0","0","0","0","1","0","4","1","0","3","0","0","0","0","3","0","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","6","2","0","0","0","0","0","0"
"7808",NA,NA,"750","1","0","0","0","1","0","0","0","5","15","4","0","2","0","1","0","149","0","1","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","4","0","0","0","0","0","0","0","6","0","0","3","0","0","0","0","291","0","0","0","0","0","5","0","0","0","0","0","0","97","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","171","62545","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19","1","0","0","1","0","0","0","0","0","3","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"7883",NA,NA,"760","1","0","0","0","0","0","1","0","0","2","0","0","1","0","0","0","123","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","18","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","337","0","0","0","0","0","13","0","0","0","0","0","0","137","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","161","62545","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","2","0","1","0","0","12","2","0","0","0","0","0","0","0","0","2","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0"
"7959",NA,NA,"770","1","0","0","0","0","0","0","1","10","1","0","0","0","0","0","0","99","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","1","0","0","0","0","0","0","0","18","0","0","0","0","0","0","0","324","0","0","0","0","0","3","0","1","0","0","0","0","73","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1451","62545","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
