"Sample age (cal yr BP) [cal yr BP]","Depth (cm) [cm]","Acacia t.","Acalypha","Acanthaceae undif.","Adansonia digitata","Adenia","Adina","Afraegle","Afzelia","Alchornea","Allophylus t.","Amaranthaceae undif.","Anacardiaceae undiff.","Annonaceae","Antidesma t.","Apiaceae undif.","Apocynaceae undif.","Araliaceae undif.","Arecaceae undif.","Artemisia","Asteraceae","Balanites","Blepharis","Blighia","Bombax","Boraginaceae undif.","Borreria t.","Boswellia","Brassicaceae","Bridelia","Burkea","Caesalpinioideae","Capparaceae undif.","Caryophyllaceae undif.","Cassia","Celastraceae undif.","Celtis","Centaurea","Chrozophora","Cichorieae","Cissampelos","Cissus t.","Clematis-type","Cleome","Cochlospermum","Cola","Combretaceae","Commelina","Commiphora","Convolvulaceae","Cordia","Crossopteryx","Cucumis","Cucurbitaceae undif.","Cussonia","Cyperaceae","Detarium","Dialium","Diospyros/Euclea t.","Dombeya","Elaeis","Entada","Ephedra","Erica t.","Erythrina","Euphorbiaceae undif.","Faboideae Undif.","Fern","Ficus","Grewioideae","Heliotropium","Hygrophila","Hymenocardia","Hyphaene t.","Indeterminable","Indigofera","Ipomoea","Irvingia","Isoberlinia","Ixora","Jatropha/Croton","Justicia t.","Kohautia","Lamiaceae undif.","Lannea","Lobelia","Lophira","Lythraceae undif.","Macaranga","Maerua","Mallotus","Malva undif.","Manilkara","Meliaceae undif.","Menispermaceae undif.","Mitracarpus","Mitragyna/Hallea","Monotes","Moraceae undif.","Morelia","Mussaenda","Nauclea","Nymphaea","Olea t.","Parkia","Petaloid monocot","Phoenix t.","Phyllanthus undif.","Piliostigma","Pinus undif.","Poaceae","Podocarpus","Polygonum t.","Portulacaceae t.","Prosopis t.","Raphia","Rubiaceae undif.","Rutaceae undif.","Salix","Salvadora","Sapindaceae undif.","Scrophulariaceae undif.","Searsia","Securinega  t.","Sideroxylon t.","Solanum","Spergularia t.","Sterculia","Strychnos","Syzygium t.","Tacazzea","Tapinanthus","Thunbergia","Thymelaeaceae undif.","Trema","Typha","Uapaca","Urtica t.","Vernonieae","Vitaceae undif.","Vitex","Ximenia","Ziziphus/Paliurus"
"8738.803"," 661.000","   0.000","   0.000","   0.000","   0.000","   3.000","   0.000","   0.000","   0.000","  14.000","   1.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   1.000","   0.000","   0.000","   3.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   9.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   9.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   5.000","  65.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   3.000","   5.000","  12.000","   5.000","   0.000","   0.000","   0.000","   6.000","   0.000","   6.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   1.000","   2.000","   0.000","   0.000","   0.000","   5.000","   0.000","   3.000","   0.000","   0.000","   6.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   6.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000"," 427.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   3.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000"," 102.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000"
"8939.088"," 670.000","   0.000","   4.000","   0.000","   0.000","   9.000","   2.000","   0.000","   0.000","  12.000","   6.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   1.000","   4.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   9.000","   1.000","   0.000","   0.000","   1.000","   1.000","   8.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   1.000","  17.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   2.000","  53.000","   0.000","   0.000","   3.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   3.000","   8.000","   2.000","   1.000","   0.000","   0.000","   6.000","   0.000","   9.000","   1.000","   0.000","   0.000","   0.000","  10.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   7.000","   0.000","   4.000","   0.000","   0.000","   4.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   1.000","  11.000","   0.000","   0.000","   1.000","   1.000","   0.000","   0.000"," 477.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   1.000","   0.000","   0.000","   5.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000"," 166.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000"
"9083.738"," 676.500","   0.000","   0.000","   0.000","   0.000","   3.000","   1.000","   0.000","   0.000","   5.000","   0.000","   2.000","   0.000","   0.000","   1.000","   0.000","   1.000","   0.000","   2.000","   0.000","   9.000","   0.000","   0.000","   0.000","   0.000","   0.000","   4.000","   0.000","   0.000","   1.000","  16.000","   2.000","   0.000","   0.000","   0.000","   0.000","   9.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  18.000","   0.000","   0.000","   0.000","   0.000","   3.000","   0.000","   0.000","  11.000","  43.000","   3.000","   0.000","   4.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","  19.000","   5.000","   1.000","   0.000","   0.000","  11.000","   0.000","  12.000","   0.000","   0.000","   1.000","   0.000","  16.000","   0.000","   2.000","   0.000","   1.000","  11.000","   0.000","   0.000","   0.000","   2.000","   0.000","   3.000","   0.000","   0.000","   1.000","   1.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","  16.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000"," 560.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   1.000","   0.000","   0.000","   4.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000"," 120.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000"
"9255.078"," 686.000","   0.000","   2.000","   0.000","   0.000","   8.000","   0.000","   0.000","   0.000","   5.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   3.000","   0.000","   0.000","   2.000","  14.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   1.000","  16.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  20.000","  50.000","   1.000","   0.000","   4.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   5.000","  10.000","   2.000","   0.000","   0.000","   0.000","   3.000","   1.000","  12.000","   0.000","   0.000","   0.000","   0.000","   7.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   1.000","   0.000","   6.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  33.000","   0.000","   1.000","   3.000","   0.000","   0.000","   0.000"," 467.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   2.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000"," 117.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000"
"9359.657"," 692.500","   0.000","   0.000","   0.000","   0.000","   3.000","   0.000","   0.000","   0.000","  16.000","   0.000","   2.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   5.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   6.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","  18.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   4.000","  70.000","   0.000","   0.000","   7.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   9.000","  11.000","   0.000","   0.000","   0.000","   9.000","   0.000","   9.000","   2.000","   0.000","   0.000","   0.000","  10.000","   0.000","   0.000","   0.000","   2.000","   4.000","   0.000","   0.000","   0.000","   2.000","   0.000","   5.000","   1.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   2.000","   1.000","   0.000","   0.000","   1.000","  41.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000"," 422.000","   0.000","   0.000","   0.000","   0.000","   0.000","   3.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   3.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000"," 118.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000"
"9512.502"," 702.000","   0.000","   0.000","   0.000","   0.000","   8.000","   0.000","   0.000","   0.000","  13.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   1.000","   8.000","   1.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","  10.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   5.000","  68.000","   0.000","   0.000","   5.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","  15.000","   3.000","   0.000","   0.000","   0.000","   1.000","   0.000","   8.000","   0.000","   0.000","   0.000","   0.000","   9.000","   0.000","   0.000","   0.000","   2.000","   2.000","   0.000","   0.000","   0.000","   3.000","   0.000","   8.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   1.000","   0.000","  65.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000"," 587.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   3.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000"," 110.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000"
"9721.659"," 715.000","   0.000","   0.000","   1.000","   0.000","   6.000","   0.000","   0.000","   0.000","   8.000","   0.000","   1.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   6.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   6.000","   1.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   1.000","   0.000","   0.000","   0.000","  12.000","   1.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   4.000","  71.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   6.000","  17.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   3.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   1.000","   0.000","   4.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  44.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000"," 420.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   3.000","   0.000","   0.000","   0.000","   1.000","   0.000","   1.000","  84.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000"
"9882.549"," 725.000","   0.000","   0.000","   0.000","   0.000","   3.000","   0.000","   0.000","   0.000","  12.000","   0.000","   1.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   5.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   1.000","  17.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   1.000","  83.000","   0.000","   0.000","   4.000","   0.000","   3.000","   0.000","   0.000","   0.000","   0.000","   2.000","   1.000","  25.000","   3.000","   1.000","   0.000","   0.000","   0.000","   0.000","  11.000","   0.000","   0.000","   1.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   3.000","   0.000","   1.000","   0.000","   1.000","   0.000","   3.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","  92.000","   0.000","   0.000","   4.000","   0.000","   0.000","   0.000"," 405.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   1.000","   0.000","   0.000","   2.000","   1.000","   0.000","   0.000"," 104.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000"
"10035.39","  734.50","    0.00","    0.00","    0.00","    0.00","   12.00","    0.00","    0.00","    0.00","   13.00","    0.00","    2.00","    0.00","    0.00","    2.00","    0.00","    0.00","    0.00","    0.00","    0.00","    6.00","    0.00","    0.00","    1.00","    0.00","    0.00","    1.00","    2.00","    0.00","    1.00","    2.00","    1.00","    0.00","    0.00","    0.00","    0.00","    1.00","    0.00","    0.00","    0.00","    0.00","    0.00","    1.00","    0.00","    0.00","    1.00","   30.00","    0.00","    0.00","    0.00","    0.00","    8.00","    0.00","    0.00","    1.00","   75.00","    1.00","    0.00","    4.00","    2.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","   14.00","    4.00","    1.00","    0.00","    0.00","    0.00","    0.00","   11.00","    0.00","    0.00","    0.00","    0.00","   10.00","    0.00","    1.00","    0.00","    0.00","    4.00","    0.00","    0.00","    0.00","    4.00","    0.00","    2.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","   68.00","    0.00","    0.00","   20.00","    0.00","    0.00","    0.00","  495.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    2.00","    0.00","    0.00","    1.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    4.00","    0.00","    0.00","    0.00","    0.00","    0.00","    3.00","   63.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00"
"10188.24","  744.00","    0.00","    0.00","    0.00","    0.00","    6.00","    0.00","    0.00","    0.00","   10.00","    1.00","    3.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    5.00","    0.00","    0.00","    0.00","    0.00","    0.00","    1.00","    1.00","    0.00","    0.00","    2.00","    1.00","    0.00","    0.00","    2.00","    0.00","    2.00","    0.00","    0.00","    0.00","    0.00","    0.00","    1.00","    0.00","    0.00","    5.00","   28.00","    0.00","    0.00","    0.00","    0.00","    2.00","    0.00","    0.00","    4.00","   67.00","    0.00","    0.00","    4.00","    1.00","    1.00","    0.00","    0.00","    0.00","    0.00","    0.00","    5.00","   17.00","    1.00","    1.00","    0.00","    0.00","    0.00","    0.00","    6.00","    0.00","    0.00","    0.00","    0.00","    5.00","    0.00","    0.00","    0.00","    0.00","    2.00","    0.00","    1.00","    0.00","    3.00","    0.00","    7.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","   99.00","    0.00","    0.00","    7.00","    0.00","    0.00","    0.00","  527.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    1.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    4.00","    0.00","    0.00","    1.00","    0.00","    0.00","    1.00","   46.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00"
"10349.13","  754.00","    0.00","    0.00","    0.00","    0.00","    2.00","    0.00","    0.00","    0.00","    8.00","    1.00","    3.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    1.00","    4.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    2.00","    0.00","    0.00","    0.00","    1.00","    0.00","    4.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","   16.00","    0.00","    0.00","    0.00","    0.00","    2.00","    0.00","    0.00","    0.00","   73.00","    0.00","    0.00","    1.00","    0.00","    1.00","    0.00","    0.00","    0.00","    0.00","    0.00","    6.00","   17.00","    3.00","    1.00","    0.00","    0.00","    0.00","    0.00","    8.00","    2.00","    1.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    4.00","    0.00","    0.00","    0.00","    5.00","    0.00","    2.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    1.00","    0.00","  112.00","    0.00","    2.00","    5.00","    0.00","    1.00","    0.00","  478.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    1.00","    0.00","    0.00","    0.00","    1.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    2.00","    0.00","    0.00","    0.00","    0.00","    0.00","    3.00","   17.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00"
"10493.93","  763.00","    0.00","    0.00","    0.00","    0.00","    4.00","    0.00","    0.00","    0.00","    6.00","    0.00","    3.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    4.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    2.00","    1.00","    0.00","    0.00","    0.00","    1.00","    0.00","    1.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","   23.00","    0.00","    0.00","    0.00","    0.00","    4.00","    0.00","    0.00","    1.00","   95.00","    0.00","    0.00","    2.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    3.00","   13.00","    4.00","    0.00","    0.00","    0.00","    1.00","    0.00","    6.00","    0.00","    0.00","    0.00","    0.00","    3.00","    0.00","    0.00","    0.00","    2.00","    0.00","    0.00","    1.00","    1.00","    0.00","    0.00","    5.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    1.00","    0.00","    0.00","    0.00","    0.00","  121.00","    0.00","    0.00","    2.00","    0.00","    1.00","    0.00","  596.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    2.00","   12.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00"
"10654.82","  773.00","    0.00","    0.00","    0.00","    0.00","    5.00","    0.00","    0.00","    0.00","    3.00","    1.00","    4.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    5.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    2.00","    0.00","    1.00","    3.00","    0.00","    0.00","    0.00","    1.00","    0.00","    2.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    1.00","    7.00","    0.00","    0.00","    0.00","    0.00","    1.00","    0.00","    0.00","    8.00","   94.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    4.00","    2.00","   19.00","    3.00","    0.00","    0.00","    1.00","    0.00","    0.00","    6.00","    0.00","    0.00","    0.00","    0.00","    3.00","    0.00","    0.00","    0.00","    0.00","    3.00","    0.00","    0.00","    0.00","    0.00","    0.00","    1.00","    0.00","    0.00","    1.00","    1.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    4.00","    0.00","  108.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","  577.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    3.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    2.00","    0.00","    0.00","    1.00","    0.00","    0.00","    0.00","   10.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00"
"10807.67","  782.50","    0.00","    0.00","    0.00","    0.00","    6.00","    0.00","    0.00","    0.00","    1.00","    0.00","    0.00","    1.00","    0.00","    0.00","    0.00","    1.00","    0.00","    0.00","    0.00","    7.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    3.00","    2.00","    0.00","    0.00","    1.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","   20.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    4.00","   96.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    1.00","    3.00","    6.00","    1.00","    1.00","    0.00","    0.00","    0.00","    0.00","    4.00","    0.00","    0.00","    0.00","    0.00","    3.00","    0.00","    0.00","    1.00","    0.00","    5.00","    0.00","    0.00","    0.00","    1.00","    0.00","    1.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","   95.00","    0.00","    0.00","    0.00","    0.00","    1.00","    0.00","  560.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    3.00","    0.00","    0.00","    0.00","    0.00","    0.00","    5.00","    4.00","    0.00","    0.00","    3.00","    0.00","    0.00","    0.00"
"10960.51","  792.00","    0.00","    0.00","    0.00","    0.00","    4.00","    0.00","    0.00","    0.00","    4.00","    1.00","    7.00","    0.00","    2.00","    0.00","    1.00","    0.00","    0.00","    0.00","    0.00","    5.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    1.00","    0.00","    0.00","    0.00","    0.00","    0.00","    2.00","    0.00","    0.00","    0.00","   16.00","    1.00","    0.00","    0.00","    0.00","    1.00","    0.00","    0.00","    8.00","   97.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    3.00","    3.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    7.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    2.00","    2.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","   26.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","  510.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    2.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    2.00","    0.00","    0.00","    0.00","    0.00","    0.00","   11.00","    6.00","    0.00","    0.00","    1.00","    0.00","    0.00","    0.00"
"11138.66","  799.00","    0.00","    0.00","    0.00","    0.00","    3.00","    0.00","    0.00","    0.00","    0.00","    0.00","    1.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    8.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    1.00","    0.00","    0.00","    1.00","    2.00","    0.00","    0.00","    1.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    1.00","    0.00","    0.00","    0.00","   13.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    4.00","  103.00","    0.00","    0.00","    0.00","    0.00","    1.00","    0.00","    0.00","    0.00","    0.00","    1.00","    1.00","   10.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    2.00","    0.00","    0.00","    0.00","    0.00","    2.00","    0.00","    0.00","    0.00","    1.00","    1.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","   63.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","  627.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    2.00","    0.00","    0.00","    0.00","    0.00","    0.00","   19.00","    5.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00"
"11855.91","  811.00","    0.00","    0.00","    0.00","    0.00","    3.00","    0.00","    0.00","    0.00","    1.00","    0.00","    3.00","    0.00","    2.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    1.00","    0.00","    0.00","    0.00","    1.00","    0.00","    0.00","    1.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","   13.00","    0.00","    0.00","    0.00","    0.00","    1.00","    0.00","    0.00","    1.00","  109.00","    0.00","    0.00","    1.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    3.00","    1.00","    0.00","    1.00","    0.00","    0.00","    0.00","    0.00","    5.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    2.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    1.00","    0.00","    0.00","    1.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    4.00","    0.00","    1.00","    0.00","    0.00","    0.00","    0.00","  640.00","    0.00","    0.00","    0.00","    1.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    2.00","    0.00","    0.00","    0.00","    0.00","    0.00","   16.00","    2.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00"
