"age_Calibrated_radiocarbon_years_BP","ageolder_BP","ageyounger_BP","depth","Abies","Acacia t.","Acanthus","Acer","Aesculus","Algae","Alismataceae","Alnus","Amaranthaceae undif.","Ambrosia t.","Apiaceae undif.","Apium t.","Artemisia","Asphodelus t.","Asteroideae undif.","Boraginaceae undif.","Brassicaceae","Campanulaceae","Cannabis","Cardueae undif.","Carpinus","Carya","Caryophyllaceae undif.","Casuarina","Cedrus","Celtis","Centaurea","Ceratonia","Cichorieae","Cistaceae","Convolvulaceae","Corylus","Cupressaceae","Cyperaceae","Dipsacaceae","Echinops","Echium t.","Elaeagnus","Ephedra","Erica t.","Erodium","Eucalyptus","Euphorbiaceae undif.","Fabaceae Undif.","Fagus","Fern","Fern-Equisetophyta","Fraxinus","Galium t.","Geranium","Hypericum undif.","Indeterminable","Juglans","Lamiaceae undif.","Lemnaceae","Linum t.","Lycopodium spike","Lythrum","Mercurialis","Myriophyllum undif.","Olea t.","Onagraceae","Ononis t.","Papaver t.","Paronychieae","Persicaria t.","Petaloid monocot","Phillyrea","Picea","Pinus undif.","Pistacia","Plantago","Platanus","Plumbaginaceae","Poaceae","Poaceae (Cerealia-type)","Polygonum t.","Polypodiophyta (trilete)","Populus","Potamogeton","Potentilla t.","Prunus t.","Quercus deciduous","Quercus evergreen","Quercus undif.","Ranunculaceae undif.","Rhamnus","Rosa t.","Rosaceae undif.","Rumex t.","Salix","Sambucus","Sarcopoterium","Scrophulariaceae undif.","Searsia","Secale","Solanum","Tamarix","Thalictrum","Theligonum","Thymelaeaceae undif.","Tilia","Trifolium t.","Typha","Ulmus t.","Urtica t.","Vitis","Zea","Ziziphus/Paliurus"
"1181.3",NA,NA," 149.5","   2.0","   0.0","   0.0","   0.0","   1.0","  18.0","   0.0","   0.0","  15.0","   1.0","  10.0","   0.0","  26.0","   0.0","  27.0","   0.0","   3.0","   2.0","   0.0","   3.0","   6.0","   0.0","   4.0","   0.0","   3.0","   0.0","   3.0","   1.0","  26.0","   0.0","   0.0","   1.0","  42.0","  20.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   6.0","   1.0","   3.0","   1.0","   0.0","   2.0","   0.0","   1.0","  15.0","  19.0","   1.0","   0.0","   0.0"," 588.0","   0.0","   0.0"," 354.0"," 269.0","   0.0","   0.0","   0.0","   3.0","   0.0","   0.0","   1.0","   1.0","  51.0","   4.0","  12.0","   0.0","   1.0"," 187.0","  27.0","  13.0","   2.0","   1.0"," 132.0","   0.0","   0.0","  12.0","  58.0","   1.0","  76.0","   0.0","   0.0","   8.0","   3.0","   2.0","   0.0","  33.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   3.0","   3.0","   0.0","   0.0","   1.0","   0.0","   0.0"
"1210.2",NA,NA," 151.5","   0.0","   0.0","   0.0","   0.0","   0.0","  29.0","   0.0","   2.0","  22.0","   0.0","   8.0","   0.0","  35.0","   0.0","  23.0","   1.0","   2.0","   0.0","   0.0","   3.0","   0.0","   0.0","   4.0","   0.0","   0.0","   0.0","   0.0","   0.0","  23.0","   1.0","   0.0","   0.0","  23.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  11.0","   4.0","   3.0","   1.0","   0.0","   0.0"," 240.0","   0.0","   0.0"," 320.0"," 275.0","   0.0","   0.0","   0.0","   3.0","   0.0","   1.0","   5.0","   0.0","  42.0","  15.0","  10.0","   1.0","   0.0"," 152.0","   6.0","   4.0","   1.0","   0.0","   4.0","   0.0","   0.0","   8.0"," 189.0","   1.0"," 100.0","   0.0","   0.0","   2.0","   2.0","   0.0","   0.0","  47.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0"
"1239.4",NA,NA," 153.5","   0.0","   0.0","   0.0","   0.0","   0.0"," 181.0","   0.0","   2.0","  14.0","   1.0","   3.0","   0.0","  44.0","   0.0","  19.0","   0.0","   1.0","   0.0","   0.0","   2.0","   1.0","   0.0","   3.0","   0.0","   1.0","   0.0","   3.0","   0.0","  34.0","   0.0","   0.0","   0.0","  28.0","  14.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   1.0","   5.0","   8.0","   1.0","   0.0","   0.0"," 479.0","   0.0","   0.0"," 329.0"," 317.0","   0.0","   1.0","   0.0","   1.0","   0.0","   1.0","   1.0","   0.0","  53.0","   6.0","   6.0","   1.0","   0.0"," 203.0","  14.0","  11.0","   0.0","   0.0","  33.0","   0.0","   0.0","  17.0"," 123.0","   0.0"," 107.0","   0.0","   0.0","   4.0","   3.0","   0.0","   0.0","  44.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   9.0","   0.0","   0.0","   0.0","   4.0","   0.0","   0.0"
"1268.3",NA,NA," 155.5","   0.0","   0.0","   0.0","   0.0","   0.0"," 230.0","   0.0","   0.0","  12.0","   1.0","   2.0","   0.0","  26.0","   0.0","  14.0","   0.0","   2.0","   0.0","   0.0","   6.0","   1.0","   0.0","   4.0","   0.0","   0.0","   0.0","   4.0","   0.0","  29.0","   3.0","   0.0","   1.0","  47.0","  14.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   4.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   7.0","   5.0","   7.0","   1.0","   0.0","   0.0"," 236.0","   0.0","   0.0"," 221.0"," 264.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   1.0","   0.0","  32.0","   8.0","  13.0","   1.0","   0.0"," 191.0","   7.0","   2.0","   3.0","   0.0","  44.0","   0.0","   0.0","  12.0","  93.0","   1.0"," 105.0","   0.0","   0.0","   6.0","   1.0","   0.0","   0.0","  45.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   3.0","   2.0","   0.0","   2.0","   0.0","   0.0","   0.0"
"1297.0",NA,NA," 157.5","   0.0","   0.0","   0.0","   0.0","   0.0"," 244.0","   0.0","   0.0","  14.0","   1.0","   2.0","   0.0","  24.0","   1.0","  22.0","   0.0","   3.0","   0.0","   0.0","   3.0","   2.0","   0.0","   1.0","   0.0","   0.0","   0.0","   3.0","   0.0","  36.0","   2.0","   0.0","   0.0","  38.0","  19.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   3.0","   0.0","   0.0","   1.0","   0.0","   3.0","   0.0","   8.0","  11.0","  11.0","   1.0","   1.0","   0.0"," 255.0","   0.0","   0.0"," 239.0"," 270.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   1.0","   0.0","  34.0","   4.0","   9.0","   3.0","   0.0"," 226.0","   5.0","   2.0","   3.0","   0.0"," 115.0","   0.0","   0.0","   7.0"," 110.0","   2.0","  84.0","   0.0","   0.0","   3.0","   4.0","   1.0","   0.0","  40.0","   4.0","   0.0","   0.0","   0.0","   1.0","   0.0","   1.0","   0.0","   0.0","   5.0","   1.0","   0.0","   1.0","   2.0","   0.0","   1.0"
"1325.4",NA,NA," 159.5","   0.0","   1.0","   0.0","   0.0","   0.0","  21.0","   0.0","   1.0","  23.0","   0.0","  16.0","   0.0","  27.0","   0.0","  35.0","   0.0","   6.0","   4.0","   1.0","   2.0","   1.0","   0.0","   2.0","   0.0","   0.0","   0.0","   6.0","   0.0","  51.0","   0.0","   0.0","   0.0","  23.0","  14.0","   0.0","   1.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   2.0","   2.0","   0.0","  22.0","  20.0","  17.0","   4.0","   0.0","   0.0"," 393.0","   1.0","   0.0"," 249.0"," 383.0","   0.0","   0.0","   1.0","   1.0","   0.0","   0.0","   1.0","   0.0","  49.0","   8.0","  20.0","   4.0","   0.0"," 221.0","   5.0","  12.0","   0.0","   0.0"," 123.0","   0.0","   0.0","   7.0","  62.0","   2.0"," 143.0","   0.0","   0.0","  12.0","   4.0","   1.0","   0.0","  45.0","   3.0","   0.0","   0.0","   0.0","   0.0","   0.0","   3.0","   0.0","   0.0","   5.0","   1.0","   0.0","   3.0","   4.0","   0.0","   0.0"
"1353.7",NA,NA," 161.5","   0.0","   0.0","   0.0","   0.0","   0.0"," 235.0","   0.0","   1.0","  18.0","   1.0","  10.0","   1.0","  40.0","   0.0","  24.0","   0.0","  11.0","   0.0","   0.0","   2.0","   0.0","   0.0","   7.0","   0.0","   1.0","   1.0","   3.0","   1.0","  47.0","   2.0","   0.0","   1.0","  37.0","  13.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   2.0","   0.0","   1.0","   0.0","   1.0","   1.0","   0.0","  11.0","  10.0","   8.0","   1.0","   0.0","   0.0"," 351.0","   0.0","   0.0"," 329.0"," 283.0","   0.0","   0.0","   0.0","   4.0","   0.0","   0.0","   0.0","   1.0","  26.0","   9.0","  10.0","   3.0","   1.0"," 245.0","   7.0","  12.0","   0.0","   0.0","  52.0","   0.0","   1.0","  12.0"," 136.0","   0.0"," 101.0","   0.0","   2.0","   1.0","   1.0","   0.0","   0.0","  47.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   4.0","   0.0","   0.0","   4.0","   0.0","   0.0","   1.0","   1.0","   0.0","   0.0"
"1381.7",NA,NA," 163.5","   0.0","   0.0","   0.0","   0.0","   0.0"," 116.0","   0.0","   0.0","  11.0","   0.0","   3.0","   0.0","  25.0","   0.0","  17.0","   0.0","   1.0","   2.0","   0.0","   4.0","   0.0","   0.0","   5.0","   0.0","   0.0","   0.0","   3.0","   0.0","  52.0","   0.0","   1.0","   0.0","  24.0","  14.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   6.0","   0.0","   1.0","   1.0","   0.0","   3.0","   0.0","   3.0","   8.0","  13.0","   5.0","   0.0","   0.0"," 382.0","   1.0","   0.0"," 358.0"," 271.0","   0.0","   0.0","   1.0","   7.0","   0.0","   0.0","   1.0","   0.0","  27.0","   3.0","  12.0","   3.0","   0.0"," 212.0","  11.0","  19.0","   2.0","   0.0"," 138.0","   0.0","   0.0","  14.0","  81.0","   0.0","  91.0","   0.0","   0.0","   1.0","   3.0","   0.0","   0.0","  35.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   3.0","   0.0","   0.0","   5.0","   4.0","   0.0","   0.0","   2.0","   0.0","   0.0"
"1452.8",NA,NA," 168.5","   0.0","   0.0","   0.0","   0.0","   0.0","  74.0","   0.0","   0.0","  20.0","   0.0","  10.0","   0.0","  33.0","   0.0","  28.0","   0.0","   9.0","   1.0","   0.0","   3.0","   1.0","   0.0","   1.0","   0.0","   0.0","   0.0","   6.0","   0.0","  53.0","   0.0","   0.0","   0.0","  25.0","  18.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   3.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  12.0","   9.0","  14.0","   2.0","   0.0","   0.0"," 368.0","   0.0","   0.0"," 376.0"," 293.0","   0.0","   0.0","   2.0","   1.0","   0.0","   2.0","   0.0","   0.0","  37.0","  14.0","  19.0","   4.0","   0.0"," 223.0","   7.0","  19.0","   0.0","   0.0"," 110.0","   0.0","   0.0","  10.0","  43.0","   0.0","  93.0","   0.0","   0.0","   2.0","   6.0","   2.0","   0.0","  23.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   3.0","   1.0","   0.0","   6.0","   1.0","   0.0","   1.0"
"1525.5",NA,NA," 173.5","   0.0","   0.0","   0.0","   0.0","   0.0","  33.0","   0.0","   0.0","  22.0","   0.0","  11.0","   0.0","  22.0","   0.0","  16.0","   0.0","   2.0","   1.0","   0.0","   4.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   3.0","   0.0","  45.0","   0.0","   0.0","   0.0","   4.0","  18.0","   0.0","   0.0","   0.0","   0.0","   3.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   3.0","  10.0","  12.0","   3.0","   0.0","   0.0"," 526.0","   0.0","   0.0"," 302.0"," 293.0","   0.0","   0.0","   2.0","   3.0","   0.0","   0.0","   0.0","   0.0","  40.0","  11.0","   8.0","   1.0","   1.0"," 187.0","  16.0","  20.0","   0.0","   0.0","  96.0","   0.0","   0.0","   6.0","  86.0","   2.0","  47.0","   0.0","   1.0","   9.0","   2.0","   0.0","   0.0","  27.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   3.0","   0.0","   0.0","   6.0","   0.0","   0.0","   0.0","   3.0","   0.0","   0.0"
"1597.2",NA,NA," 178.5","   0.0","   0.0","   1.0","   1.0","   0.0"," 136.0","   0.0","   2.0","  29.0","   0.0","  12.0","   0.0","  34.0","   0.0","  36.0","   0.0","   6.0","   3.0","   1.0","   5.0","   0.0","   0.0","   3.0","   0.0","   0.0","   0.0","   2.0","   0.0","  81.0","   1.0","   0.0","   1.0","  12.0","  23.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   4.0","   0.0","   1.0","   2.0","   1.0","   1.0","   1.0","   1.0","   5.0","  15.0","   2.0","   0.0","   0.0"," 535.0","   0.0","   0.0"," 270.0"," 315.0","   0.0","   0.0","   0.0","   3.0","   0.0","   0.0","   0.0","   0.0","  53.0","   8.0","  10.0","   8.0","   0.0"," 201.0","  11.0","  12.0","   3.0","   0.0","  49.0","   0.0","   0.0","   5.0","  85.0","   3.0","  74.0","   0.0","   1.0","   3.0","   1.0","   3.0","   0.0","  23.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   7.0","   3.0","   0.0","   2.0","   7.0","   0.0","   1.0"
"1670.4",NA,NA," 183.5","   0.0","   0.0","   0.0","   0.0","   0.0"," 189.0","   0.0","   0.0","  26.0","   1.0","   6.0","   0.0","  31.0","   0.0","  27.0","   0.0","   2.0","   0.0","   2.0","   6.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   7.0","   0.0","  87.0","   0.0","   0.0","   1.0","  40.0","  15.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   1.0","   1.0","   0.0","   1.0","   0.0","   0.0","   9.0","  14.0","   1.0","   0.0","   0.0"," 495.0","   0.0","   0.0"," 289.0"," 298.0","   0.0","   0.0","   0.0","   4.0","   0.0","   0.0","   0.0","   0.0","  27.0","   2.0","  18.0","   3.0","   0.0"," 215.0","  23.0","  17.0","   2.0","   0.0"," 147.0","   0.0","   0.0","   9.0","  43.0","   1.0","  37.0","   1.0","   1.0","   1.0","   2.0","   7.0","   0.0","  17.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   3.0","   0.0","   0.0","   1.0","   1.0","   0.0","   1.0","   9.0","   0.0","   0.0"
"1744.0",NA,NA," 188.5","   0.0","   0.0","   0.0","   0.0","   0.0"," 560.0","   0.0","   1.0","  23.0","   1.0","   3.0","   0.0","  27.0","   0.0","  24.0","   0.0","   9.0","   0.0","   0.0","   1.0","   1.0","   0.0","   5.0","   0.0","   0.0","   0.0","   2.0","   0.0","  72.0","   1.0","   0.0","   3.0","  56.0","  21.0","   2.0","   1.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   3.0","   0.0","   0.0","   2.0","   0.0","   2.0","   0.0","   0.0","  14.0","  15.0","   3.0","   0.0","   0.0"," 507.0","   0.0","   0.0"," 252.0"," 242.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   2.0","   0.0","  32.0","   8.0","  16.0","   2.0","   0.0"," 252.0","  15.0","  18.0","   3.0","   0.0"," 110.0","   0.0","   0.0","  10.0","  41.0","   1.0","  61.0","   0.0","   1.0","   3.0","   1.0","  12.0","   0.0","   3.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   1.0","   0.0","   0.0","   5.0","   3.0","   0.0","   2.0","   6.0","   0.0","   0.0"
"1817.4",NA,NA," 193.5","   0.0","   0.0","   1.0","   0.0","   0.0"," 264.0","   0.0","   0.0","  19.0","   1.0","   9.0","   0.0","  29.0","   0.0","  38.0","   0.0","   4.0","   1.0","   0.0","   1.0","   1.0","   0.0","   1.0","   0.0","   0.0","   1.0","   5.0","   0.0","  80.0","   0.0","   0.0","   0.0","  26.0","  10.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  12.0","  21.0","   2.0","   0.0","   0.0"," 658.0","   0.0","   0.0"," 230.0"," 271.0","   0.0","   0.0","   1.0","   6.0","   1.0","   1.0","   1.0","   0.0","  29.0","   9.0","  12.0","   1.0","   0.0"," 247.0","  21.0","  21.0","   4.0","   0.0","  71.0","   0.0","   0.0","  11.0","  38.0","   0.0","  33.0","   0.0","   1.0","   2.0","   0.0","   2.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   3.0","   0.0","   0.0","   3.0","   0.0","   0.0","   0.0","   7.0","   0.0","   0.0"
"1890.9",NA,NA," 198.5","   0.0","   0.0","   0.0","   0.0","   0.0","3706.0","   0.0","   0.0","  29.0","   1.0","  10.0","   0.0","  37.0","   0.0"," 101.0","   0.0","   7.0","   0.0","   1.0","   3.0","   2.0","   0.0","   5.0","   0.0","   0.0","   0.0","   6.0","   0.0"," 161.0","   0.0","   0.0","   0.0","  56.0","   6.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   3.0","   0.0","   0.0","   1.0","   0.0","   3.0","   0.0","   1.0","  20.0","  12.0","   1.0","   0.0","   0.0"," 659.0","   0.0","   0.0"," 239.0"," 161.0","   0.0","   0.0","   1.0","   1.0","   0.0","   0.0","   1.0","   0.0","  24.0","   3.0","   7.0","   6.0","   0.0"," 232.0","  10.0","  12.0","   3.0","   0.0","  50.0","   0.0","   0.0","  10.0","  17.0","   0.0","  23.0","   0.0","   0.0","   4.0","   2.0","   8.0","   0.0","   4.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   3.0","   1.0","   0.0","   5.0","  12.0","   0.0","   0.0"
" 1948.8",NA,NA,"  203.5","    0.0","    0.0","    0.0","    0.0","    0.0","18564.0","    0.0","    0.0","   24.0","    2.0","    3.0","    0.0","   29.0","    0.0","   66.0","    0.0","    6.0","    0.0","    2.0","    5.0","    1.0","    0.0","    6.0","    0.0","    0.0","    0.0","    4.0","    0.0","   99.0","    0.0","    0.0","    0.0","   19.0","   15.0","    0.0","    0.0","    0.0","    0.0","    3.0","    0.0","    0.0","    0.0","    0.0","    2.0","    1.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","   12.0","   11.0","    5.0","    0.0","    0.0","  190.0","    0.0","    0.0","  292.0","  242.0","    0.0","    0.0","    2.0","    7.0","    1.0","    0.0","    1.0","    0.0","   47.0","    1.0","    7.0","    3.0","    0.0","  186.0","   21.0","   27.0","    3.0","    1.0","   59.0","    0.0","    0.0","   15.0","   59.0","    1.0","   19.0","    0.0","    0.0","    4.0","    7.0","    5.0","    0.0","    7.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    1.0","    0.0","    0.0","    5.0","    0.0","    0.0","    2.0","   13.0","    0.0","    0.0"
"1999.5",NA,NA," 208.5","   0.0","   0.0","   0.0","   0.0","   0.0","2530.0","   0.0","   0.0","  25.0","   0.0","   9.0","   0.0","  22.0","   0.0"," 193.0","   0.0","   7.0","   0.0","   1.0","   1.0","   0.0","   0.0","   3.0","   0.0","   0.0","   0.0","   5.0","   0.0"," 197.0","   0.0","   0.0","   0.0","  57.0","   7.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   7.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   6.0","  22.0","   3.0","   0.0","   0.0","   0.0"," 631.0","   0.0","   0.0","  59.0"," 105.0","   0.0","   0.0","   0.0","   2.0","   0.0","   1.0","   0.0","   0.0","  11.0","   1.0","   9.0","   3.0","   0.0"," 269.0","   7.0","  24.0","   1.0","   0.0","  12.0","   0.0","   0.0","   9.0","  17.0","   1.0","  12.0","   0.0","   0.0","   1.0","   4.0","  11.0","   0.0","   1.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   8.0","   0.0","   0.0"
"2049.8",NA,NA," 213.5","   0.0","   0.0","   0.0","   0.0","   0.0"," 209.0","   0.0","   0.0","  22.0","   1.0","   7.0","   0.0","  19.0","   0.0"," 186.0","   0.0","   1.0","   0.0","   1.0","   3.0","   4.0","   0.0","   3.0","   0.0","   0.0","   1.0","   6.0","   0.0"," 236.0","   0.0","   0.0","   1.0","  21.0","   3.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   3.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","  22.0","   9.0","   1.0","   1.0","   0.0"," 847.0","   1.0","   0.0","  54.0"," 132.0","   0.0","   0.0","   0.0","   3.0","   0.0","   0.0","   1.0","   0.0","   7.0","   3.0","   6.0","   1.0","   0.0"," 239.0","  19.0","  36.0","   3.0","   0.0","   6.0","   0.0","   0.0","  16.0","  26.0","   0.0","   3.0","   0.0","   0.0","   7.0","   3.0","   7.0","   0.0","   3.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   7.0","   0.0","   0.0"
"2099.7",NA,NA," 218.5","   0.0","   0.0","   0.0","   0.0","   0.0"," 959.0","   0.0","   0.0","  18.0","   1.0","   9.0","   0.0","  20.0","   0.0"," 161.0","   0.0","   8.0","   0.0","   0.0","   3.0","   0.0","   0.0","   8.0","   0.0","   0.0","   0.0","   6.0","   0.0"," 202.0","   0.0","   0.0","   0.0","  14.0","   9.0","   0.0","   0.0","   0.0","   0.0","   2.0","   1.0","   0.0","   0.0","   1.0","   2.0","   0.0","   2.0","   2.0","   0.0","   0.0","   0.0","   3.0","  26.0","   3.0","   1.0","   0.0","   0.0"," 559.0","   0.0","   0.0","  59.0","  84.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  16.0","   2.0","   9.0","   3.0","   0.0"," 319.0","  21.0","  36.0","   3.0","   0.0","  11.0","   0.0","   0.0","   7.0","  17.0","   2.0","  11.0","   0.0","   0.0","   4.0","   2.0","   1.0","   0.0","   5.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   3.0","   0.0","   0.0"
"2149.3",NA,NA," 223.5","   0.0","   0.0","   0.0","   0.0","   1.0","3316.0","   0.0","   0.0","  21.0","   0.0","  11.0","   0.0","  28.0","   0.0"," 163.0","   0.0","   4.0","   0.0","   0.0","   4.0","   0.0","   0.0","   6.0","   0.0","   0.0","   0.0","   2.0","   0.0"," 204.0","   1.0","   0.0","   0.0","   5.0","  12.0","   0.0","   1.0","   0.0","   0.0","   3.0","   0.0","   0.0","   0.0","   0.0","   4.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   2.0","  24.0","   9.0","   3.0","   0.0","   0.0"," 680.0","   0.0","   0.0","  72.0"," 126.0","   0.0","   0.0","   0.0","   9.0","   0.0","   0.0","   0.0","   0.0","  12.0","   1.0","  10.0","   5.0","   0.0"," 293.0","  15.0","  31.0","   5.0","   0.0","   4.0","   0.0","   0.0","   6.0","  28.0","   1.0","   4.0","   0.0","   0.0","   6.0","   3.0","   2.0","   0.0","   1.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   1.0","   0.0","   7.0","   0.0","   0.0","   1.0","   3.0","   0.0","   0.0"
"2188.5",NA,NA," 227.5","   0.0","   0.0","   0.0","   0.0","   0.0"," 482.0","   0.0","   0.0","  22.0","   0.0","  14.0","   0.0","  30.0","   0.0"," 163.0","   0.0","   5.0","   0.0","   1.0","   6.0","   0.0","   0.0","   3.0","   0.0","   0.0","   0.0","   3.0","   0.0"," 190.0","   0.0","   0.0","   0.0","   3.0","   7.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","  11.0","   0.0","   1.0","   0.0","   0.0","   1.0","   0.0","   4.0","  20.0","   7.0","   1.0","   2.0","   0.0"," 363.0","   0.0","   0.0","  66.0"," 110.0","   0.0","   0.0","   0.0","   2.0","   0.0","   1.0","   0.0","   0.0","  13.0","   3.0","   7.0","   2.0","   0.0"," 318.0","   8.0","  19.0","   0.0","   0.0","   8.0","   0.0","   0.0","   3.0","  16.0","   0.0","  19.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   3.0","   0.0","   0.0","   1.0","   2.0","   0.0","   0.0"
"2210.90",NA,NA," 229.75","   0.00","   0.00","   0.00","   0.00","   0.00"," 932.00","   0.00","   1.00","  16.00","   2.00","  11.00","   0.00","  27.00","   0.00"," 127.00","   0.00","   4.00","   0.00","   0.00","   7.00","   0.00","   0.00","   5.00","   0.00","   0.00","   0.00","   5.00","   0.00"," 165.00","   0.00","   0.00","   0.00","   3.00","  16.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   5.00","   0.00","   0.00","   8.00","   3.00","   8.00","   0.00","   0.00"," 715.00","   0.00","   0.00"," 181.00"," 182.00","   0.00","   1.00","   0.00","   5.00","   0.00","   1.00","   2.00","   0.00","  13.00","   7.00","  13.00","   0.00","   1.00"," 343.00","  25.00","  29.00","   1.00","   0.00","  25.00","   0.00","   0.00","  20.00","  34.00","   0.00","   7.00","   0.00","   0.00","   6.00","   6.00","   3.00","   0.00","   1.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   3.00","   1.00","   0.00","  10.00","   1.00","   0.00","   0.00","   2.00","   0.00","   0.00"
"2287.5",NA,NA," 237.5","   0.0","   0.0","   0.0","   0.0","   0.0","3667.0","   0.0","   4.0","  19.0","   0.0","   6.0","   0.0","  21.0","   0.0","  72.0","   0.0","   9.0","   0.0","   0.0","   7.0","   1.0","   0.0","   3.0","   0.0","   0.0","   0.0","   6.0","   0.0"," 132.0","   0.0","   0.0","   0.0","  12.0","  16.0","   1.0","   2.0","   0.0","   0.0","   5.0","   1.0","   0.0","   0.0","   0.0","   4.0","   0.0","   1.0","   1.0","   0.0","   1.0","   0.0","   2.0","  21.0","   3.0","   2.0","   0.0","   0.0"," 262.0","   0.0","   0.0"," 169.0"," 102.0","   0.0","   0.0","   0.0","   2.0","   0.0","   1.0","   0.0","   0.0","  14.0","  11.0","  10.0","   6.0","   1.0"," 362.0","  13.0","   9.0","   0.0","   0.0","  24.0","   0.0","   0.0","  10.0","  30.0","   1.0","  29.0","   0.0","   1.0","   3.0","   0.0","   1.0","   0.0","   3.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   3.0","   0.0","   0.0","   4.0","   5.0","   0.0","   0.0"
