"age_Calibrated_radiocarbon_years_BP","ageolder_BP","ageyounger_BP","depth","Abies","Acanthus","Acer","Aizoaceae t.","Alchemilla t.","Alismataceae","Alnus","Amaranthaceae undif.","Ambrosia t.","Anagallis t.","Anthoceros t.","Apiaceae undif.","Araceae","Arbutus","Artemisia","Asphodelus/Asphodeline","Asteroideae undif.","Atropa-type","Berberis-type","Betula","Betulaceae undif.","Brassicaceae","Bryonia","Buxus","Callitriche","Campanulaceae","Cannabaceae undif.","Cardueae undif.","Carya","Caryophyllaceae undif.","Castanea","Cedrus","Centaurea","Ceratonia","Cercis","Cichorieae","Cistaceae","Convolvulaceae","Corylus","Crassulaceae","Cryptogramma-type","Cupressaceae","Cuscuta","Cyclamen","Cyperaceae","Dioscorea","Dipsacaceae","Echium t.","Ephedra","Erica t.","Eucalyptus","Euphorbia t.","Fabaceae Undif.","Fagus","Fern","Ficus","Fraxinus","Fumaria","Galium t.","Genisteae","Gentiana t.","Geranium","Hedera","Hypecoum","Hypericum undif.","Indeterminable","IsoÃ«tes","Juglans","Juncaceae","Lamiaceae undif.","Lavatera","Lemnaceae","Linum t.","Lotus t.","Lycopodium spike","Lythrum","Matthiola","Mercurialis","Morus","Myriophyllum spicatum/verticillatum t.","Myrtus","Nerium","Olea t.","Onagraceae","Ononis t.","Oxalis","Paeonia","Papaver t.","Persicaria t.","Petaloid monocot","Phillyrea","Pilularia","Pinus undif.","Pistacia","Plantago","Platanus","Poaceae","Poaceae (Cerealia-type)","Polygonum t.","Polypodium-type","Populus","Potamogeton","Potentilla t.","Primula","Prunus t.","Pteridophyta (monolete)","Punica granatum","Quercus deciduous","Quercus evergreen","Quercus undif.","Ranunculaceae undif.","Rhamnus","Ribes","Riccia-type","Rosa t.","Rosaceae undif.","Rumex subg. Emex","Rumex t.","Ruppia","Salix","Sambucus","Sarcopoterium","Saxifragaceae","Scrophulariaceae undif.","Secale","Smilax","Solanum","Spergularia t.","Sphagnum-type","Styrax","Tamarix","Taxus","Thalictrum","Theligonum","Thymelaeaceae undif.","Tilia","Trifolium t.","Typha","Ulmus t.","Urtica t.","Utricularia","Valeriana t.","Viburnum","Vicia/Lathyrus","Vitex","Vitis"
"6089.0",NA,NA," 944.2","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   3.0","  14.0","   0.0","   0.0","   5.0","  19.0","   0.0","   0.0","   3.0","   0.0","  23.0","   0.0","   0.0","   0.0","   4.0","   5.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   4.0","   0.0","   0.0","   0.0","   0.0","   0.0","  21.0","   5.0","   0.0","   3.0","   2.0","   4.0","  10.0","   0.0","   0.0","  21.0","   0.0","   0.0","   0.0","   0.0","   6.0","   0.0","   1.0","   0.0","   0.0","   1.0","   1.0","   4.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   8.0","   0.0","   0.0","   0.0","   0.0","  45.0","   0.0","   0.0","   0.0","   1.0","1694.0","   0.0","   0.0","   0.0","   2.0","   1.0","   0.0","   0.0","  16.0","   0.0","   0.0","   3.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   9.0","   8.0","   6.0","   0.0","  37.0","  14.0","   0.0","   0.0","   1.0","   1.0","   0.0","   0.0","   0.0","   6.0","   0.0","  60.0","  84.0","  10.0","   4.0","   0.0","   0.0","   0.0","   3.0","   0.0","   0.0","  12.0","   0.0","   0.0","   0.0","   6.0","   4.0","  15.0","   5.0","   0.0","   0.0","   0.0","   0.0","   1.0","   5.0","   0.0","   1.0","   0.0","   0.0","   1.0","   0.0","   2.0","   2.0","   5.0","   0.0","   0.0","   0.0","   0.0","   4.0","   8.0"
"6185.0",NA,NA," 954.2","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","  20.0","   0.0","   0.0","   0.0","  11.0","   0.0","   0.0","   2.0","   0.0","   9.0","   0.0","   0.0","   1.0","   2.0","   9.0","   0.0","   0.0","   0.0","   0.0","   0.0","   4.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  19.0","   5.0","   0.0","   1.0","   0.0","   2.0","   1.0","   0.0","   0.0","  10.0","   0.0","   0.0","   0.0","   0.0","   6.0","   0.0","   2.0","   1.0","   0.0","   4.0","   0.0","   1.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   2.0","   0.0","   0.0","  32.0","   0.0","   0.0","   0.0","   8.0","1161.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   6.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   3.0","   0.0","   0.0","   8.0","  17.0","   8.0","   3.0","  39.0","  12.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  45.0"," 152.0","   0.0","   4.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  10.0","   0.0","   1.0","   0.0","   3.0","   4.0","  16.0","   3.0","   0.0","   0.0","   0.0","   0.0","   1.0","   3.0","   0.0","   0.0","   3.0","   0.0","   1.0","   0.0","   0.0","   1.0","   3.0","   0.0","   0.0","   0.0","   0.0","   3.0","  17.0"
"6264.0",NA,NA," 962.1","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  14.0","   0.0","   0.0","   2.0","   7.0","   0.0","   0.0","  11.0","   0.0","   9.0","   0.0","   0.0","   0.0","   2.0","  14.0","   0.0","   0.0","   1.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  25.0","   4.0","   0.0","   0.0","   0.0","   0.0","   6.0","   0.0","   0.0","   7.0","   0.0","   0.0","   0.0","   0.0","   3.0","   0.0","   0.0","   1.0","   0.0","   4.0","   0.0","   4.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  36.0","   0.0","   0.0","   0.0","   7.0"," 110.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   3.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   1.0","   2.0","   0.0","   7.0","  14.0","   5.0","   0.0","  24.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  50.0"," 185.0","  10.0","   5.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","  11.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   6.0","   0.0","   0.0","   6.0","   0.0","   0.0","   0.0","   0.0","   1.0","   4.0","   1.0","   0.0","   0.0","   0.0","   0.0","  24.0"
"6349.0",NA,NA," 971.4","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   3.0","  12.0","   0.0","   0.0","   0.0","   7.0","   0.0","   0.0","   0.0","   0.0","   8.0","   0.0","   0.0","   0.0","   0.0","  21.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  11.0","   3.0","   0.0","   0.0","   0.0","   3.0","   3.0","   0.0","   0.0","   4.0","   0.0","   0.0","   0.0","   0.0","   5.0","   0.0","   0.0","   0.0","   0.0","   5.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   3.0","   0.0","   0.0","   0.0","   0.0","  95.0","   0.0","   0.0","   0.0","   3.0"," 666.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   1.0","   0.0","   1.0","   0.0","   1.0","   4.0","   0.0","   4.0","  19.0","   2.0","   0.0","  17.0","   9.0","   0.0","   0.0","   3.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","  54.0"," 132.0","   6.0","   4.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   4.0","   1.0","   1.0","   0.0","   3.0","   5.0","  21.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   2.0","   0.0","   1.0","   2.0","   0.0","   0.0","   0.0","   0.0","   1.0","   3.0","   0.0","   0.0","   0.0","   0.0","   3.0","  26.0"
"6440.0",NA,NA," 980.4","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   1.0","   0.0","  10.0","   0.0","   0.0","   0.0","   0.0","  16.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   1.0","   0.0","   0.0","   0.0","   0.0","   3.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   7.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  38.0","   0.0","   0.0","   0.0","   9.0"," 425.0","   0.0","   0.0","   3.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","  11.0","   5.0","   3.0","   3.0","   6.0","   3.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","  67.0"," 263.0","  10.0","   4.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   2.0","  13.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   1.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","  28.0"
"6647.0",NA,NA," 997.9","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   8.0","   0.0","   0.0","   1.0","   7.0","   0.0","   0.0","   0.0","   0.0","  13.0","   0.0","   0.0","   0.0","   2.0","   7.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  29.0","   4.0","   0.0","   1.0","   0.0","   1.0","   3.0","   0.0","   0.0","   7.0","   0.0","   1.0","   0.0","   0.0","   4.0","   0.0","   1.0","   4.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   1.0","   0.0","   1.0","   0.0","   3.0","   0.0","   3.0","   0.0","   0.0","  32.0","   0.0","   0.0","   0.0","   5.0"," 836.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   3.0","   7.0","   0.0","   5.0","   3.0","   3.0","   0.0","  22.0","   6.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   1.0","   0.0","  31.0"," 202.0","   1.0","   6.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   7.0","   0.0","   1.0","   0.0","   0.0","  10.0","  17.0","   5.0","   0.0","   0.0","   0.0","   0.0","   1.0","  15.0","   0.0","   1.0","   1.0","   0.0","   0.0","   1.0","   0.0","   0.0","   6.0","   0.0","   0.0","   0.0","   0.0","   2.0","  22.0"
"6767.0",NA,NA,"1006.9","   0.0","   0.0","   0.0","   0.0","   1.0","   1.0","   0.0","   2.0","   0.0","   0.0","   0.0","   5.0","   0.0","   0.0","   2.0","   0.0","   2.0","   0.0","   0.0","   0.0","   1.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  13.0","   0.0","   0.0","   3.0","   0.0","   0.0","   0.0","   0.0","   0.0","   5.0","   0.0","   0.0","   0.0","   1.0","   3.0","   0.0","   1.0","   0.0","   0.0","   2.0","   0.0","   6.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","  12.0","   3.0","   0.0","   0.0","  11.0","   0.0","   0.0","   0.0","   0.0"," 341.0","   0.0","   0.0","  14.0","   0.0","   1.0","   0.0","   0.0","   3.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   1.0","  20.0","   0.0","   4.0","   4.0","   9.0","   2.0","  32.0","   3.0","   0.0","   0.0","   0.0","   4.0","   0.0","   0.0","   0.0","   1.0","   0.0"," 123.0"," 306.0","  12.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   4.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   6.0","   0.0","   0.0","   0.0","   0.0","   1.0","  28.0"
"6911.0",NA,NA,"1016.9","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   6.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   4.0","   0.0","   4.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   5.0","   3.0","   0.0","   6.0","   4.0","   0.0","   0.0","   0.0","   0.0","   4.0","   0.0","   0.0","   0.0","   0.0","   4.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","  20.0","   0.0","   0.0","   0.0","   6.0","   1.0","   0.0","   0.0","  10.0","   0.0","   1.0","   0.0","   0.0","  57.0","   0.0","   0.0","   0.0","   0.0"," 411.0","   0.0","   1.0","   8.0","   0.0","   0.0","   0.0","   0.0","   3.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","  22.0","   0.0","   0.0","  13.0","   4.0","   0.0","  18.0","  10.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  94.0"," 158.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   4.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   1.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   8.0","  18.0"
"7015.0",NA,NA,"1023.9","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   9.0","   0.0","   0.0","   0.0","   5.0","   0.0","   0.0","   4.0","   1.0","   1.0","   0.0","   1.0","   0.0","   1.0","   4.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   5.0","   1.0","   0.0","   3.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   1.0","   2.0","   0.0","   2.0","   2.0","  14.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   9.0","   0.0","   0.0","   0.0","   6.0","   0.0","   0.0","   0.0","   0.0"," 197.0","   0.0","   0.0","   9.0","   0.0","   0.0","   0.0","   0.0","   3.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  38.0","   0.0","   5.0","  13.0","  16.0","   0.0","  25.0","   3.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","  93.0"," 235.0","  14.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   4.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","  20.0"
"7106.0",NA,NA,"1029.9","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   6.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   3.0","   1.0","   4.0","   0.0","   0.0","   0.0","   1.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   9.0","   3.0","   0.0","   4.0","   3.0","   1.0","   0.0","   0.0","   0.0","   4.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   4.0","   5.0","   0.0","  15.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   3.0","   0.0","   4.0","   0.0","   0.0","  53.0","   0.0","   0.0","   0.0","   0.0"," 645.0","   0.0","   0.0","  13.0","   0.0","   0.0","   0.0","   0.0","   5.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","  29.0","   0.0","   1.0","  14.0","   1.0","   0.0","  21.0","  10.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","  78.0"," 115.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   3.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   2.0","   2.0","   0.0","   0.0","   1.0","   9.0","   2.0","   1.0","   0.0","   0.0","   0.0","   0.0","   3.0","  27.0"
"7166.0",NA,NA,"1033.9","   1.0","   0.0","   0.0","   0.0","   0.0","   1.0","   1.0","   6.0","   0.0","   0.0","   2.0","   9.0","   0.0","   0.0","   0.0","   1.0","   1.0","   0.0","   0.0","   0.0","   0.0","   4.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  19.0","   1.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   5.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   3.0","   2.0","   0.0","   6.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","  13.0","   8.0","   0.0","   0.0","   8.0","   0.0","   0.0","   0.0","   0.0"," 457.0","   0.0","   0.0","   3.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","  40.0","   0.0","   2.0","  17.0","   7.0","   0.0","  31.0","   3.0","   0.0","   0.0","   0.0","   5.0","   0.0","   0.0","   1.0","   1.0","   0.0","  65.0"," 201.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   2.0","   9.0"
"7284.0",NA,NA,"1041.9","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   3.0","   3.0","   0.0","   0.0","   1.0","  12.0","   0.0","   0.0","   3.0","   0.0","   3.0","   0.0","   2.0","   0.0","   0.0","   4.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   9.0","   2.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   3.0","   0.0","   0.0","   0.0","   0.0","   3.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   6.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  15.0","   0.0","   0.0","   0.0","   5.0","   0.0","   0.0","   0.0","   1.0"," 269.0","   0.0","   0.0","   1.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  27.0","   0.0","   2.0","  21.0","   6.0","   0.0","  38.0","   1.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   1.0","   0.0","  98.0"," 217.0","   9.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   1.0","   1.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","  25.0"
"7345.0",NA,NA,"1046.1","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   9.0","   0.0","   0.0","   3.0","  15.0","   0.0","   0.0","   5.0","   0.0","   7.0","   0.0","   0.0","   1.0","   0.0","   8.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  10.0","   5.0","   0.0","   4.0","   1.0","   0.0","   1.0","   0.0","   0.0","   4.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   1.0","   0.0","   0.0","   7.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   1.0","   0.0","   0.0","  53.0","   0.0","   0.0","   0.0","   0.0"," 498.0","   0.0","   0.0","  11.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  35.0","   0.0","   0.0","  31.0","   2.0","   0.0","  30.0","  19.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","  69.0"," 103.0","   0.0","   1.0","   0.0","   0.0","   1.0","   1.0","   0.0","   0.0","   0.0","   0.0","   1.0","   1.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   1.0","   1.0","   1.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   1.0","  34.0"
"7449.0",NA,NA,"1053.5","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   8.0","   0.0","   0.0","   0.0","   6.0","   0.0","   0.0","   1.0","   2.0","   2.0","   0.0","   0.0","   0.0","   1.0","   8.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   3.0","   0.0","   0.0","   1.0","   0.0","   0.0","   3.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   8.0","   0.0","   0.0","   2.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","  38.0","   0.0","   0.0","   0.0","  10.0"," 365.0","   0.0","   0.0","   2.0","   0.0","   2.0","   0.0","   0.0","   1.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   8.0","   0.0","   2.0","  10.0","   0.0","   0.0","  27.0","   8.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","  40.0"," 250.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   4.0","   0.0","   0.0","   2.0","   0.0","   3.0","   5.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   5.0","   0.0","   0.0","   1.0","   0.0","   1.0","   0.0","   0.0","   2.0","   1.0","   0.0","   0.0","   0.0","   0.0","   2.0","  34.0"
"7572.0",NA,NA,"1062.5","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   4.0","   0.0","   0.0","   0.0","   8.0","   0.0","   0.0","   0.0","   0.0","   3.0","   0.0","   0.0","   1.0","   0.0","  21.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  10.0","   0.0","   0.0","   2.0","   0.0","   0.0","   6.0","   0.0","   0.0","   4.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   3.0","   0.0","   1.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  28.0","   0.0","   0.0","   0.0","   6.0"," 508.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   7.0","   0.0","   3.0","  20.0","   3.0","   0.0","  24.0","   6.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","  55.0"," 212.0","   3.0","   4.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   1.0","  15.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","  28.0"
"7693.0",NA,NA,"1071.5","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   6.0","   0.0","   0.0","   1.0","   6.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   2.0","   7.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   1.0","   0.0","   8.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   8.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   1.0","   0.0","   1.0","   0.0","   4.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   3.0","   0.0","   0.0","   0.0","   0.0","  12.0","   0.0","   0.0","   0.0","   2.0"," 277.0","   0.0","   0.0","   0.0","   0.0","   9.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","  15.0","   0.0","   3.0","  25.0","   1.0","   0.0","  26.0","  10.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   2.0","   0.0","  32.0"," 291.0","   7.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   2.0","   3.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","  15.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   1.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","  17.0"
"7806.0",NA,NA,"1080.1","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   7.0","   0.0","   0.0","   0.0","  26.0","   0.0","   0.0","   1.0","   0.0","  12.0","   0.0","   0.0","   0.0","   1.0","  26.0","   0.0","   0.0","   0.0","   1.0","   3.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   7.0","   4.0","   0.0","   3.0","   1.0","   0.0","   5.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   1.0","   4.0","   0.0","   1.0","   2.0","   0.0","   2.0","   0.0","  15.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   4.0","   0.0","   6.0","   0.0","   0.0","  24.0","   0.0","   0.0","   0.0","   0.0"," 340.0","   0.0","   0.0","   0.0","   0.0","  23.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","  13.0","   0.0","   2.0","  19.0","   3.0","   2.0","  30.0","   7.0","   0.0","   0.0","   3.0","   2.0","   0.0","   0.0","   2.0","   0.0","   0.0","  45.0"," 138.0","   2.0","   8.0","   0.0","   0.0","   0.0","   5.0","   0.0","   0.0","   0.0","   0.0","   3.0","   1.0","   1.0","   3.0","   4.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   3.0","   2.0","   0.0","   0.0","   0.0","   0.0","   2.0","  21.0"
