"age_Calendar_years_BP","ageolder_BP","ageyounger_BP","depth","Sample quantity","Abies","Acer","Algae","Alismataceae","Alnus","Amaranthaceae undif.","Ambrosia t.","Anthemideae","Anthoceros t.","Apiaceae undif.","Apium t.","Arbutus","Artemisia","Asphodelus t.","Asteroideae undif.","Betula","Betulaceae undif.","Boraginaceae undif.","Brassicaceae","Bryonia","Buxus","Callitriche","Campanulaceae","Cannabis","Cardueae undif.","Carpinus","Caryophyllaceae undif.","Castanea","Centaurea","Ceratonia","Chamaerops","Cichorieae","Cistaceae","Convolvulaceae","Cornus","Corylus","Crassulaceae","Cupressaceae","Cyperaceae","Dipsacaceae","Echium t.","Elaeagnus","Ephedra","Erica t.","Euphorbia t.","Fabaceae Undif.","Fagopyrum","Fagus","Fern","Fern-Lycopodiaceae","Ficus","Filipendula t.","Fraxinus","Fungi","Galium t.","Genisteae","Gentiana t.","Geranium","Hedera","Hypericum undif.","IsoÃ«tes","Lamiaceae undif.","Linum t.","Loranthus","Lotus t.","Lycopodium spike","Lycopodium tablets","Lythrum","Mercurialis","Morus","Myriophyllum undif.","Myrtus","Nerium","Nuphar","Olea t.","Onagraceae","Ononis t.","Papaver t.","Paronychieae","Petaloid monocot","Phillyrea","Pinus undif.","Pistacia","Plantago","Plumbaginaceae","Poaceae","Poaceae (Cerealia-type)","Polygonum t.","Populus","Potamogeton","Potentilla t.","Primula","Protist","Prunus t.","Pseudoschizaea","Quercus deciduous","Quercus evergreen","Quercus subgen. Cerris","Ranunculaceae undif.","Resedaceae undiff.","Rhamnus","Riccia","Rosa t.","Rosaceae undif.","Rumex t.","Ruppia","Salix","Sambucus","Sanguisorba t.","Saxifragaceae","Scrophulariaceae undif.","Secale","Sparganium","Spergularia t.","Styrax","Tamarix","Taxus","Thalictrum","Theligonum","Thymelaeaceae undif.","Tilia","Trifolium t.","Ulmus t.","Urtica t.","Utricularia","Valeriana t.","Valerianella","Vitis"
" 5429",NA,NA,"  650","    1","    0","    0","    0","    0","   12","   47","    0","    1","    2","    5","    1","    0","   25","    1","   14","    0","    0","    0","   11","    0","    0","    0","    0","    0","    3","    0","    0","    0","    0","    0","    3","   31","   21","    0","    4","    4","    0","   15","    0","    0","    0","    0","    2","  180","    0","    0","    0","    2","    2","    1","    0","    0","    3","    1","    0","    0","    0","    0","    0","    2","    0","    2","    0","    0","    6","  838","62545","    0","    0","    0","    0","    1","    0","    1","    1","    0","    0","    0","    0","    1","    1","    4","   42","    3","    0","   20","    0","    0","    1","    1","    0","    1","   51","    2","    0","   30","   20","    1","    2","    0","    0","    0","    2","    2","   13","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    2"
" 5520",NA,NA,"  660","    1","    0","    0","    0","    0","   17","   48","    0","    0","    4","    4","    0","    0","   19","    1","    6","    1","    1","    0","    4","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    3","   26","   16","    0","    4","    2","    0","   12","    8","    0","    0","    0","    0","  162","    0","    0","    0","    2","   12","    2","    0","    0","    3","    1","    0","    0","    0","    0","    0","    0","   37","   10","    0","    0","    5","  546","62545","    0","    0","    0","    0","    1","    0","    8","    4","    0","    0","    0","    0","    1","    2","    4","   36","    3","    1","   38","    1","    0","    2","    3","    0","    0","  113","    3","    0","   31","   22","    8","    1","    0","    0","    0","    0","    1","    8","    0","    2","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    1","    1","    0","    0","    0","    2"
" 5610",NA,NA,"  670","    1","    1","    0","    0","    0","   13","   52","    0","    0","    2","    0","    1","    0","   11","    0","   11","    1","    0","    0","    9","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    2","    8","   10","    1","    4","    0","    0","   20","   12","    0","    0","    0","    1","  155","    0","    0","    0","    0","    7","    1","    0","    0","    3","    3","    0","    0","    0","    0","    0","    0","   57","    7","    0","    0","    7","  461","62545","    0","    0","    1","    0","    0","    0","    0","    5","    0","    0","    0","    0","    0","    1","    6","   55","    6","    0","   69","    1","    0","    0","    1","    0","    0","   29","    1","    0","   57","   16","    9","    0","    0","    0","    0","    5","    5","    6","    0","    8","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1"
" 5699",NA,NA,"  680","    1","    1","    0","    0","    0","   11","   43","    0","    1","    6","    0","    0","    0","   29","    0","    7","    0","    1","    1","    2","    0","    0","    0","    0","    0","    1","    0","    1","    0","    0","    0","    0","   19","   20","    0","    0","    0","    0","   21","   18","    0","    0","    0","    0","  156","    0","    1","    0","    0","    1","    1","    0","    0","    0","    2","    0","    0","    0","    0","    0","    0","   47","    7","    0","    0","    8","  450","62545","    0","    0","    0","    0","    1","    0","    0","    5","    0","    0","    0","    0","    0","    1","    4","   74","    6","    0","   34","    0","    0","    2","    0","    0","    0","   40","    0","    0","   24","   12","    4","    3","    0","    0","    0","    0","    2","    4","    0","    4","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    3"
" 5789",NA,NA,"  690","    1","    0","    0","    0","    0","    7","   50","    0","    2","    3","    2","    1","    0","   21","    2","    4","    1","    0","    0","    4","    0","    1","    0","    0","    0","    1","    0","    0","    0","    0","    0","    2","   12","   16","    0","    2","    2","    0","   14","   16","    0","    0","    0","    0","  223","    0","    0","    0","    4","    3","    0","    0","    0","    0","    9","    1","    0","    0","    0","    0","    1","   68","    5","    0","    0","    6","  531","62545","    0","    0","    0","    0","    2","    0","    1","    2","    0","    0","    0","    0","    0","    0","    4","   40","    2","    0","   33","    1","    0","    3","   11","    0","    0","   50","    2","    0","   45","    6","    2","    1","    0","    0","    0","    6","    3","    5","    0","   10","    0","    0","    1","    0","    0","    1","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0"
" 5967",NA,NA,"  710","    1","    0","    0","    0","    0","    2","   23","    0","    4","    8","    5","    0","    0","   38","    0","   15","    0","    2","    1","    1","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","   62","   26","    0","    0","    3","    1","    8","   16","    0","    1","    0","    0","  107","    0","    0","    0","    0","    3","    0","    0","    0","    2","   27","    3","    0","    0","    0","    0","    0","  109","    6","    2","    0","    2","  569","62545","    1","    0","    0","    0","    0","    0","    2","    2","    0","    0","    0","    0","    0","    0","    4","   41","    4","    0","   53","    0","    0","    0","    0","    0","    0","  347","    0","    0","   51","    7","    7","    0","    0","    0","    0","    0","    0","    5","    2","    8","    0","    0","    0","    0","    0","    0","    0","    0","    2","    0","    1","    0","    0","    0","    0","    2","    1","    0","    0","    0","    0"
" 6056",NA,NA,"  720","    1","    0","    0","    0","    0","    4","   22","    1","    2","    5","    6","    0","    0","   10","    2","   11","    1","    0","    0","    3","    0","    0","    0","    0","    0","    1","    0","    4","    0","    1","    0","    0","   32","   23","    0","    0","    3","    0","   23","   15","    0","    0","    0","    1","  147","    0","    0","    0","    1","    8","    0","    0","    0","    1","    9","    0","    0","    0","    0","    1","    0","  120","    8","    0","    0","    9","  669","62545","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    1","    6","   52","    5","    0","   38","    0","    0","    2","    0","    0","    0","  117","    0","    0","   30","   16","    5","    1","    0","    0","    0","    0","    0","    7","    0","    4","    0","    0","    0","    2","    2","    1","    0","    0","    4","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0"
" 6145",NA,NA,"  730","    1","    0","    0","    0","    0","    4","   32","    0","    3","   11","    3","    1","    0","   31","    1","   11","    0","    0","    0","    2","    0","    2","    0","    0","    0","    4","    0","    1","    0","    0","    0","    0","   54","   24","    0","    0","    4","    0","   31","   12","    0","    0","    0","    0","  169","    0","    0","    0","    0","    3","    1","    0","    0","    3","   15","    0","    0","    0","    0","    0","    0","   78","    6","    0","    0","    4","  457","62545","    0","    0","    0","    0","    0","    0","    2","    2","    0","    0","    0","    0","    2","    1","    2","   48","    3","    0","   28","    0","    0","    0","    1","    0","    0","   26","    6","    0","   16","    7","    0","    4","    0","    0","    0","    1","    0","    6","    0","    2","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1"
" 6234",NA,NA,"  740","    1","    0","    0","    0","    0","    0","   46","    0","    1","    9","    3","    0","    0","   22","    1","   12","    0","    0","    0","    1","    0","    0","    0","    0","    0","    4","    0","    0","    0","    0","    0","    1","   37","    8","    0","    2","    0","    0","   25","   14","    0","    0","    0","    0","  209","    0","    0","    0","    0","    0","    0","    0","    0","    0","    6","    0","    0","    0","    0","    0","    1","   44","    1","    0","    0","    2","  490","62545","    2","    1","    0","    0","    0","    0","    2","    2","    0","    0","    0","    0","    0","    1","    3","   64","    3","    0","   25","    0","    0","    0","    0","    0","    0","   35","    1","    0","    4","   18","    2","    1","    0","    0","    0","    0","    0","    5","    0","    6","    2","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0"
" 6324",NA,NA,"  750","    1","    0","    0","    0","    0","    3","   41","    0","    4","    6","    2","    0","    1","    6","    0","    8","    2","    0","    0","   13","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    2","    6","   14","    0","    0","    3","    0","   11","    7","    0","    0","    0","    0","  160","    0","    0","    0","    0","   11","    0","    0","    0","    3","    5","    0","    0","    0","    0","    0","    0","   19","   12","    0","    0","    9","  234","62545","    0","    0","    0","    0","    0","    0","    4","    4","    0","    0","    0","    0","    0","    0","    4","   67","    1","    2","   17","    0","    0","    2","    6","    0","    0","   61","    6","    0","   22","   71","   14","    2","    0","    0","    0","    4","    1","    5","    0","    3","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0"
" 6415",NA,NA,"  760","    1","    0","    0","    0","    0","    1","   62","    1","    1","    2","    0","    0","    0","   15","    1","    6","    0","    1","    0","    4","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    7","   15","    0","    0","    3","    0","    8","   12","    0","    0","    0","    0","  137","    0","    0","    0","    1","    4","    0","    0","    0","    6","    1","    0","    0","    0","    0","    0","    0","   26","   15","    0","    0","    8","  345","62545","    0","    0","    0","    0","    0","    0","    1","   17","    0","    0","    0","    0","    3","    0","    4","   88","    3","    0","   13","    0","    0","    1","    0","    0","    0","    8","   17","    0","   53","   18","   14","    0","    0","    0","    0","    0","    0","    9","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    1","    0","    0","    1"
" 6506",NA,NA,"  770","    1","    0","    0","    0","    2","    0","   78","    0","    0","    0","   10","    0","    0","   12","    0","    1","    1","    0","    0","   11","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    3","    8","    3","    0","    3","    3","    0","    7","    7","    0","    0","    0","    0","   77","    0","    0","    0","    1","    7","    0","    0","    0","    7","    6","    0","    0","    0","    0","    0","    0","   26","   11","    0","    0","    9","  156","62545","    0","    0","    0","    0","    0","    0","    0","   33","    0","    0","    0","    0","    0","    2","    2","   84","    6","    0","   46","    0","    0","    0","    1","    0","    0","    9","    9","    0","   27","   37","   28","    2","    0","    0","    0","    0","    9","    7","    3","    3","    0","    0","    0","    4","    0","    0","    0","    0","    2","    0","    1","    0","    0","    0","    0","    1","    2","    0","    0","    0","    0"
" 6598",NA,NA,"  780","    1","    0","    0","    0","    0","    2","   56","    0","    0","    0","    1","    0","    2","    8","    1","    4","    0","    2","    0","    5","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    9","    7","    0","    2","    2","    0","   20","    8","    0","    0","    0","    0","  104","    0","    0","    0","    0","    1","    1","    0","    0","    0","    2","    0","    0","    0","    0","    0","    0","   23","    6","    0","    0","    7","  563","62545","    0","    0","    0","    0","    0","    0","    0","   26","    0","    0","    0","    0","    2","    5","    5","   92","    0","    0","   17","    0","    0","    0","    2","    0","    0","   46","    7","    0","   70","   30","    7","    2","    0","    0","    0","    1","    2","    7","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    6"
" 6692",NA,NA,"  790","    1","    0","    0","    0","    0","    1","   43","    0","    0","    2","    2","    1","    0","   13","    1","    2","    0","    2","    0","    4","    0","    0","    0","    0","    0","    3","    0","    0","    0","    0","    0","    0","   13","    3","    0","    0","    1","    0","    8","   11","    0","    0","    0","    0","  101","    0","    0","    0","    0","    7","    0","    0","    0","    2","    4","    0","    0","    0","    0","    0","    0","   23","   13","    0","    0","    8","  372","62545","    0","    1","    0","    0","    0","    0","    2","   62","    0","    0","    0","    0","    0","    1","    4","   71","    7","    0","   12","    0","    0","    3","    0","    0","    0","   26","    0","    0","   56","   49","   15","    2","    0","    0","    0","    0","    0","   10","    0","    1","    0","    1","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    1","    0","    0","    0","    0"
" 6835",NA,NA,"  805","    1","    0","    0","    2","    1","    5","   52","    0","    5","    2","    5","    0","    0","    4","    0","    6","    0","    0","    0","    4","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","   11","    4","    0","    1","    2","    0","   10","   17","    0","    0","    0","    0","   78","    0","    1","    0","    0","    6","    0","    0","    0","   10","    4","    0","    0","    0","    0","    0","    0","   22","    3","    0","    0","    2","  862","41697","    0","    0","    0","    0","    1","    0","    0","   50","    0","    0","    0","    3","    0","    2","    5","   54","    1","    0","   27","    0","    0","    0","    0","    1","    0","   46","    4","    0","   32","   49","   81","    5","    0","    0","    0","    1","    0","    3","    0","    1","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    1","    0","    0","    1"
" 6884",NA,NA,"  810","    1","    0","    0","    0","    0","    2","   33","    0","    0","    9","    6","    0","    1","    6","    0","    6","    0","    1","    0","    5","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    2","   16","    5","    0","    0","    2","    0","   24","    8","    0","    0","    0","    0","  168","    0","    0","    0","    2","    9","    2","    0","    0","    5","    3","    0","    0","    0","    0","    0","    0","   28","    7","    0","    0","    6"," 4232","62545","    0","    0","    0","    0","    0","    0","    2","   54","    0","    0","    0","    0","    0","    2","    2","   69","    4","    0","   21","    0","    0","    0","    0","    0","    0","   76","    1","    0","   17","   24","    7","    3","    0","    0","    0","    0","    1","   16","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    1","    1","    0","    0","    0","    0"
" 6982",NA,NA,"  820","    1","    0","    0","    0","    0","    1","  110","    1","    0","   22","    9","    1","    0","    1","    0","    6","    0","    0","    0","   17","    0","    0","    0","    0","    0","    0","    0","    2","    0","    0","    0","    0","   11","    7","    0","    1","    4","    0","   16","    7","    0","    0","    0","    0","  149","    0","    0","    0","    1","    5","    0","    0","    0","   10","    0","    0","    0","    0","    0","    0","    0","   22","    2","    0","    0","    2"," 2912","62545","    0","    0","    1","    0","    0","    0","    0","   42","    0","    0","    0","    0","    0","    1","    6","   44","    1","    0","   53","    2","    0","    1","    0","    0","    0","   18","    2","    0","   12","    4","    1","    1","    0","    0","    0","    0","    0","    4","    0","    1","    0","    0","    0","    1","    0","    0","    0","    0","    2","    0","    0","    0","    0","    1","    0","    1","    4","    0","    0","    0","    2"
" 7072",NA,NA,"  829","    1","    0","    0","    0","    1","    0","   89","    2","    2","   17","    3","    0","    1","    2","    1","   25","    1","    2","    0","    2","    0","    0","    0","    0","    0","    2","    0","    0","    0","    0","    0","    3","   17","   16","    0","    0","    6","    0","    7","   20","    0","    0","    0","    1","  151","    0","    0","    0","    8","    2","    4","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","   40","    6","    0","    0","    1","  411","41697","    0","    0","    1","    0","    0","    0","    0","    1","    0","    0","    0","    3","    0","    1","    9","   59","    0","    0","   68","   13","    0","    0","    0","    0","    0","   19","    0","    0","   13","    8","    1","    0","    0","    2","    0","    0","    0","    2","    0","    0","    0","    0","    0","    2","    2","    2","    0","    0","    0","    0","    0","    0","    0","    0","    3","    1","    2","    0","    0","    0","    1"
" 7082",NA,NA,"  830","    1","    0","    0","    0","    0","    5","   89","    0","    0","   13","    5","    0","    1","   10","    0","   10","    0","    0","    0","    5","    0","    0","    0","    0","    0","    1","    0","    2","    0","    0","    0","    0","   32","    9","    0","    0","    1","    0","   15","    8","    0","    0","    0","    0","  164","    0","    0","    0","    0","    9","    0","    0","    0","    2","    1","    0","    1","    0","    0","    0","    1","   51","    2","    0","    0","    0","  298","62545","    0","    0","    0","    0","    0","    0","    1","    2","    0","    0","    0","    0","    0","    1","    2","   64","    0","    0","   58","   12","    0","    1","    1","    0","    0","   17","    0","    0","    9","    3","    2","    3","    0","    0","    0","    0","    0","    3","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0"
" 7092",NA,NA,"  831","    1","    0","    0","    0","    2","    4","   55","    0","    0","   10","    6","    0","    0","    3","    1","   28","    0","    6","    0","    1","    0","    0","    0","    0","    0","    1","    0","    1","    0","    0","    0","    0","   27","   13","    0","    0","    1","    0","    2","   12","    0","    0","    0","    0","  195","    0","    0","    0","    0","    6","    0","    0","    0","    2","    1","    1","    0","    0","    0","    0","    0","   46","    2","    1","    0","   12","  250","41697","    0","    1","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    1","    2","   10","   58","    8","    0","   59","    6","    0","    6","    1","    0","    0","    6","    0","    0","    4","    4","    1","    5","    0","    0","    0","    0","    0","    9","    0","    0","    0","    0","    0","    0","    0","    4","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    1","    0","    0","    0","    0"
" 7103",NA,NA,"  832","    1","    0","    0","    0","    0","    1","   62","    0","    1","   23","    4","    0","    1","    1","    3","    3","    1","    0","    0","    1","    0","    1","    0","    0","    0","    0","    0","    3","    0","    0","    0","    1","   16","   25","    0","    0","    3","    0","    2","    5","    0","    0","    0","    0","  238","    0","    0","    0","    4","    8","    1","    0","    0","    0","    2","    0","    0","    0","    0","    0","    0","   29","    2","    1","    1","    0","  184","41697","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    5","    0","    1","    7","   61","    4","    0","   53","    3","    0","    1","    0","    0","    0","   11","    0","    0","    4","    3","    2","    2","    0","    0","    1","    3","    0","    3","    0","    0","    0","    1","    0","    0","    2","    0","    0","    0","    1","    0","    0","    0","    0","    0","    3","    2","    0","    0","    0","    0","    0"
" 7113",NA,NA,"  833","    1","    0","    0","    0","    1","    6","   39","    0","    0","   18","    4","    0","    0","    2","    3","    9","    1","    1","    0","    4","    0","    0","    0","    0","    0","    0","    0","    2","    0","    0","    0","    2","   10","   22","    0","    0","    2","    0","   12","   14","    0","    0","    0","    0","  247","    0","    0","    0","    0","    6","    0","    0","    0","    3","    3","    0","    0","    0","    0","    0","    1","   41","    2","    0","    0","    1","  129","41697","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    2","    0","    1","    3","   81","    4","    0","   38","   10","    0","    5","    2","    0","    0","    6","    0","    0","    3","    2","    0","    0","    0","    0","    2","    0","    0","    4","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0"
" 7123",NA,NA,"  834","    1","    0","    0","    0","    0","    0","   26","    0","    0","   15","    5","    0","    0","    1","    1","    5","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    3","   25","    0","    0","    6","    0","    3","   12","    0","    0","    0","    0","  322","    0","    0","    0","    1","    6","    2","    0","    0","    2","    1","    0","    0","    3","    0","    0","    0","   20","    6","    1","    0","    4","  166","41697","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    4","    0","    4","   46","    0","    0","   31","    1","    0","    1","    1","    0","    0","    1","    0","    0","    7","    9","    1","    2","    0","    0","    0","    1","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    2","    2","    1","    0","    1","    0","    0"
" 7133",NA,NA,"  835","    1","    0","    0","    0","    0","    0","   20","    1","    0","   28","    3","    1","    0","    0","    1","    3","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    3","    0","    0","    0","    0","   12","   28","    0","    1","    4","    0","    1","   13","    0","    0","    0","    0","  340","    1","    0","    0","    0","    5","    0","    0","    0","    0","    4","    0","    0","    2","    0","    0","    0","   21","    2","    0","    0","    0","  163","41697","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    1","    4","   35","    1","    0","   35","    2","    0","    1","    1","    0","    0","    5","    0","    0","    5","    6","    0","    2","    0","    0","    0","    0","    0","    6","    0","    0","    0","    0","    0","    1","    0","    1","    0","    0","    0","    0","    1","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0"
" 7144",NA,NA,"  836","    1","    0","    0","    0","    0","    0","   41","    0","    0","   22","    1","    0","    0","    1","    1","    4","    0","    2","    0","    2","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    9","   31","    0","    0","    4","    0","    2","    9","    0","    0","    0","    0","  321","    0","    1","    0","    4","    5","    0","    0","    0","    1","    4","    0","    0","    0","    0","    0","    0","   19","    3","    0","    0","    3","  228","41697","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    3","    0","    0","    2","   36","    0","    0","   26","    5","    0","    1","    2","    0","    0","    1","    0","    0","    5","    2","    1","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    2","    2","    0","    0","    0","    0","    0"
" 7154",NA,NA,"  837","    1","    0","    0","    0","    0","    1","   35","    2","    0","   11","    2","    0","    0","    1","    0","    8","    0","    0","    0","    1","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    1","   24","    0","    0","    0","    0","    8","    9","    0","    0","    0","    0","  333","    0","    0","    0","    0","    3","    0","    0","    0","    1","    3","    0","    0","    0","    0","    0","    0","    6","    5","    0","    0","    4","  152","41697","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    1","    0","    3","   48","    1","    0","   14","    1","    0","    2","    1","    0","    0","    3","    0","    0","    8","    6","    1","    2","    0","    0","    0","    1","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    1","    1","    0","    0","    0","    0","    0"
" 7164",NA,NA,"  838","    1","    0","    0","    0","    0","    0","   20","    0","    0","   20","    0","    0","    0","    1","    1","    2","    0","    0","    0","    1","    0","    2","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    1","   21","    0","    0","    1","    0","    1","    9","    0","    0","    0","    0","  373","    0","    0","    0","    1","    6","    0","    0","    0","    1","    4","    0","    0","    0","    0","    0","    0","    0","    2","    0","    0","    0","  185","41697","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    2","    0","    2","   45","    0","    0","   17","    0","    0","    0","    0","    0","    0","    2","    0","    0","    8","    2","    0","    1","    0","    0","    0","    0","    0","    1","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    2","    1","    3","    0","    0","    0","    0"
" 7175",NA,NA,"  839","    1","    0","    0","    0","    0","    2","   19","    1","    1","   23","    1","    3","    0","    0","    3","    2","    0","    0","    0","    1","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","   33","    0","    0","    2","    0","    2","    7","    0","    0","    0","    0","  374","    0","    0","    0","    1","    5","    0","    0","    0","    0","   14","    0","    0","    1","    1","    0","    0","   19","    3","    0","    0","    1","  281","41697","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    3","   37","    0","    0","   20","    0","    0","    0","    2","    0","    0","    3","    0","    0","    5","    1","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    2","    1","    0","    0","    0","    0","    0"
" 7185",NA,NA,"  840","    1","    0","    1","    0","    0","    1","   30","    1","    2","    0","    0","    0","    0","    0","    3","    3","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    3","   26","    0","    0","    3","    0","    0","   17","    0","    0","    0","    0","  359","    0","    0","    0","    1","    4","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","   10","    2","    0","    0","    3","  243","62545","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    6","   47","    0","    0","   17","    0","    0","    0","    1","    0","    0","    3","    0","    0","    4","    0","    1","    0","    0","    0","    0","    0","    0","    2","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0"
" 7195",NA,NA,"  841","    1","    0","    0","    0","    0","    1","   26","    1","    1","   21","    1","    0","    0","    1","    2","    3","    0","    0","    0","    0","    0","    0","    0","    0","    0","    4","    0","    0","    0","    0","    0","    0","    1","   44","    0","    0","    0","    0","    5","   11","    0","    0","    0","    0","  351","    0","    0","    1","    1","    8","    0","    0","    0","    0","    9","    0","    0","    0","    0","    0","    0","   11","    0","    0","    0","    2","  409","41697","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    2","    0","    0","    8","   47","    0","    0","   18","    0","    0","    0","    0","    0","    0","    8","    0","    0","    4","    5","    0","    0","    0","    0","    3","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    6","    0","    0","    0","    0","    0","    0"
" 7206",NA,NA,"  842","    1","    1","    0","    0","    1","    1","   18","    1","    0","   13","    1","    1","    0","    0","    0","    6","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","   22","    0","    0","    2","    0","    4","    7","    0","    0","    0","    0","  391","    0","    0","    0","    0","    2","    0","    0","    0","    1","    5","    0","    0","    0","    0","    0","    0","    9","    2","    0","    0","    1","  170","41697","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    1","    0","    4","   33","    1","    0","   16","    0","    1","    0","    0","    0","    0","    2","    0","    0","    2","    1","    0","    0","    0","    0","    1","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    3","    0","    0","    1","    0","    0","    1","    0","    0","    1","    0","    0","    1","    0"
" 7216",NA,NA,"  843","    1","    0","    0","    0","    0","    2","    7","    1","    5","   22","    0","    0","    0","    0","    0","    7","    0","    0","    0","    1","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","   39","    0","    0","    3","    1","    4","    5","    0","    0","    0","    1","  394","    0","    0","    0","    0","    9","    0","    0","    0","    0","   11","    0","    0","    0","    0","    0","    0","    7","    1","    1","    0","    1","  289","41697","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    3","    0","    0","    4","   28","    2","    0","   14","    0","    0","    2","    0","    0","    0","    2","    0","    0","    2","    2","    0","    1","    0","    0","    4","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0"
