"age_Calendar_years_BP","ageolder_BP","ageyounger_BP","depth","Sample quantity","Petasites","Abies","Acacia t.","Acanthus","Acer","Agrimonia","Algae","Alismataceae","Alnus","Amaranthaceae undif.","Ambrosia t.","Anthemideae undif.","Anthoceros t.","Apiaceae undif.","Apium t.","Arbutus","Artemisia","Asphodelus t.","Asteroideae undif.","Betula","Betulaceae undif.","Boraginaceae undif.","Brassicaceae","Buxus","Calligonum","Cannabis","Cardueae undif.","Carpinus","Caryophyllaceae undif.","Castanea","Cedrus","Celtis","Centaurea","Centranthus t.","Ceratophyllum","Chamaerops","Cichorieae","Cistaceae","Citrus","Clematis-type","Convolvulaceae","Coriaria","Corylus","Crassulaceae","Cupressaceae","Cuscuta","Cyperaceae","Dipsacaceae","Echium t.","Ephedra","Erica t.","Eucalyptus","Euphorbia t.","Fabaceae Undif.","Faboideae Undif.","Fagus","Fern","Fern-Equisetophyta","Ficus","Filipendula t.","Fraxinus","Fungi","Genisteae","Gentiana t.","Geranium","Hedera","Humulus","Hydrocotyle","Hypericum undif.","IsoÃ«tes","Juncaceae","Lamiaceae undif.","Ligustrum","Linum t.","Lotus t.","Lycopodium spike","Lycopodium tablets","Lysimachia","Lythrum","Matthiola","Menyanthes","Mercurialis","Morus","Myriophyllum spicatum/verticillatum t.","Myrtus","Olea t.","Ononis t.","Papaver t.","Paronychieae","Persicaria t.","Petaloid monocot","Phillyrea","Picea","Pinus subg. Pinus","Pinus subg. Strobus","Pistacia","Plantago","Platanus","Plumbaginaceae","Poaceae","Poaceae (Cerealia-type)","Polygonum t.","Populus","Potamogeton","Potentilla t.","Protist","Prunus t.","Psoralea","Quercus deciduous","Quercus evergreen","Quercus subgen. Cerris","Ranunculaceae undif.","Resedaceae undiff.","Rhamnus","Riccia","Rosa t.","Rosaceae undif.","Rubiaceae undif.","Rumex t.","Ruppia","Salix","Sambucus","Sanguisorba t.","Saxifragaceae","Scrophulariaceae undif.","Searsia","Solanum","Sparganium","Spergularia t.","Tamarix","Taxus","Thalictrum","Theligonum","Thymelaeaceae undif.","Tilia","Trachycarpus fortunei","Trifolium t.","Typha","Ulmus t.","Urtica t.","Utricularia","Valerianella","Verbena t.","Viburnum","Vitis","Zelkova"
" 9195.1640",NA,NA,"1002","1",NA,"0","0","0","0","0","388","0","0","4","0","2","0","15","0","0","1","0","5","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","5","0","5","0","21","0","1","3","6","0","2","0","0","0","2","0","0","0","1","0","0","0","0","0","0","0","2","0","0","0","0","0","0","705","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","4","4","105","5","0","0","153","0","0","0","9","0","0","0","0","4","5","0","0","0","0","0","1","0","0","2","0","0","0","0","0","0","0","5","18","0","0","0","0","1","0","0","0","0","0","3","40","0","0","0","0","3","0"
" 9274.1460",NA,NA,"1020","1",NA,"0","0","0","0","0","21","2","1","2","0","0","0","8","1","0","1","0","0","1","2","0","4","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","4","0","6","0","27","0","0","1","4","0","0","0","1","0","2","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","467","0","0","3","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","81","7","0","0","116","0","0","0","2","1","0","0","0","8","5","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1","3","0","0","0","0","2","0","0","0","0","1","2","37","0","0","0","0","0","0"
" 9361.9050",NA,NA,"1040","1",NA,"0","0","0","0","0","20","0","1","1","0","0","1","19","0","0","3","0","3","1","1","0","2","0","0","0","1","0","0","0","0","1","0","0","0","0","2","0","0","0","0","0","12","0","5","0","71","0","0","1","18","0","2","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","1","0","0","0","539","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","2","0","1","4","149","16","0","0","58","0","0","0","6","0","0","0","0","15","6","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","2","0","0","0","0","0","1","34","0","0","0","0","0","0"
" 9537.4230",NA,NA,"1080","1",NA,"0","0","0","0","0","43","0","1","2","0","0","1","8","0","0","1","0","8","1","1","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","5","0","0","0","55","0","0","0","3","0","0","0","1","1","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","2","2","83","5","0","0","102","1","0","0","5","0","0","0","0","11","2","2","2","0","1","0","0","0","1","1","0","0","0","0","0","0","0","4","9","0","0","0","0","1","0","0","0","0","0","2","36","0","0","0","0","4","0"
" 9625.1810",NA,NA,"1100","1",NA,"0","0","0","0","0","94","0","1","3","0","1","3","30","0","0","0","0","1","1","1","0","32","0","0","0","0","1","0","0","0","1","0","0","0","0","9","1","0","0","0","0","8","0","1","0","26","0","1","1","1","0","1","0","1","0","3","0","0","0","3","0","0","0","0","0","0","0","1","1","0","0","0","0","1","106","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","3","132","39","0","0","110","2","0","2","33","0","0","1","0","5","3","0","0","0","2","0","0","0","0","4","0","1","0","0","0","2","0","1","12","0","0","0","0","3","0","0","0","1","0","2","81","0","0","0","0","0","0"
" 9712.9390",NA,NA,"1120","1",NA,"0","0","0","0","0","98","1","0","4","0","0","0","31","0","0","2","0","1","1","0","0","10","0","0","0","1","0","0","0","0","1","0","0","0","0","3","0","0","0","0","0","4","0","3","0","55","0","0","1","4","0","0","0","2","1","0","0","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","195","0","0","0","0","0","1","0","4","0","0","0","0","0","1","0","1","0","1","3","119","3","0","0","110","0","0","0","34","0","0","0","0","11","8","0","0","0","0","0","1","0","1","2","0","1","0","0","0","1","1","3","12","0","0","0","0","1","0","0","0","0","1","2","62","0","0","0","0","0","0"
" 9800.6980",NA,NA,"1140","1",NA,"0","0","0","0","0","71","0","0","3","0","1","1","25","2","0","5","1","0","0","0","0","10","0","0","0","1","0","0","0","0","1","0","0","3","0","10","0","0","0","0","0","6","0","1","0","38","0","0","2","0","0","0","1","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","138","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","0","0","0","4","8","8","0","0","77","0","0","0","40","1","0","0","0","4","0","0","1","0","0","0","0","0","1","2","0","0","0","0","0","0","0","12","17","0","0","0","0","4","0","0","0","0","0","3","94","0","0","2","0","0","0"
" 9888.4570",NA,NA,"1160","1",NA,"0","0","0","0","0","120","0","1","8","0","1","2","47","0","0","11","1","3","6","1","0","43","0","0","0","1","0","0","0","0","2","0","0","0","0","22","0","0","0","0","0","9","0","5","0","55","0","1","2","4","0","2","2","8","0","2","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","264","0","0","0","0","0","0","0","6","0","0","0","0","0","0","2","0","0","2","4","4","14","0","0","124","0","0","0","40","1","0","0","0","7","3","5","3","0","0","0","1","0","0","0","0","1","0","0","0","0","0","26","60","1","6","0","0","3","0","0","0","2","0","4","187","0","0","0","0","0","0"
" 9976.2160",NA,NA,"1180","1",NA,"0","0","0","0","0","94","0","0","4","0","0","0","21","0","0","4","0","4","0","0","1","28","0","0","0","3","0","0","0","0","0","0","0","2","0","16","1","0","0","0","0","2","0","3","0","67","0","0","0","4","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","60","0","0","0","0","0","0","0","4","0","0","0","0","1","0","1","0","0","1","0","2","6","0","0","64","0","0","1","18","0","0","0","0","3","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","11","22","1","7","0","0","1","0","0","0","0","0","0","118","0","0","0","0","0","0"
"10186.8400",NA,NA,"1228","1",NA,"0","0","0","0","0","217","1","1","10","0","1","0","28","4","0","8","1","3","0","0","1","32","0","0","0","4","0","0","0","0","0","0","0","34","0","12","0","0","0","0","0","2","0","3","0","63","0","0","0","1","0","1","0","4","0","1","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","93","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","1","0","3","0","0","73","0","0","1","5","0","0","0","0","2","4","1","1","0","0","0","0","0","1","1","1","0","0","0","0","1","0","2","39","0","1","0","0","1","0","0","0","0","0","3","114","0","0","0","0","0","0"
