"age_Calibrated_radiocarbon_years_BP","ageolder_BP","ageyounger_BP","depth","Abies","Acanthaceae undif.","Acer","Aesculus","Algae","Alnus","Amaranthaceae undif.","Apiaceae undif.","Artemisia","Asteroideae undif.","Atraphaxis","Berberidaceae","Betula","Boraginaceae undif.","Brassicaceae","Campanulaceae","Cannabis","Capsicum-type","Cardueae undif.","Carpinus","Caryophyllaceae undif.","Castanea","Cedrus","Centaurea","Cichorieae","Cistaceae","Corylus","Cupressaceae","Cyperaceae","Dipsacaceae","Echium t.","Ephedra","Erica t.","Erodium","Euphorbia t.","Fabaceae Undif.","Fagopyrum","Fagus","Fern","Filipendula t.","Fraxinus","Fungi","Galium t.","Gentiana t.","Hedera","HippophaÃ«","Hydrocharitaceae","Hypericum undif.","Indeterminable","Juglans","Lamiaceae undif.","Leontice","Linum t.","Lycopodium spike","Musci","Myriophyllum undif.","Olea t.","Ononis t.","Papaver t.","Paronychieae","Persicaria t.","Petaloid monocot","Picea","Pinus undif.","Pistacia","Plantago","Platanus","Pleurospermum","Plumbaginaceae","Poaceae","Poaceae (Cerealia-type)","Pollen concentration","Polygonum t.","Populus","Potamogeton","Potentilla t.","Prunus t.","Quercus evergreen","Quercus undif.","Ranunculaceae undif.","Rhamnus","Rheum","Rosaceae undif.","Rumex t.","Salix","Sanguisorba t.","Saxifragaceae","Scrophulariaceae undif.","Secale","Sparganium","Tamarix","TetraÃ«dron","Thalictrum","Thymelaeaceae undif.","Tilia","Typha","Ulmus t.","Urtica t.","Utricularia","Vitis","cf. Tsuga"
"15029",NA,NA,"  637","    0","    0","    0","    0","   16","    0","  202","    9","  109","    8","    0","    0","    1","    0","    5","    0","    0","    0","    1","    0","    2","    0","    0","    0","    6","    0","    0","    0","    4","    0","    0","    8","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    2","    0","    0","    0","    0","    3","   12","    0","    0","    0","    0","  242","    5","    0","    0","    0","    1","    0","    0","    1","    1","    2","    0","    1","    0","    0","    0","   82","   10"," 9291","    3","    0","    1","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    8","    0","    0","    0","    0","    0","    0","    0","    0"
"15180",NA,NA,"  645","    0","    0","    0","    0","   26","    0","  397","   10","  271","   38","    0","    0","    5","    0","    8","    0","    0","    0","    0","    0","    0","    0","    0","    3","    8","    2","    0","    0","    8","    0","    0","   17","    0","    0","    0","    2","    0","    0","    0","    5","    0","    0","    3","    0","    0","    2","    0","    7","   22","    0","    0","    0","    0","  575","    7","    0","    0","    0","    0","    0","    0","    2","    1","    1","    0","    0","    0","    0","    0","  168","   26"," 8306","    4","    0","    2","    0","    0","    2","    2","    1","    0","    0","    1","    0","    0","    0","    0","    0","    0","    2","    0","    0","    3","    0","    0","    0","    0","    1","    0","    0","    0"
"15331",NA,NA,"  653","    0","    0","    0","    0","   24","    2","  354","    8","   74","   17","    0","    0","    5","    0","    4","    0","    0","    0","    0","    1","    2","    0","    0","    0","   16","    0","    0","    0","   14","    0","    0","   18","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    1","    2","    0","    0","    0","    0","   10","    1","    0","    0","    0"," 1127","    0","    0","    0","    0","    0","    0","    0","    0","    1","    5","    0","    0","    0","    0","    0","  129","   50"," 3001","    0","    0","    0","    0","    0","    0","    2","    3","    0","    0","    3","    0","    1","    0","    0","    0","    0","    0","    0","    0","    2","    0","    0","    0","    0","    2","    0","    0","    0"
"15482",NA,NA,"  661","    0","    0","    0","    0","   16","    0","  250","   16","  192","   11","    0","    0","    0","    0","    7","    0","    0","    0","    0","    0","    7","    0","    0","    0","    1","    4","    1","    0","    5","    0","    0","    0","    0","    0","    0","    2","    0","    0","    0","    3","    0","    0","    3","    0","    0","    1","    0","   14","    7","    0","    1","    0","    0","  122","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","   56","   28","23952","    0","    0","    0","    0","    0","    0","    3","    0","    0","    0","    6","    0","    0","    2","    2","    0","    0","    0","    0","    0","   14","    0","    0","    0","    0","    2","    0","    0","    0"
"15633",NA,NA,"  669","    0","    0","    0","    0","   16","    0","  220","    3","   77","   14","    0","    0","    3","    0","    5","    0","    0","    0","    0","    0","    0","    0","    0","    0","    7","    4","    0","    0","    4","    0","    0","    3","    0","    0","    0","    0","    0","    0","    0","    2","    0","    0","    0","    0","    0","    0","    0","    6","   13","    0","    0","    0","    0","  380","    0","    0","    0","    0","    0","    0","    0","    0","    1","    2","    1","    0","    0","    0","    0","   53","   32"," 5673","    6","    0","    1","    0","    0","    0","    1","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    5","    0","    0","    0","    0","    0","    0","    0","    0"
"15784",NA,NA,"  677","    0","    0","    0","    0","   47","    1","  181","    2","   42","   22","    0","    0","    3","    0","    3","    0","    0","    0","    1","    0","    4","    0","    0","    1","   25","    0","    0","    1","    9","    0","    0","   22","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    2","    0","    0","    1","    0","    4","    9","    0","    0","    0","    0"," 3064","    6","    0","    0","    0","    0","    0","    0","    2","    0","   13","    0","    0","    0","    0","    0","  157","   34"," 1738","    1","    0","    0","    0","    0","    0","    2","    2","    0","    0","    1","    1","    0","    0","    0","    0","    0","    4","    0","    0","    2","    0","    0","    0","    0","    0","    0","    0","    0"
"15935",NA,NA,"  685","    0","    0","    0","    0","   50","    1","  438","    3","  239","   21","    0","    0","    5","    0","    3","    0","    0","    0","    0","    0","    4","    0","    0","    2","   17","    3","    0","    0","    8","    0","    0","   11","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    3","    0","    0","    0","    0","    1","   21","    0","    0","    0","    0","  865","    7","    0","    0","    0","    0","    0","    0","    0","    1","    4","    0","    2","    0","    0","    0","  179","   21"," 5365","    3","    0","    1","    0","    0","    0","    1","    1","    0","    0","    1","    0","    0","    0","    0","    0","    0","    1","    0","    0","    4","    0","    0","    0","    0","    0","    0","    0","    0"
"16086",NA,NA,"  693","    0","    0","    0","    0","   16","    0","  222","    1","  137","   17","    0","    0","    3","    0","    4","    0","    0","    0","    3","    0","    1","    0","    2","    1","    7","    1","    0","    0","    1","    0","    0","    3","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    4","    5","    0","    0","    0","    0","  109","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","   56","    5","20544","    1","    0","    0","    0","    0","    0","    0","    2","    0","    0","    2","    0","    0","    0","    0","    0","    0","    0","    0","    0","    3","    0","    0","    0","    0","    0","    0","    0","    0"
"16237",NA,NA,"  701","    0","    0","    0","    0","   23","    0","  373","   13","  205","   24","    0","    0","    1","    0","    4","    0","    0","    0","    1","    0","    9","    0","    1","    1","    9","    3","    1","    0","    6","    0","    0","   10","    0","    0","    0","    0","    0","    0","    1","   11","    0","    0","   10","    0","    0","    0","    0","   11","   27","    0","    0","    0","    1","  538","   14","    0","    0","    0","    0","    0","    0","    2","    2","    5","    0","    0","    0","    0","    0","   89","   17"," 7383","    2","    0","    1","    0","    0","    0","    2","    1","    0","    1","    2","    1","    2","    0","    0","    0","    0","    3","    0","    0","    5","    0","    0","    0","    1","    0","    0","    0","    0"
"16388",NA,NA,"  709","    0","    0","    0","    1","   11","    1","  216","    1","  155","   10","    0","    0","    0","    0","    3","    0","    0","    1","    0","    0","    1","    0","    0","    0","    2","    0","    0","    0","    1","    0","    0","    2","    0","    0","    0","    0","    0","    0","    0","    2","    0","    0","    0","    0","    0","    0","    0","    1","   10","    0","    0","    0","    0","  209","    3","    0","    1","    0","    0","    0","    0","    1","    1","    1","    0","    0","    0","    0","    0","   62","    6","10781","    2","    0","    2","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    3","    0","    0","    0","    0","    0","    0","    0","    0"
"16539",NA,NA,"  717","    0","    0","    0","    0","  107","    0","  143","    0","   56","   28","    0","    0","    0","    0","    3","    0","    0","    0","    0","    0","    1","    0","    0","    0","   29","    0","    0","    0","    5","    0","    0","   29","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0"," 1750","    0","    0","    0","    0","    0","    0","    0","    1","    4","   10","    0","    0","    0","    0","    0","  179","   14"," 1407","    0","    0","    1","    0","    0","    0","    2","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    1","    2","    0","    0","    0"
"16690",NA,NA,"  725","    0","    0","    0","    0","    9","    0","  180","    3","  142","   19","    0","    0","    4","    0","    2","    1","    0","    0","    0","    0","    2","    0","    0","    0","    6","    0","    0","    0","    2","    0","    0","    4","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    1","   12","    0","    0","    0","    0","  300","    5","    0","    0","    0","    0","    0","    0","    0","    0","    2","    0","    1","    0","    0","    0","   43","    9"," 6848","    2","    0","    0","    0","    0","    0","    0","    1","    0","    0","    1","    0","    0","    1","    0","    0","    0","    0","    0","    0","    2","    1","    0","    0","    0","    0","    0","    0","    0"
"16841",NA,NA,"  733","    0","    0","    0","    0","   17","    0","  324","   10","  212","   26","    0","    0","    3","    0","    9","    0","    0","    0","    1","    0","    4","    0","    0","    1","    6","    3","    0","    0","   11","    0","    0","    6","    0","    0","    0","    1","    0","    0","    1","    2","    0","    0","    5","    0","    0","    0","    0","    2","   31","    1","    0","    0","    0"," 1152","    4","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","  125","   18"," 6662","    3","    0","    1","    0","    0","    0","    3","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","   10","    0","    0","    0","    1","    1","    0","    0","    0"
"16992",NA,NA,"  741","    0","    0","    0","    0","   57","    1","  436","    4","  172","   31","    0","    0","    1","    0","    7","    0","    0","    0","    0","    0","    3","    0","    0","    4","   17","    0","    0","    0","    9","    0","    0","    9","    0","    0","    0","    0","    0","    0","    1","    2","    0","    0","    3","    1","    0","    0","    0","    9","   25","    0","    0","    0","    0","  856","   13","    0","    0","    0","    0","    0","    0","    1","    0","    7","    0","    2","    0","    0","    0","  211","   19"," 5378","    2","    0","    2","    0","    0","    0","    1","    2","    0","    0","    3","    0","    0","    0","    0","    0","    0","    1","    0","    0","    4","    0","    0","    0","    0","    0","    0","    0","    0"
"17143",NA,NA,"  749","    0","    0","    0","    0","   22","    0","  200","    0","   97","    6","    0","    0","    2","    1","    3","    0","    0","    0","    1","    0","    2","    0","    0","    1","    7","    0","    0","    0","    6","    0","    0","    4","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    8","    0","    0","    0","    0","  170","    4","    0","    0","    0","    1","    0","    0","    1","    0","    0","    1","    0","    0","    0","    0","  103","    6"," 7490","    1","    0","    2","    0","    0","    0","    0","    0","    0","    0","    2","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0"
"17294",NA,NA,"  757","    0","    0","    0","    0","    5","    0","  200","    3","  137","    7","    0","    1","    0","    0","    1","    0","    0","    0","    0","    0","    1","    0","    1","    1","    8","    1","    0","    0","    1","    0","    0","    2","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    3","    0","    0","    3","    0","    0","    8","    0","    0","    0","    0","  237","    3","    0","    0","    0","    0","    0","    0","    1","    0","    2","    1","    1","    0","    0","    0","   55","    4"," 8919","    2","    0","    0","    0","    0","    1","    1","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    8","    0","    0","    0","    0","    0","    0","    0","    0"
"17445",NA,NA,"  765","    0","    0","    0","    0","   34","    2","  336","    0","  145","   20","    0","    0","    1","    1","    2","    0","    0","    0","    0","    0","    3","    0","    0","    0","   10","    3","    0","    0","   13","    0","    0","    6","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    8","    0","    0","    0","    0","    9","    1","    0","    0","    0","  773","    0","    0","    0","    0","    0","    0","    0","    0","    2","    6","    0","    0","    0","    0","    0","   80","   39"," 4207","    1","    0","    0","    0","    0","    0","    2","    2","    0","    0","    0","    2","    0","    0","    0","    0","    0","    2","    0","    0","    2","    0","    0","    0","    0","    1","    0","    0","    0"
"17596",NA,NA,"  773","    0","    0","    0","    0","   44","    0","  370","    2","  234","   23","    0","    0","    1","    1","    6","    0","    0","    0","    0","    0","    3","    0","    0","    0","   16","    1","    0","    0","    2","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    2","    0","    0","    0","    2","    0","    0","    0","    0","   11","    1","    1","    0","    0","  420","    0","    0","    0","    0","    0","    0","    0","    0","    2","    7","    0","    2","    0","    0","    0","   77","   26"," 8904","    1","    0","    1","    0","    0","    0","    0","    1","    0","    0","    2","    3","    0","    0","    0","    0","    0","    1","    0","    0","    5","    0","    0","    0","    1","    0","    0","    0","    0"
"17748",NA,NA,"  781","    0","    0","    0","    0","    7","    0","  240","    4","  138","    9","    0","    0","    1","    0","    3","    0","    0","    0","    0","    0","    4","    0","    0","    0","    8","    1","    0","    0","    0","    2","    0","    3","    0","    0","    0","    0","    0","    0","    0","    2","    0","    0","    2","    0","    0","    0","    0","    2","    7","    0","    0","    0","    0","  380","    5","    0","    0","    0","    0","    0","    0","    0","    1","    2","    0","    0","    0","    0","    0","   34","   12"," 5966","    1","    0","    1","    0","    0","    0","    0","    0","    0","    0","    3","    0","    1","    0","    0","    0","    0","    0","    0","    0","    5","    0","    0","    0","    0","    0","    0","    0","    0"
"17899",NA,NA,"  789","    0","    0","    0","    0","   42","    0","  252","    4","  149","   12","    0","    0","    1","    0","    4","    0","    0","    0","    0","    0","    0","    0","    0","    1","   15","    0","    0","    1","    2","    0","    0","    4","    0","    0","    0","    0","    0","    0","    0","    3","    0","    0","    2","    0","    0","    0","    0","    7","   26","    0","    0","    0","    0","  793","   12","    0","    0","    0","    0","    0","    0","    0","    1","    6","    0","    1","    0","    0","    0","  112","   17"," 7511","    0","    0","    0","    0","    0","    0","    1","    1","    0","    0","    1","    0","    0","    1","    0","    0","    0","    0","    0","    0","   14","    0","    0","    0","    0","    0","    0","    0","    0"
"18050",NA,NA,"  797","    0","    0","    0","    0","   43","    1","  465","   11","  199","   34","    0","    0","    2","    0","    1","    0","    0","    0","    0","    0","    2","    0","    0","    0","   11","    2","    0","    0","    3","    0","    0","    6","    0","    0","    0","    0","    0","    0","    0","    2","    0","    0","    3","    0","    0","    0","    0","    7","   22","    0","    0","    0","    0","  593","    6","    0","    0","    0","    0","    0","    0","    0","    3","    8","    0","    1","    0","    1","    0","  156","   27"," 7443","    0","    0","    2","    0","    0","    0","    2","    2","    0","    0","    4","    0","    0","    0","    0","    0","    0","    1","    0","    0","    3","    0","    0","    0","    0","    0","    0","    0","    0"
"18201",NA,NA,"  805","    0","    0","    0","    0","   15","    0","  138","   15","  144","    5","    0","    0","    2","    0","    6","    0","    0","    0","    0","    0","    3","    0","    0","    0","    7","    0","    0","    0","    4","    0","    0","    5","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    6","    0","    0","    0","    0","    5","   10","    0","    0","    0","    0","  191","    3","    0","    0","    0","    0","    0","    0","    0","    0","    1","    1","    1","    0","    0","    0","   70","    7","10873","    5","    0","    1","    0","    0","    0","    0","    3","    0","    0","    3","    0","    0","    1","    0","    0","    0","    1","    0","    0","    5","    0","    0","    0","    0","    0","    0","    0","    0"
"18352",NA,NA,"  813","    0","    0","    0","    0","   53","    0","  290","    7","  224","   21","    0","    0","    1","    0","    4","    0","    0","    0","    0","    0","    3","    0","    1","    1","   21","    1","    0","    0","    9","    1","    0","   13","    0","    0","    0","    1","    0","    0","    0","    4","    0","    0","    4","    1","    0","    0","    0","    6","   32","    0","    0","    0","    0","  704","    5","    0","    0","    0","    0","    0","    0","    0","    5","   11","    0","    1","    0","    0","    1","  171","   12"," 5596","    1","    0","    0","    0","    0","    0","    1","    1","    0","    0","    1","    0","    0","    0","    0","    0","    0","    1","    0","    0","    4","    0","    0","    0","    0","    1","    0","    0","    0"
"18503",NA,NA,"  821","    0","    0","    0","    0","   47","    1","  200","   10","  188","   13","    0","    0","    0","    0","    5","    0","    0","    0","    0","    0","    3","    0","    0","    0","    3","    0","    0","    0","    0","    0","    0","    5","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    9","    0","    0","    0","    0","  240","    2","    0","    0","    0","    0","    0","    0","    0","    1","    7","    0","    1","    0","    0","    0","  102","   16","11053","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    3","    0","    0","    0","    0","    1","    0","    0","    0"
"18654",NA,NA,"  829","    0","    0","    0","    0","   36","    1","  238","   13","  251","   17","    0","    0","    0","    0","    8","    0","    0","    0","    0","    0","    6","    0","    0","    1","    6","    0","    0","    0","    5","    0","    0","    7","    0","    0","    0","    1","    0","    0","    0","    2","    0","    0","    2","    0","    0","    1","    0","    4","    0","    0","    0","    0","    0","  314","    0","    0","    0","    0","    0","    0","    0","    0","    1","    3","    0","    0","    0","    0","    0","   76","   11"," 9913","    2","    0","    1","    0","    0","    0","    2","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    1","    0","    0","    4","    0","    0","    0","    0","    0","    0","    0","    0"
"18805",NA,NA,"  837","    0","    0","    0","    0","   35","    1","  155","    7","  155","   18","    0","    0","    1","    0","    1","    0","    0","    0","    0","    0","    2","    0","    0","    1","    2","    0","    0","    0","    1","    0","    0","    3","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    6","    0","    0","    0","    0","  260","    3","    0","    0","    0","    0","    0","    0","    0","    3","    4","    0","    0","    0","    0","    0","   91","    7"," 8255","    0","    0","    1","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0"
"18956",NA,NA,"  845","    0","    0","    0","    0","   18","    0","  134","    5","  127","   14","    0","    0","    1","    0","    4","    0","    0","    0","    0","    0","    6","    0","    2","    0","    5","    0","    0","    0","    2","    0","    0","    4","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    2","    0","    0","    0","    0","    0","   24","    0","    0","    0","    0","  400","    3","    0","    0","    0","    0","    0","    0","    0","    0","    2","    0","    0","    0","    0","    0","  102","   10","10476","    0","    0","    4","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    2","    0","    0","    2","    0","    0","    0","    0","    0","    0","    0","    0"
"19107",NA,NA,"  853","    0","    0","    0","    0","   49","    0","  175","    8","  205","   13","    0","    0","    1","    0","    8","    0","    0","    0","    0","    0","    4","    0","    0","    0","    8","    0","    0","    0","    4","    0","    1","    2","    0","    0","    0","    0","    0","    0","    1","    3","    0","    0","    5","    0","    0","    0","    0","    4","   18","    0","    0","    0","    0","  195","    8","    0","    0","    0","    1","    0","    0","    0","    2","    2","    0","    2","    0","    0","    0","   83","   25","14009","    4","    0","    2","    0","    0","    0","    1","    2","    0","    0","    7","    0","    0","    0","    0","    0","    0","    0","    0","    0","   14","    0","    0","    0","    0","    0","    0","    0","    0"
"19258",NA,NA,"  861","    0","    0","    0","    0","   37","    0","  144","   10","  155","   17","    0","    0","    0","    0","    1","    1","    0","    0","    1","    0","    1","    0","    2","    0","    9","    0","    0","    0","    8","    0","    0","    6","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    4","    0","    0","    0","    0","    0","    7","    0","    0","    0","    0","  191","    4","    0","    0","    0","    0","    0","    0","    2","    0","    4","    0","    1","    0","    0","    0","   98","   12","12064","    3","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    8","    1","    0","    0","    0","    0","    0","    0","    0"
"19409",NA,NA,"  869","    0","    0","    0","    0","   16","    1","  125","   11","  182","   26","    0","    0","    0","    0","    2","    0","    0","    0","    0","    0","    4","    0","    1","    0","    7","    0","    0","    0","    5","    0","    0","    2","    0","    0","    0","    0","    0","    0","    2","    0","    0","    0","    3","    0","    0","    3","    0","    0","   11","    0","    0","    0","    0","  250","    1","    0","    0","    0","    0","    0","    0","    0","    1","    5","    1","    0","    0","    0","    0","  103","   10"," 9756","    2","    0","    0","    0","    0","    2","    4","    0","    0","    0","    0","    2","    1","    0","    0","    0","    0","    0","    0","    0","    9","    0","    0","    0","    0","    0","    1","    0","    0"
"19560",NA,NA,"  877","    0","    0","    0","    0","   84","    1","  104","    1","  210","   25","    0","    0","    0","    0","    4","    0","    0","    0","    0","    0","    2","    0","    0","    2","    8","    0","    0","    0","    7","    0","    0","    3","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    1","    0","    0","    0","    0","    3","    9","    0","    0","    0","    0"," 1020","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","   25","   12"," 1931","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    3","    0","    0","    0","    0","    0","    0","    0","    0"
"19862",NA,NA,"  893","    0","    0","    0","    0","   29","    0","  140","   11","  185","   18","    0","    0","    1","    1","    1","    1","    0","    0","    0","    0","    1","    0","    0","    0","    3","    0","    0","    0","    6","    2","    0","    1","    0","    0","    0","    0","    0","    0","    1","    3","    0","    0","    6","    0","    0","    0","    0","    0","   21","    0","    1","    0","    0","  310","    3","    0","    0","    0","    0","    0","    0","    0","    1","    2","    0","    0","    0","    0","    0","  101","   21"," 8003","    0","    0","    0","    0","    0","    0","    1","    1","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    2","    0","    0","    0","    0","    0","    0","    0","    0"
"20000.0",NA,NA,"  900.3","    0.0","    0.0","    0.0","    0.0","   55.0","    0.0","  208.0","    8.0","  192.0","   13.0","    0.0","    0.0","    1.0","    0.0","    5.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","   10.0","    0.0","    0.0","    0.0","    2.0","    0.0","    0.0","    3.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    3.0","    0.0","    0.0","    0.0","    0.0","    2.0","   23.0","    0.0","    0.0","    0.0","    0.0","  895.0","    1.0","    0.0","    0.0","    1.0","    0.0","    0.0","    0.0","    0.0","    2.0","    4.0","    0.0","    2.0","    0.0","    0.0","    0.0","  120.0","   21.0"," 6509.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    1.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    4.0","    0.0","    0.0","    0.0","    1.0","    0.0","    0.0","    0.0","    0.0"
