"age_Calibrated_radiocarbon_years_BP","ageolder_BP","ageyounger_BP","depth","Sample quantity","Abies","Alchemilla t.","Algae","Algae (type 146, HdV)","Algae (type 170, HdV)","Algae (type 601, HdV)","Algae? (type 225, HdV)","Algae? (type 229, HdV)","Alismataceae","Alnus","Alona rustica (type 72, HdV)","Amaranthaceae undif.","Animalia (type 532, HdV)","Apiaceae undif.","Aristolochia","Artemisia","Asphodelus t.","Asteroideae undif.","Bactrodesmium-type (type 502, HdV)","Betula","Betulaceae undif.","Boraginaceae undif.","Brachysporium (type HdV-359)","Brassicaceae","Bryophyta (type 340, HdV)","Butomus","Buxus","Callitriche","Campanulaceae","Cannabaceae undif.","Carpinus","Caryophyllaceae undif.","Caryospora","Castanea","Cedrus","Centaurea","Ceratophyllum","Chamaerops","Cichorieae","Cistaceae","Clasterosporium caricinum (type 126, HdV)","Closterium idiosporum-type (type 60, HdV)","Coniochaeta ligniaria (type 172, HdV)","Copepoda (type 179, HdV)","Cornus","Corylus","Crassulaceae","Cupressaceae","Cuscuta","Cyperaceae","Diporotheca rhizophila (type 143, HdV)","Elatine","Ephedra","Erica t.","Euphorbia t.","Fabaceae Undif.","Fagus","Fern-Equisetophyta","Filipendula t.","Frangula","Fraxinus","Fungi (type 11, HdV)","Fungi (type 120, HdV)","Fungi (type 123, HdV)","Fungi (type 145, HdV)","Fungi (type 17, HdV)","Fungi (type 174, HdV)","Fungi (type 20, HdV)","Fungi (type 204, HdV)","Fungi (type 312, HdV)","Fungi (type 324, HdV)","Fungi (type 350, HdV)","Fungi (type 361, HdV)","Fungi (type 364, HdV)","Fungi (type 367, HdV)","Fungi (type 411, HdV)","Fungi (type 55, HdV)","Fungi (type 83, HdV)","Fungi (type 8B, HdV)","Fungi (type 92, HdV)","Fungi (type 970, HdV)","Fungi (type 972, HdV)","Galium t.","Gentiana t.","Geranium","Glomus cf. G. fasciculatum (type 207, HdV)","Glyptotendipes pallens group (type 509, HdV)","Hedera","Hydrocharitaceae","Hypericum undif.","Indeterminable","IsoÃ«tes","Jasminum","Juglans","Juncaceae","Lamiaceae undif.","Ligustrum","Linum t.","Lycopodium spike","Lythrum","Malva undif.","Monoletes","Morella","Myriophyllum undif.","Neurospora crassa (type 55C, HdV)","Nymphaea","Olea t.","Orchidaceae","Papaver t.","Parnassia","Pedicularis","Persicaria t.","Petaloid monocot","Phillyrea","Picea","Pinus undif.","Pistacia","Plantago","Pleospora sp. (type 3B, HdV)","Poaceae","Poaceae (Cerealia-type)","Podospora sp./Zopfiella sp. (type 466, HdV)","Polygonum t.","Populus","Potamogeton","Primulaceae undif.","Protist","Pseudoschizaea","Quercus deciduous","Quercus evergreen","Quercus subgen. Cerris","Quercus undif.","Ranunculaceae undif.","Rhabdocoela (type 353, HdV)","Rhamnus","Rosaceae undif.","Rumex t.","Ruta","Salix","Sambucus","Sanguisorba t.","Saxifragaceae","Scrophulariaceae undif.","Secale","Solanum","Sordariaceae? (type 205, HdV)","Sporormiella (type 113, HdV)","Syringa","Tamarix","Tetraploa aristata (type 89, HdV)","Thalictrum","Thymelaeaceae undif.","Tilia","Trapa natans","Trichocladium opacum (type 10A, HdV)","Triletes","Typha","Ulmus t.","Unknown (type 119, HdV)","Unknown (type 128, HdV)","Unknown (type 150, HdV)","Unknown (type 159, HdV)","Unknown (type 181, HdV)","Unknown (type 222, HdV)","Unknown (type 492, HdV)","Unknown (type 519, HdV)","Unknown (type 69, HdV)","Urtica t.","Ustilago","Ustulina deusta (type 44, HdV)","Utricularia","Valerianaceae undif.","Viburnum","Vitex","Vitis","Ziziphus/Paliurus","cf. Richonia variospora (type 140, HdV)","charcoal"
"3855",NA,NA,"357"," 6.700","2","0","21","1","1","0","1","0","0","0","0","2","0","1","0","1","0","10","0","0","2","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","3","0","77","0","0","0","0","0","8","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","3","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","16","0","0","0","0","2","0","0","0","0","0","2","1","0","12","0","3","1","64","0","0","0","1","0","0","0","0","32","12","10","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","7","0","1","2","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0"
"3978",NA,NA,"374"," 4.702","1","0","19","0","0","0","0","0","0","1","0","1","0","0","0","3","0","15","0","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","3","0","0","4","0","0","1","3","0","0","0","0","13","0","44","0","0","1","1","0","1","1","55","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","20","0","0","0","0","0","1","0","0","0","0","15","0","0","0","0","5","0","0","0","0","0","5","0","0","7.5","5","83","1","19","0","0","0","0","1","0","0","0","18","4","22","1","1","1","0","0","0","0","0","0","0","1","0","1","0","1","0","0","0","0","0","0","1","0","0","0","5","11","11","11","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0"
"4066",NA,NA,"386"," 3.960","3.5","0","18","0","0","0","1","0","0","0","0","7","0","1","0","1","0","34","0","0","1","0","0","2","0","0","2","0","0","1","0","2","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","3","0","48","0","0","0","3","0","4","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","1","0","4","1","0","0","0","0","75","0","0","0","0","3","0","0","0","0","0","3","0","0","21.5","2","3","0","48","0","0","0","1","0","0","0","0","28","8","9","0","0","0","1","4","0","0","0","0","0","0","1","0","2","0","0","0","0","0","0","0","0","0","0","0","3","3","3","6","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"4117",NA,NA,"393"," 4.701","6","0","222","1","0","0","0","0","0","1","0","6","0","2","0","1","0","45","1","0","0","1","4","2","13","0","0","0","0","0","0","0","0","0","0","4","0","0","7","0","0","1","0","3","0","0","0","2","0","4","0","0","1","4","0","7","0","9","0","0","0","0","2","0","1","0","1","0","0","0","5","0","0","0","12","0","8","0","0","0","0","0","0","0","0","12","0","0","0","0","70","0","0","0","1","1","7","0","0","0","0","115","0","0","0","0","2","0","0","0","0","0","6","0","1","8","0","13","2","14","0","0","0","0","0","0","0","0","36","5","4","0","1","2","0","1","0","0","0","0","0","0","1","0","0","2","0","0","0","0","0","0","2","0","1","1","0","2","4","4","0","0","5","0","0","1","0","1","0","0","0","1","0","0","1","0","0","0"
"4189",NA,NA,"403"," 4.970","4","0","9","0","0","0","1","0","0","1","0","1","0","1","0","3","0","24","22","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","2","0","0","1","1","0","0","1","0","0","0","0","1","0","13","0","0","0","0","0","6","0","1","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","39","1","0","0","4","1","0","0","0","0","0","64","0","0","0","1","0","0","0","0","0","0","3","0","0","16","0","0","4","86","0","0","1","0","0","0","0","0","29","9","4","0","0","0","0","4","0","1","0","0","0","0","3","0","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","18","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0"
"4255",NA,NA,"412"," 4.636","5.5","0","27","0","0","0","0","0","0","0","0","1","0","1","0","2","0","31","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","3","0","0","7","0","0","0","0","1","0","2","0","1","0","91","0","0","0","8","0","11","0","18","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","1","0","0","0","0","13","0","0","0","1","0","0","0","0","0","0","190","0","0","0","0","3","0","0","0","0","0","3","0","0","9","0","1","0","3","0","0","0","0","0","0","0","0","31","13","9","0","0","0","0","3","0","0","0","0","1","2","2","0","0","3","0","0","0","0","0","0","1","0","0","0","0","2","1","1","0","0","0","0","0","0","0","0","1","0","0","2","0","0","1","0","0","0"
"4393",NA,NA,"431"," 4.532","6.5","0","63","0","0","0","0","0","0","1","1","4","0","2","0","4","0","23","0","0","4","0","9","0","0","0","0","0","0","0","2","0","0","0","0","1","0","0","5","3","0","0","0","0","0","1","0","3","0","8","0","0","0","13","1","2","0","12","3","0","0","0","0","4","0","0","0","0","0","0","1","0","6","5","13","0","3","0","1","7","0","0","0","0","0","1","0","0","0","2","16","0","0","2","0","7","0","0","0","0","0","29","0","0","1","1","5","0","0","0","0","0","0","3","2","17.5","0","19","5","26","0","0","3","2","0","0","0","1","41","22","35","1","0","0","0","11","6","0","0","0","0","0","1","0","0","21","1","0","0","0","0","0","2","0","4","3","8","0","3","1","1","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0"
"4517",NA,NA,"449"," 4.611","10","0","45","1","0","0","0","0","0","2","0","6","0","1","0","4","0","38","0","0","2","0","1","2","2","0","0","0","0","0","1","3","0","0","0","3","0","0","1","0","0","1","4","0","0","0","0","2","0","115","0","0","0","8","0","3","3","18","0","0","2","0","1","1","0","0","0","0","0","0","1","0","0","0","2","0","66","1","0","1","0","0","0","0","0","0","0","0","0","0","9","0","0","0","7","4","0","0","0","0","0","6","0","0","10","0","1","0","0","0","0","0","5","1","0","13","1","0","3","29","0","0","0","1","4","0","0","0","60","10","40","0","0","0","0","2","0","0","0","0","2","0","1","2","0","12","0","0","0","0","0","0","1","0","0","3","13","0","0","4","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"4643",NA,NA,"468"," 4.830","4","0","22","0","0","0","1","0","0","0","0","3","0","0","0","2","0","16","0","0","3","0","3","1","2","0","0","0","0","0","6","2","0","0","0","2","0","0","2","0","1","0","1","3","0","2","0","1","0","22","0","0","1","5","0","9","3","12","0","0","1","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","194","5","3","3","0","0","0","0","0","0","0","0","0","0","19","0","0","0","0","1","2","0","0","0","0","6","0","1","0","0","2","0","0","0","0","0","8","0","0","4","0","0","0","9","0","0","0","1","2","0","0","0","62","7","16","1","1","0","0","0","0","0","0","0","0","0","1","0","0","11","2","0","0","0","0","1","2","0","0","1","0","1","1","2","0","0","0","0","0","0","0","0","3","0","0","2","0","0","0","0","0","0"
"4762",NA,NA,"486"," 4.550","4.5","0","48","0","0","0","0","0","0","0","0","14","0","0","0","6","2","21","0","0","1","0","3","0","0","0","0","0","0","2","5","1","0","0","0","1","0","0","3","3","1","0","3","0","0","0","0","2","0","68","0","0","0","5","0","0","1","12","0","0","0","0","0","0","0","0","0","0","0","0","2","0","2","0","0","0","28","1","0","31","0","0","0","0","0","1","0","0","0","0","36","0","0","1","3","0","0","0","0","0","0","23","0","0","1","0","4","0","0","0","0","0","1","0","0","24","2","3","13","23","0","0","0","0","0","0","0","0","52","10","27","6","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","2","6","0","2","0","0","0","0","0","0","0","0","3","1","0","0","0","0","0","0","0","0","0"
