"age_Calibrated_radiocarbon_years_BP","ageolder_BP","ageyounger_BP","depth","Abies","Abutilon t.","Acer","Acorus","Algae","Alismataceae","Alnus","Amaranthaceae undif.","Ambrosia t.","Anthemideae undif.","Apiaceae undif.","Artemisia","Asphodelus t.","Asteroideae undif.","Betula","Betulaceae undif.","Boraginaceae undif.","Brassicaceae","Butomus","Buxus","Calligonum","Campanulaceae","Cannabaceae undif.","Cardueae undif.","Carpinus","Caryophyllaceae undif.","Castanea","Centaurea","Cichorieae","Cistaceae","Clematis-type","Convolvulaceae","Cornus","Corylus","Cupressaceae","Cyperaceae","Dipsacaceae","Echinops","Ephedra","Erica t.","Erodium","Euphorbia t.","Fabaceae Undif.","Fagus","Fallopia","Fern","Fern-Equisetophyta","Filipendula t.","Fraxinus","Galium t.","Genisteae","Geraniaceae undif.","Geranium","Hedera","HippophaÃ«","Hippuris","Hydrocharitaceae","Hypericum undif.","Ilex","IsoÃ«tes","Juglans","Lamiaceae undif.","Lemnaceae","Leontice","Linum t.","Lonicera","Lotus t.","Lysimachia","Lythrum","Malva","Matthiola","Menyanthes","Mercurialis","Musci","Myriophyllum alterniflorum t.","Myriophyllum spicatum/verticillatum t.","Nuphar","Nymphaea","Nymphoides","Olea t.","Onagraceae","Ononis t.","Papaver t.","Paronychieae","Pediastrum divergens","Pediastrum longicorne","Persicaria t.","Petaloid monocot","Phillyrea","Picea","Pinus undif.","Pistacia","Plantago","Platanus","Plumbaginaceae","Poaceae","Poaceae (Cerealia-type)","Polygonum t.","Populus","Potamogeton","Potentilla t.","Pseudopediastrum brevicorne","Pseudopediastrum kawraiskyi","Quercus deciduous","Quercus evergreen","Ranunculaceae undif.","Rhamnaceae undif.","Rosa t.","Rosaceae undif.","Rumex t.","Salix","Sambucus","Sanguisorba t.","Saxifragaceae","Scrophulariaceae undif.","Searsia","Solanum","Sparganium","Spergularia t.","Taxus","Thalictrum","Tilia","Trifolium t.","Typha","Ulmus t.","Unknown","Urtica t.","Utricularia","Valeriana t.","Viburnum","Viscum","Vitis","Ziziphus/Paliurus","cf. Lycopodium"
"32484","33486","31589","  690","    4","    0","    3","    0","   10","    0","    5","   88","    0","    4","    9","  167","    0","   30","    4","    1","    0","    6","    0","    0","    0","    1","    0","    0","    8","   13","    0","   13","    2","    3","    0","    0","    0","   14","    1","    9","    0","    0","    9","    0","    0","    0","    1","   13","    3","    8","    0","    1","    0","    5","    0","    0","    0","    0","    2","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    4","    2","    0","    0","    0","    0","    1","    0","    0","    0","    2","    1","    0","    0","    0","   27","    0","    2","    0","    0","  126","    2","    9","    0","    0","    0","    0","    2","  190","    1","    2","    0","    0","    0","    2","    1","    0","    0","    2","    1","    0","    0","   11","    0","    0","    4","    0","    0","    1","    6","   10","    0","    0","    0","    0","    0","    0","    0","    0"
"32730","33744","31824","  695","   13","    0","    4","    0","  197","    1","    3","   87","    0","    4","    4","  189","    0","    8","   10","    2","    0","   13","    0","    0","    0","    0","    0","    0","    4","    6","    0","    7","    4","    1","    0","    0","    0","   11","    1","   11","    1","    0","    6","    0","    0","    0","    0","    2","    0","    8","    0","    0","    0","    5","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    3","    0","    1","    0","    0","    0","    0","    0","    0","    0","   17","    6","    0","    0","    0","   53","    0","   14","    0","    0","  210","    3","   16","    0","    1","    0","    0","   72","  164","    0","    2","    0","    0","    0","    2","    1","    0","    0","    0","    0","    0","    0","    7","    0","    1","    3","    0","    0","    0","    3","   14","    0","    0","    0","    0","    0","    0","    0","    0"
"32975","34001","32058","  700","    5","    0","    1","    0","  134","    1","    5","   37","    0","    8","    4","  100","    0","   12","    5","    2","    0","   10","    0","    0","    0","    1","    0","    0","   11","    1","    0","    6","    7","    0","    0","    0","    0","    3","    5","   19","    0","    0","    5","    0","    0","    0","    1","    4","    0","    2","    0","    0","    0","   10","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    2","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    7","    2","    0","    0","    0","    0","    0","    0","    0","    0","   17","    3","    1","    0","    0","   59","    0","   12","    0","    0","  172","    2","    6","    0","    7","    0","    0","   63","  199","    0","    5","    0","    0","    1","    7","    0","    0","    0","    0","    1","    0","    0","   12","    0","    0","    6","    1","    0","    0","    6","   12","    0","    0","    0","    0","    0","    0","    0","    0"
"33221","34259","32293","  705","    3","    0","    0","    0","    7","    0","    4","   76","    0","    4","    8","  206","    0","   12","    7","    0","    0","    4","    0","    0","    0","    0","    0","    0","    5","    4","    0","    1","    0","    0","    0","    0","    0","    6","    1","    6","    0","    0","    1","    0","    0","    0","    0","    4","    0","    4","    0","    0","    0","    2","    0","    0","    0","    0","    2","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    2","    4","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    2","    0","    0","    0","   13","    0","    6","    0","    0","  150","    0","   10","    0","    0","    0","    0","    0","  105","    2","    2","    0","    0","    0","    8","    0","    0","    0","    0","    1","    0","    0","   10","    0","    0","    2","    1","    0","    1","    3","   26","    0","    0","    0","    0","    0","    0","    0","    0"
"33466","34517","32529","  710","   13","    0","    1","    0","  423","    1","    2","   74","    0","    8","   10","  266","    0","   11","   11","    5","    0","   11","    0","    0","    0","    0","    0","    0","   22","    6","    0","    8","    4","    3","    0","    0","    0","   11","    5","   42","    0","    0","    2","    0","    0","    1","    0","    2","    0","   12","    0","    1","    0","   14","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","   10","    1","    1","    0","    0","    0","    0","    0","    0","    0","   33","    5","    2","    0","    0","   80","    0","    5","    0","    0","  276","    2","    9","    0","    1","    0","    0","  154","  240","    1","    5","    0","    0","    0","    9","    0","    0","    0","    1","    1","    0","    0","   26","    0","    0","    3","    1","    1","    0","    2","    2","    0","    0","    0","    0","    0","    0","    0","    0"
"33957","35032","32997","  720","   19","    0","    2","    0","  127","    1","    2","   19","    0","    5","    4","   95","    0","    6","    4","    1","    0","    1","    0","    0","    0","    0","    0","    0","   35","    6","    0","    3","    6","    2","    0","    0","    0","   25","    0","    8","    1","    0","    0","    0","    0","    0","    0","    8","    0","    4","    0","    0","    1","    1","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    1","    4","    0","    1","    0","    0","    0","    0","    0","    0","    0","    9","    4","    0","    0","    0","   96","    0","    6","    0","    0","  127","    2","    3","    0","    0","    0","    0","   12","  155","    2","    1","    0","    0","    0","    3","    0","    0","    0","    0","    0","    0","    0","    8","    0","    0","    4","    2","    0","    0","    1","    4","    0","    0","    0","    0","    0","    0","    0","    0"
"34448","35548","33466","  730","   33","    0","    4","    0","   85","    0","    4","   22","    0","    5","    7","  107","    0","    3","    6","   12","    0","    0","    0","    0","    0","    0","    0","    0","   81","    7","    0","    6","    2","    2","    0","    0","    0","   49","    2","   15","    0","    0","    4","    0","    0","    1","    0","   27","    0","    1","    0","    0","    0","    7","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    1","    1","    0","    0","    0","    0","    0","    0","    0","    4","    0","    0","    0","    0","   92","    0","    6","    0","    0","  148","    7","    8","    0","    0","    0","    0","    0","  291","    3","    4","    0","    0","    1","   10","    0","    0","    1","    0","    1","    0","    0","    3","    0","    0","    5","    2","    0","    0","    9","    8","    0","    0","    0","    0","    0","    0","    0","    0"
"35037","36166","34029","  742","   17","    0","    9","    0","   72","    1","    4","   61","    0","    4","   17","  174","    0","   31","   13","    7","    0","   49","    0","    1","    0","    1","    0","    0","   37","   24","    0","    6","   13","    2","    0","    1","    0","   45","    4","  162","    0","    0","    9","    0","    0","    0","    0","   19","    4","   18","    0","    0","    2","   11","    0","    0","    0","    0","    3","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","   14","    0","    5","    0","    0","    0","    1","    0","    0","    0","    1","    5","    1","    0","    0","  102","    0","    8","    0","    0","  367","    6","    8","    0","    1","    0","    0","    6","  603","    0","    2","    0","    0","    1","    7","    0","    0","    0","    0","    0","    0","    0","   49","    2","    0","    8","    5","    0","    0","   11","   64","    0","    0","    0","    0","    0","    0","    0","    0"
"35430","36580","34405","  750","    4","    0","    0","    0","   38","    2","    7","   17","    0","    6","    7","  111","    0","   21","    3","    3","    0","   26","    1","    0","    0","    0","    0","    0","   18","    6","    0","    8","    2","    0","    0","    0","    0","    9","    1","  116","    0","    0","    3","    0","    0","    0","    0","    5","    2","   20","    0","    0","    1","    7","    0","    0","    0","    0","    3","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","   11","    2","    8","    0","    0","    0","    0","    0","    0","    0","    3","    0","    1","    0","    0","   37","    0","    7","    0","    1","  221","    2","    3","    0","    1","    1","    0","    5","  139","    0","    2","    1","    0","    1","    1","    1","    0","    0","    0","    0","    0","    0","   46","    0","    0","    8","    0","    1","    1","    7","   10","    0","    0","    0","    0","    0","    0","    0","    0"
"36166","37354","35109","  765","  136","    0","    0","    0","   33","    0","    5","   10","    0","    1","    1","   37","    0","    2","    4","    9","    0","    2","    0","    0","    0","    0","    0","    0","  120","    0","    0","    0","    1","    0","    0","    0","    0","   43","    0","   17","    0","    0","    2","    0","    0","    0","    0","   49","    0","    4","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    3","    8","    1","    0","    0","    0","    1","    0","    0","    0","    0","    5","    1","    0","    0","    1","  203","    0","    3","    0","    0","  106","    3","    0","    0","    0","    0","   20","    0","  255","    1","    6","    0","    0","    1","    0","    0","    0","    1","    0","    0","    0","    0","    5","    0","    0","    1","    0","    0","    0","   24","   12","    0","    0","    0","    0","    0","    0","    0","    0"
"36657","37869","35578","  775","  201","    0","    2","    0","   62","    0","    2","    4","    0","    1","    1","   20","    0","    0","    2","   10","    0","    0","    0","    0","    0","    0","    0","    0","  117","    0","    0","    0","    1","    0","    0","    0","    0","   33","    1","   14","    0","    0","    3","    0","    0","    0","    0","   35","    0","    5","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    6","    0","    0","    0","    1","  187","    0","    1","    0","    0","   28","    1","    0","    0","    0","    0","    0","    0","  185","    0","    1","    0","    0","    5","    1","    0","    0","    0","    0","    0","    0","    0","    3","    0","    0","    0","    2","    0","    0","   16","    4","    0","    0","    0","    0","    0","    0","    0","    0"
"37148","38385","36046","  785","   14","    0","    0","    0","   59","    1","    2","   12","    0","    4","   11","   44","    0","    1","    3","    2","    0","   21","    0","    0","    0","    0","    0","    0","    3","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","  163","    0","    0","    3","    0","    0","    1","    0","    4","    0","    6","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    2","    0","    0","    0","    0","    0","    0","    6","    0","    0","    0","    0","    0","    0","    0","   10","    1","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","   60","    0","    1","    0","    0","   74","    0","    0","    0","    0","    5","    0","    4","   42","    0","    1","    0","    0","    0","    1","    3","    0","    0","    0","    0","    0","    0","   35","    0","    0","    1","    0","    0","   17","    3","    8","    0","    0","    0","    0","    0","    0","    0","    0"
"37492","38746","36374","  792","    5","    0","    0","    0","   47","    1","    0","   44","    0","    5","   15","  164","    0","    5","   13","    0","    1","  100","    0","    0","    0","    2","    0","    0","    6","    1","    0","    5","    0","    1","    0","    0","    0","    3","    1","  658","    0","    0","    1","    0","    0","    0","    0","    4","    0","    9","    0","    2","    0","   13","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    5","    0","    0","    0","    0","    0","    0","    2","    0","    0","    0","    0","    0","    0","    0","   11","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","   43","    0","    4","    0","    0","  177","    2","    1","    0","    2","  237","    0","    1","  107","    0","    2","    0","    0","    1","    3","  136","    0","    0","    0","    0","    0","    0","  120","    0","    0","   10","    0","    0","  142","    1","   28","    1","    2","    0","    0","    0","    0","    0","    0"
"38130","39417","36983","  805","   84","    0","    0","    0","   85","    0","    1","    8","    0","    1","    0","   20","    0","    2","    2","    1","    0","    0","    0","    0","    0","    0","    0","    1","   24","    0","    0","    0","    0","    2","    0","    0","    0","    4","    0","   38","    0","    0","    0","    0","    0","    0","    0","    9","    0","    2","    1","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    2","    1","    0","    0","    0","    0","    0","    0","    0","    0","    6","    1","    0","    0","    0","  350","    0","    1","    0","    0","   54","    2","    0","    0","    1","    0","   53","   31","   46","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    8","    0","    0","    0","    1","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0"
"38867","40190","37686","  820","   44","    0","    1","    0","   46","    0","    5","    5","    0","    4","    1","   28","    0","    2","    0","    2","    0","    2","    0","    0","    0","    0","    0","    0","   61","    1","    0","    2","    1","    0","    0","    0","    0","   13","    0","    4","    0","    1","    0","    0","    0","    0","    0","   29","    0","    2","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","   13","    0","    0","    0","    0","    0","    0","    0","    0","    0","    2","    1","    0","    0","    0","  131","    0","    3","    0","    0","   53","    4","    0","    0","    0","    0","    0","   14","  102","    0","    3","    0","    0","    0","    4","    0","    0","    0","    0","    0","    0","    0","    3","    0","    0","    1","    1","    0","    0","    5","    0","    0","    0","    0","    0","    0","    0","    0","    0"
"39358","40706","38154","  830","   73","    0","    2","    1","  100","    0","    2","   18","    0","    5","    2","   53","    0","    5","    3","    2","    0","    5","    0","    0","    0","    0","    1","    0","   24","    1","    0","    3","    1","    2","    0","    0","    0","   12","    0","   46","    0","    0","    3","    0","    0","    1","    0","   11","    0","    3","    1","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    2","   25","    0","    4","    0","    0","    0","    0","    0","    0","    0","   11","    0","    1","    0","    0","  312","    0","    2","    0","    0","  112","    2","    0","    0","    0","    1","    0","  109","  186","    0","    4","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","   13","    0","    0","    1","    1","    0","    0","    7","    6","    0","    0","    0","    0","    0","    0","    0","    0"
"39848","41222","38623","  840","  134","    0","    4","    0","   86","    0","    2","   10","    0","    0","    0","   22","    0","    1","    1","    3","    0","    6","    0","    0","    0","    0","    0","    0","   20","    0","    0","    1","    0","    0","    0","    0","    0","    8","    0","   13","    0","    0","    1","    0","    0","    0","    0","   14","    1","    4","    0","    0","    0","    2","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","   10","    0","    2","    0","    0","    0","    0","    0","    0","    0","    7","    3","    0","    0","    0","  303","    0","    0","    0","    0","   59","    2","    1","    0","    0","    0","    0","   83","   81","    0","    1","    0","    0","    0","    2","    1","    0","    0","    0","    0","    0","    0","    3","    0","    0","    1","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0"
"40339","41738","39091","  850","   72","    0","    1","    0","   37","    0","    2","    5","    0","    1","    1","    9","    0","    1","    0","    3","    0","    1","    0","    0","    0","    0","    0","    0","  110","    3","    0","    1","    0","    0","    0","    0","    0","   16","    0","    3","    0","    0","    9","    0","    0","    0","    0","   30","    0","    3","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    2","    4","    0","    0","    0","  192","    0","    3","    0","    0","   16","    3","    0","    0","    0","    0","    0","   12","   92","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    1","    1","    0","    0","   13","    0","    0","    0","    0","    0","    0","    0","    0","    0"
"41076","42512","39793","  865","  154","    0","    0","    0","   49","    0","    0","    1","    0","    0","    0","    2","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    2","   37","    0","    0","    0","    0","    0","    0","    0","    0","    4","    0","    3","    0","    0","    2","    0","    0","    0","    0","    8","    1","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","   12","    0","    0","    0","    0","  219","    0","    0","    0","    0","    2","    0","    1","    0","    0","    0","    0","   46","   28","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    3","    4","    0","    0","    0","    0","    0","    0","    0","    0"
"41812","43286","40496","  880","  139","    0","    1","    0","   75","    0","    1","    1","    0","    0","    0","    9","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","   55","    0","    0","    0","    0","    2","    0","    0","    0","    4","    0","    0","    0","    0","    1","    0","    0","    0","    0","    9","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","   13","    0","    1","    0","    0","  238","    0","    0","    0","    0","    9","    2","    0","    0","    0","    0","    0","    0","   49","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    6","    0","    0","    0","    0","    0","    0","    0","    0","    0"
"42303","43801","40963","  890","  125","    0","    0","    0","    9","    0","    2","    3","    0","    0","    0","    9","    0","    2","    1","    2","    0","    0","    0","    0","    0","    0","    0","    0","   77","    1","    0","    2","    0","    0","    0","    0","    0","   19","    1","    6","    0","    0","    4","    0","    0","    0","    0","    9","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    4","    0","    0","    0","    0","  157","    0","    1","    0","    0","   22","    1","    0","    0","    0","    0","    0","    0","   85","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    9","   16","    0","    0","    0","    0","    0","    0","    0","    0"
"42794","44316","41429","  900","   29","    0","    4","    0","   18","    1","    7","   23","    0","    2","    2","   57","    0","    4","    2","    1","    0","    2","    0","    0","    0","    0","    0","    0","   71","    4","    0","    0","    6","    0","    0","    0","    0","   22","    0","   13","    0","    0","    3","    0","    0","    0","    0","   10","    0","    3","    0","    0","    2","    3","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    8","    1","    0","    0","    0","  224","    0","    9","    0","    0","   64","    5","    2","    0","    1","    0","    0","    0","  322","    0","    1","    0","    0","    1","    5","    0","    0","    0","    0","    1","    0","    0","    2","    0","    0","    1","    0","    0","    0","   15","    6","    0","    0","    0","    0","    0","    0","    0","    0"
"43285","44832","41897","  910","   10","    0","    2","    0","    3","    0","    4","    9","    0","    2","    3","   33","    0","    0","    1","    7","    0","    0","    0","    0","    0","    0","    0","    2","   51","    4","    0","    3","    2","    1","    0","    0","    0","   26","    1","    0","    0","    0","    6","    0","    0","    0","    0","    6","    0","    2","    0","    0","    1","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    4","    0","    0","    0","    0","  113","    1","    1","    0","    0","   34","    0","    1","    0","    0","    0","    0","    0","  212","    0","    0","    0","    1","    0","    4","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","   21","    0","    0","    0","    0","    0","    0","    0","    0","    0"
"43776","45348","42365","  920","   38","    0","   12","    0","   35","    1","   12","   50","    0","    5","    7","  170","    0","    9","    5","    7","    0","    6","    0","    1","    0","    0","    0","    0","  141","   11","    0","    4","   17","    0","    0","    0","    1","  104","   13","   20","    1","    0","   12","    0","    0","    0","    0","   15","    0","    9","    0","    0","    4","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    9","    0","    0","    2","    0","  393","    2","    8","    1","    0","  196","   12","    2","    0","    1","    1","    0","    0","  979","    1","    4","    0","    0","    0","   13","    1","    0","    0","    0","    0","    0","    0","    4","    0","    0","    1","    8","    0","    0","   67","   18","    0","    0","    0","    0","    1","    0","    0","    0"
"44267","45863","42832","  930","    6","    0","    5","    0","    5","    1","    9","   28","    0","    3","    3","   68","    0","    4","    4","    0","    0","    3","    0","    0","    0","    0","    0","    0","   31","    6","    0","    8","    3","    1","    0","    0","    0","   51","    2","   16","    1","    0","   17","    0","    0","    0","    0","    7","    0","    7","    2","    0","    4","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    8","    4","    0","    0","    0","  141","    0","    7","    0","    0","   81","   11","    1","    0","    0","    0","    0","    0","  460","    1","    2","    0","    0","    0","    2","    1","    0","    0","    0","    0","    0","    0","    3","    0","    0","    2","    0","    0","    3","   28","    8","    0","    0","    0","    0","    0","    0","    0","    0"
"45003","46636","43533","  945","    9","    0","    1","    0","  106","    0","    4","   36","    0","    9","    3","   95","    0","   11","    7","    6","    0","   17","    0","    0","    0","    0","    0","    0","    6","    5","    0","    1","    2","    0","    0","    0","    0","   11","    4","   73","    0","    0","    8","    0","    0","    0","    0","    0","    0","    2","    0","    0","    1","    2","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    4","    0","    0","    0","    0","    0","    0","    0","    0","    0","    5","    3","    0","    0","    0","  176","    0","    4","    0","    0","  154","    2","    2","    0","    0","    0","    7","    3","  306","    0","    2","    0","    0","    1","    6","    1","    0","    0","    0","    1","    0","    0","   29","    0","    0","    0","    1","    0","    2","    4","   22","    1","    0","    0","    0","    0","    0","    0","    0"
"45494","47152","44001","  955","   21","    0","    3","    0","    3","    0","    7","   33","    0","    3","    1","   77","    0","    5","    3","    4","    0","    4","    0","    0","    0","    0","    0","    0","   19","    5","    0","    0","    5","    0","    0","    0","    0","   22","    3","   28","    0","    0","    5","    0","    0","    0","    0","    7","    0","   14","    0","    0","    0","    3","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    3","    0","    0","    0","    0","    0","    0","    0","    0","    0","    4","    1","    0","    0","    0","  261","    0","    5","    0","    0","   67","    1","    0","    0","    1","    0","    0","    0","  338","    0","    0","    0","    0","    0","    2","    1","    0","    0","    0","    0","    0","    0","    6","    0","    0","    0","    1","    0","    0","    9","   22","    0","    0","    0","    0","    0","    0","    0","    0"
"45740","47410","44235","  960","    8","    0","    2","    0","  101","    1","    7","   62","    0","    7","    6","  126","    0","   10","    6","    2","    0","   18","    0","    0","    0","    0","    1","    0","    4","    9","    0","    3","    1","    0","    0","    0","    1","   15","    7","   59","    0","    0","    6","    0","    0","    0","    0","    1","    0","    3","    0","    1","    0","    3","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    2","    0","    0","    0","    0","    0","    0","    0","    0","    0","    5","    4","    0","    0","    0","  193","    0","    6","    0","    0","  188","    7","    0","    0","    1","    0","    0","    0","  299","    1","    3","    0","    0","    0","    4","    1","    0","    0","    0","    0","    0","    0","   20","    0","    0","    4","    0","    0","    0","    7","   34","    0","    0","    0","    0","    0","    0","    0","    0"
"46231","47925","44702","  970","    2","    0","    5","    0","   47","    0","    7","  101","    0","   14","    9","  257","    0","   12","   10","    1","    0","   24","    0","    0","    0","    0","    0","    6","   11","   10","    0","    6","    3","    2","    0","    0","    0","    5","    4","  109","    0","    0","   17","    0","    0","    0","    0","    3","    1","   11","    0","    0","    0","    1","    0","    0","    0","    0","    3","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","   26","    0","    0","    0","    0","    0","    0","    0","    1","    0","    2","    9","    0","    0","    0","  231","    0","    5","    0","    0","  472","    5","    3","    0","    1","    0","    0","    0","  318","    0","    4","    0","    0","    0","   15","    0","    0","    0","    0","    0","    0","    0","   67","    0","    0","    2","    2","    2","    1","    7","   32","    0","    0","    0","    0","    0","    0","    0","    0"
"46722","48441","45170","  980","    1","    0","    3","    0","   58","    0","    3","   66","    0","   22","   10","  221","    0","   11","    8","    0","    0","    2","    1","    0","    0","    0","    0","    1","    4","    3","    0","    4","    1","    0","    0","    0","    0","    6","    2","   64","    0","    0","   18","    0","    0","    0","    0","    2","    0","    4","    0","    0","    0","    3","    0","    0","    0","    0","    2","    0","    0","    0","    0","    0","    0","    2","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    2","    6","    0","    0","    0","    0","    0","    0","    0","    0","    0","    6","    5","    2","    0","    0","   35","    0","    7","    0","    0","  158","    8","    4","    0","    0","    5","    0","    0","  192","    1","    2","    0","    0","    0","    8","    0","    0","    0","    0","    0","    0","    0","    6","    0","    0","    5","    1","    0","    0","    7","   16","    0","    0","    0","    0","    0","    0","    0","    0"
"47213","48956","45636","  990","   11","    0","    1","    0","    4","    0","    3","   29","    0","    1","    1","   49","    0","    9","    2","    1","    0","    1","    0","    0","    0","    0","    0","    0","    7","   13","    0","    4","    7","    1","    0","    0","    1","    9","    4","    9","    0","    0","   12","    0","    0","    1","    0","    4","    0","    8","    0","    0","    1","    3","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    4","    0","    0","    0","  288","    0","    2","    0","    0","   92","    6","    0","    0","    0","    0","    0","    0","  399","    2","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    3","    0","    0","    0","    0","    0","    0","    9","    4","    0","    0","    0","    0","    0","    0","    0","    0"
