"age_Calibrated_radiocarbon_years_BP","ageolder_BP","ageyounger_BP","depth","Abies","Acer","Algae","Alnus","Amaranthaceae undif.","Apiaceae undif.","Artemisia","Asphodelus t.","Asteroideae undif.","Betula","Boraginaceae undif.","Brassicaceae","Buxus","Cannabaceae undif.","Caryophyllaceae undif.","Cedrus","Centaurea","Cichorieae","Cistaceae","Convolvulaceae","Coriaria","Corylus","Crassulaceae","Cupressaceae","Cyperaceae","Dipsacaceae","Echium t.","Ephedra","Erica t.","Euphorbia t.","Fabaceae Undif.","Fagus","Fraxinus","Geraniaceae undif.","Hedera","Hypecoum","Juglans","Lamiaceae undif.","Ligustrum","Lythrum","Malva undif.","Myriophyllum undif.","Myrtaceae undif.","Olea t.","Papaver t.","Petaloid monocot","Phillyrea","Pinus undif.","Pistacia","Plantago","Platanus","Poaceae","Poaceae (Cerealia-type)","Polygonum t.","Potamogeton","Protist","Pseudoschizaea","Quercus deciduous","Quercus evergreen","Ranunculaceae undif.","Rhamnus","Rosaceae undif.","Rubiaceae undif.","Rumex t.","Salix","Sambucus","Sanguisorba t.","Scrophulariaceae undif.","Solanaceae undif.","Sparganium","Tamarix","Thalictrum","Thymelaeaceae undif.","Tilia","Typha","Ulmus t.","Unknown","Urtica t.","Viburnum","Vitis"
"8909","9148","8720","1440","   0","   0","   0","   0","  23","  18","   4","   0","   9","   1","   0","   0","   0","   2","   0","   0","   1","  11","   4","   0","   2","   2","   0","   0","   3","   0","   0","   6","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  11","   0","   0","   2","  68","   6","   0","   0","  99","   4","   1","   0","   0","   1","   3","  37","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   2","   0","   2","   0","   0","   1"
"8920","9161","8733","1450","   0","   0","   0","   0","  13","  30","   7","   0","  19","   0","   0","   0","   0","   4","   0","   0","   0","  10","   6","   0","   0","   2","   0","   0","   5","   0","   0","  11","   0","   1","   1","   0","   0","   1","   0","   0","   1","   0","   0","   0","   0","   0","   0","   8","   0","   0","   1","  38","   4","   0","   0","  66","   2","   1","   0","   0","   4","   4","  69","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   3","   0","   1","   0","   0","   0","   0","   6","   0","   0","   2"
"8932","9171","8744","1460","   0","   0","   0","   0","  10","  26","  17","   0","   7","   0","   0","   0","   0","   0","   1","   0","   0","   9","   2","   0","   1","   0","   0","   0","   2","   0","   0","   5","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   7","   0","   0","   2","  31","   6","   0","   0"," 116","   8","   0","   0","   0","   0","   8","  95","   2","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   2","   0","   0","   0","   0","   2","   0","   0","   0"
"8943","9182","8755","1470","   0","   0","   0","   0","  34","  17","  12","   1","  11","   2","   0","   0","   2","   0","   1","   0","   1","  13","  10","   0","   0","   3","   0","   6","  10","   1","   0","  11","   1","   0","   2","   0","   2","   3","   1","   0","   0","   0","   2","   0","   0","   0","   0","  30","   0","   0","   4","  26","  18","   0","   0","  99","   9","   1","   0","   0","   0","  20","  65","   5","   1","   0","   1","   0","   0","   0","   0","   0","   0","   3","   0","   3","   0","   0","   1","   1","   6","   0","   0","   1"
"8955","9193","8765","1480","   0","   1","   0","   0","  12","  38","  20","   0","  10","   0","   0","   1","   0","   0","   0","   0","   2","  20","  18","   0","   1","   0","   0","   1","   9","   0","   0","   9","   0","   1","   2","   0","   0","   0","   0","   0","   0","   2","   1","   0","   0","   0","   0","  26","   2","   0","   4","  35","  11","   1","   0","  84","   8","   2","   0","   0","   0","  16"," 116","   6","   1","   1","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   6","   0","   0","   3"
"8966","9205","8777","1490","   0","   0","   0","   0","  43","  24","  12","   0","  16","   2","   0","   0","   1","   0","   0","   0","   1","   8","   3","   0","   0","   1","   0","   0","   2","   1","   0","  12","   1","   0","   0","   0","   0","   1","   0","   0","   0","   1","   0","   0","   0","   0","   0","  31","   0","   0","   4","  14","  12","   0","   0","  75","   2","   0","   0","   0","   2","  13","  50","   6","   2","   2","   0","   0","   0","   0","   0","   0","   0","   2","   0","   1","   0","   0","   1","   0","   9","   0","   0","   0"
"8978","9215","8787","1500","   0","   0","   0","   0","  40","  20","   8","   0","  17","   0","   0","   2","   0","   0","   0","   0","   0","  11","   8","   0","   1","   0","   0","   0","   3","   0","   0","   9","   0","   1","   2","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","  31","   1","   0","   2","  27","   8","   0","   0","  86","   6","   0","   0","   0","   3","  15","  95","   9","   1","   4","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   3","   0","   0","   1"
"8989","9225","8797","1510","   0","   0","   3","   0","  21","  47","  23","   0","  10","   1","   0","   0","   0","   0","   0","   1","   1","  11","   9","   0","   0","   0","   0","   2","  18","   0","   0","   9","   0","   0","   4","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","  17","   1","   0","   3","  21","   2","   0","   0","  79","   4","   1","   0","   0","   2","  22"," 101","   2","   0","   0","   1","   0","   0","   0","   0","   0","   0","   2","   0","   1","   0","   0","   0","   0","   3","   1","   0","   2"
"9001","9237","8808","1520","   0","   0","   0","   0","  18","  30","   9","   0","  11","   0","   0","   0","   0","   0","   1","   0","   1","   6","   6","   0","   0","   0","   0","   6","   8","   0","   0","   8","   3","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  15","   0","   0","   2","  27","  15","   0","   0"," 109","  12","   1","   0","   0","   2","  13","  41","   6","   0","   0","   0","   0","   0","   0","   0","   0","   0","   2","   0","   1","   0","   0","   0","   0","  10","   0","   0","   0"
"9012","9247","8817","1530","   0","   0","   0","   0","  14","  30","   6","   0","  20","   0","   0","   0","   0","   0","   0","   0","   2","  14","  11","   0","   0","   1","   0","   0","  11","   0","   0","   7","   0","   3","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  18","   0","   0","   4","  36","   3","   0","   0"," 114","  12","   0","   0","   0","   2","   6","  66","   1","   1","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   2","   0","   4","   0","   0","   1"
"9024","9259","8828","1540","   0","   0","   0","   0","  16","  21","  12","   0","   4","   0","   0","   0","   0","   0","   0","   0","   0","   5","   3","   0","   0","   1","   0","   1","  10","   0","   0","  10","   0","   1","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  19","   0","   0","   6","  22","  18","   0","   0"," 101","   5","   0","   1","   0","   1","   5","  79","   2","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   1"
"9035","9271","8838","1550","   0","   0","   0","   1","  22","  22","  14","   0","  13","   2","   0","   2","   0","   0","   0","   0","   0","  11","   3","   0","   0","   1","   0","   2","   1","   0","   0","   4","   0","   1","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","  37","   1","   0","   3","  27","  21","   1","   0","  92","  15","   0","   0","   0","   0","  14","  75","   5","   2","   1","   0","   1","   0","   0","   0","   0","   0","   5","   0","   1","   0","   0","   0","   0","   4","   0","   0","   1"
"9047","9282","8847","1560","   0","   0","   0","   2","  22","  24","  10","   0","   9","   0","   0","   0","   0","   1","   0","   0","   0","   9","   9","   0","   0","   1","   0","   0","   1","   1","   0","  11","   0","   1","   0","   0","   0","   1","   0","   0","   0","   0","   1","   0","   0","   0","   0","  38","   0","   0","   2","  31","   8","   0","   0","  73","   7","   2","   0","   0","   4","   5","  60","   1","   1","   0","   0","   0","   0","   0","   0","   0","   0","   3","   0","   2","   0","   0","   0","   0","   3","   0","   0","   3"
"9058","9294","8857","1570","   0","   0","   0","   0","   5","  31","  13","   0","  11","   1","   0","   0","   3","   1","   0","   0","   0","  19","  13","   0","   0","   0","   0","   5","  17","   1","   0","  10","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   1","   0","   0","   0","   0","  14","   0","   0","   0","  32","   7","   0","   0","  60","  12","   0","   0","   0","   0","   9","  54","   5","   2","   0","   1","   0","   1","   0","   0","   0","   0","   1","   0","   1","   0","   0","   2","   0","   7","   0","   0","   3"
"9070","9306","8867","1580","   0","   0","   0","   0","  16","   9","  12","   0","  14","   0","   0","   0","   0","   0","   0","   0","   0","   7","  11","   0","   0","   4","   0","   0","  10","   0","   0","   9","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  24","   1","   0","   2","  48","  11","   0","   0"," 126","  12","   1","   1","   0","   2","  16","  69","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   3","   0","   1","   0","   0","   2","   0","   6","   0","   0","   0"
"9081","9318","8876","1590","   1","   0","   0","   0","  12","  14","  16","   0","   7","   1","   0","   0","   0","   0","   2","   1","   0","   8","  10","   0","   0","   1","   0","   2","   5","   0","   0","   6","   0","   1","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  19","   0","   0","   2","  31","   1","   1","   0"," 100","  17","   0","   2","   0","   1","  10","  45","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   2","   0","   0","   1","   0","   4","   0","   0","   1"
"9093","9330","8886","1600","   0","   0","  28","   1","  62","  20","  19","   0","  19","   2","   0","   1","   0","   0","   1","   0","   0","   6","   7","   0","   0","   1","   0","   0","   5","   0","   0","  23","   2","   1","   1","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   2","   0","  27","   1","   1","   5","  32","   9","   0","   0","  79","   7","   0","   2","   0","   0","  15","  58","   1","   1","   2","   0","   0","   0","   0","   0","   0","   0","  70","   0","   1","   1","   0","   4","   0","   1","   0","   0","   2"
"9104","9343","8896","1610","   0","   0","  38","   0","   7","  24","   3","   0","   6","   2","   0","   1","   0","   0","   0","   0","   0","   4","   8","   0","   0","   0","   0","   2","   4","   0","   0","   2","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   2","   0","  22","   0","   0","   2","  18","  17","   0","   0","  84","   3","   0","   0","   0","   0","  10","  47","   2","   0","   1","   0","   1","   0","   0","   0","   0","   0","  28","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0"
"9116","9357","8907","1620","   1","   0","   0","   1","   6","  28","   5","   0","  10","   1","   0","   0","   0","   0","   0","   0","   2","  15","  18","   0","   0","   2","   0","   7","   7","   1","   0","  15","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","  40","   0","   0","   8","  31","   9","   0","   0","  72","  14","   0","   0","   0","   4","  13","  44","   1","   3","   0","   0","   0","   0","   0","   0","   0","   0","   4","   0","   1","   0","   0","   0","   0","   4","   0","   0","   0"
"9127","9370","8917","1630","   0","   0","   0","   0","   5","  43","   8","   0","   6","   0","   0","   0","   0","   0","   1","   0","   0","  10","   9","   0","   1","   0","   0","   1","   8","   0","   0","   7","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   1","   0","  12","   0","   0","   8","  35","   2","   0","   0","  47","   8","   1","   0","   0","   1","   9","  94","   1","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   6","   0","   0","   1"
"9139","9384","8927","1640","   0","   0","   0","   0","   8","  36","  13","   0","  10","   0","   0","   0","   0","   0","   0","   0","   0","  19","   6","   0","   0","   2","   0","   2","  11","   1","   0","   4","   1","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  15","   0","   0","   2","  15","   6","   0","   0","  91","   8","   0","   1","   0","   0","   8","  92","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   3","   0","   0","   0","   0","   1","   0","   5","   0","   0","   1"
"9150","9396","8936","1650","   0","   0","   2","   2","   6","  30","   6","   0","   7","   4","   0","   0","   0","   1","   0","   0","   0","  14","   8","   0","   0","   3","   0","   1","  15","   0","   0","   9","   0","   0","   2","   0","   0","   1","   0","   0","   0","   1","   0","   0","   0","  19","   0","  24","   0","   0","   3","  31","   5","   0","   0","  86","   4","   0","   1","   0","   4","   9","  68","   4","   0","   0","   2","   0","   0","   0","   0","   0","   0","  94","   0","   0","   0","   1","   2","   0","   1","   0","   1","   1"
"9162","9411","8947","1660","   0","   0"," 104","   2","   9","  12","   5","   0","  13","   0","   0","   0","   0","   0","   0","   0","   1","   9","   4","   0","   0","   2","   0","   1","   7","   0","   0","   8","   0","   0","   3","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   1","   0","  28","   0","   0","   6","  36","   4","   0","   0","  70","   2","   1","   0","   0","   1","   5","  61","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  29","   0","   0","   0","   0","   1","   0","   2","   0","   0","   0"
"9173","9425","8957","1670","   0","   0","  22","   1","  12","  21","   2","   0","   8","   0","   0","   0","   0","   0","   0","   0","   2","  16","   6","   0","   1","   1","   0","   4","   8","   0","   0","  24","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","  17","   0","   0","   5","  33","   6","   0","   0","  72","   7","   1","   0","   0","   4","   9","  42","   4","   0","   0","   0","   0","   0","   0","   0","   0","   0","  37","   0","   1","   0","   0","   2","   0","   4","   0","   0","   0"
"9185","9439","8967","1680","   1","   0"," 156","   0","  24","  22","   6","   0","  12","   2","   0","   2","   0","   0","   0","   0","   0","   6","  10","   0","   0","   1","   0","   2","  10","   0","   0","  19","   0","   2","   3","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   3","   0","  81","   0","   0","  14","  44","  13","   2","   0","  58","  12","   2","   1","   0","   2","  16"," 108","   1","   0","   1","   0","   0","   0","   0","   0","   0","   0","  56","   0","   1","   0","   0","   8","   1","   3","   0","   0","   0"
"9196","9453","8977","1690","   0","   1","   0","   1","   6","  20","   6","   0","  11","   1","   0","   0","   0","   0","   0","   0","   0","  21","   9","   0","   0","   2","   0","   1","   6","   0","   0","   5","   1","   0","   1","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","  48","   0","  32","   0","   0","   6","  24","   4","   0","   0","  93","   9","   0","   2","   0","   2","  12","  90","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","  32","   0","   2","   0","   0","   7","   0","   2","   0","   0","   0"
"9208","9467","8987","1700","   0","   0","   0","   0","   9","  20","  16","   0","  12","   0","   0","   0","   0","   2","   0","   0","   0","  12","   9","   0","   0","   1","   0","   2","   9","   0","   0","   6","   0","   0","   3","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","  34","   0","   0","   5","  78","   4","   0","   0","  75","   6","   1","   1","   0","   2","   7","  80","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0"," 232","   0","   0","   0","   0","   2","   0","   2","   0","   0","   0"
"9219","9482","8997","1710","   0","   0","   1","   0","  11","  11","  14","   0","   9","   3","   0","   0","   0","   0","   0","   0","   0","  15","  12","   0","   0","   1","   0","   1","  15","   0","   0","  16","   1","   1","   5","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","  20","   0","  68","   0","   0","   4","  43","  10","   0","   0","  74","   4","   2","   0","   0","   0","   8"," 111","   2","   0","   0","   0","   0","   0","   0","   0","   0","   0","  74","   0","   2","   0","   0","   2","   1","   4","   0","   0","   0"
"9231","9495","9006","1720","   0","   0","   4","   2","  15","  36","   7","   0","   6","   2","   0","   0","   0","   0","   0","   0","   0","  27","   7","   0","   0","   0","   0","   6","   9","   0","   0","   4","   0","   0","   0","   0","   0","   2","   0","   0","   0","   0","   0","   0","   0","   1","   0","   7","   0","   0","   1","  24","   5","   0","   0","  87","  11","   0","   0","   0","   0","   7","  77","   1","   2","   0","   0","   0","   0","   0","   0","   0","   0","   4","   0","   0","   0","   0","   1","   0","  15","   0","   0","   1"
"9242","9510","9016","1730","   0","   0","   0","   1","   6","  30","  23","   0","   5","   0","   0","   0","   0","   0","   0","   0","   1","  18","   3","   0","   0","   2","   0","   3","  10","   0","   0","   3","   0","   0","   2","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","  12","   0","   1","   3","  32","   1","   0","   0","  51","   6","   0","   3","   0","   0","   5"," 120","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   1","   0","  12","   0","   0","   0"
"9254","9524","9026","1740","   0","   0","   0","   0","   7","  29","   9","   0","   9","   0","   0","   0","   0","   0","   0","   0","   1","  14","   2","   0","   0","   0","   0","   3","   6","   0","   0","   4","   0","   0","   2","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   6","   1","   0","   2","  35","  11","   0","   0","  99","   8","   0","   0","   0","   0","   9"," 108","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   2","   0","   1","   0","   0","   1","   0","   9","   0","   0","   0"
"9265","9538","9035","1750","   0","   0","   0","   1","  13","  37","   8","   0","  10","   2","   0","   0","   0","   0","   1","   0","   0","  15","   4","   0","   0","   2","   0","   4","  10","   0","   0","   7","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","  10","   0","   2","   4","  29","   4","   0","   0","  96","   4","   0","   2","   0","   0","  14"," 125","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   9","   0","   0","   0"
"9277","9553","9045","1760","   0","   0","   0","   0","   7","  26","   8","   0","   8","   1","   0","   0","   1","   1","   0","   0","   0","  15","   6","   0","   0","   1","   0","   2","  17","   0","   0","   6","  10","   0","   3","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","  21","   0","   0","   3","  36","  10","   1","   0","  97","   9","   1","   3","   0","   0","   9","  75","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   6","   0","   0","   0","   0","   0","   0","   5","   0","   0","   1"
"9288","9567","9054","1770","   0","   0","   0","   1","  11","  26","  11","   0","   7","   1","   0","   0","   0","   2","   0","   0","   2","  34","   5","   0","   0","   1","   0","   6","  16","   1","   0","   9","   0","   0","   2","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  32","   0","   0","   2","  34","   8","   0","   0","  70","  20","   2","   0","   0","   7","  17","  71","   2","   0","   0","   0","   2","   0","   0","   0","   0","   0","   5","   0","   0","   0","   0","   2","   1","  12","   0","   0","   3"
"9300","9581","9063","1780","   0","   0","   0","   0","  16","  30","  16","   0","  14","   1","   0","   0","   0","   0","   0","   0","   2","  14","   4","   0","   0","   0","   0","   1","  28","   0","   1","   2","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","  14","   0","   1","   3","  50","   2","   0","   0","  76","   9","   0","   0","   0","   0","  14","  92","   2","   0","   0","   1","   0","   0","   0","   0","   0","   0","   2","   0","   1","   0","   0","   1","   1","  10","   0","   0","   0"
"9311","9597","9073","1790","   0","   0","   0","   0","  11","  22","   7","   0","  11","   0","   0","   0","   0","   0","   0","   0","   1","  12","   2","   0","   0","   2","   0","   3","  10","   0","   0","   6","   0","   0","   2","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","  24","   0","   1","   1","  20","   4","   1","   0"," 139","  10","   0","   2","   0","   2","  16","  63","   0","   1","   0","   1","   0","   0","   0","   0","   0","   0","  19","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0"
"9323","9611","9082","1800","   0","   0","   0","   0","  15","  25","   5","   0","  14","   0","   0","   0","   0","   0","   0","   0","   1","  22","   4","   0","   0","   1","   0","   4","  10","   0","   0","   8","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   3","   0","   0","   0","   0","  11","   0","   0","   3","  44","   6","   1","   0"," 139","  13","   0","   2","   0","   3","  13","  95","   2","   0","   0","   0","   0","   0","   1","   0","   0","   0","   1","   0","   1","   0","   0","   0","   0","   1","   0","   0","   0"
"9334","9626","9092","1810","   0","   0","   0","   0","  20","  19","  11","   0","  10","   1","   0","   0","   0","   0","   0","   0","   0","  31","   5","   1","   0","   1","   0","   0","   2","   1","   0","  12","   0","   0","   2","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  11","   0","   0","   2","  25","   6","   0","   0","  58","   4","   0","   2","   0","   1","   7","  62","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   2","   1","   0","   0","   0","   1","   0","   3","   0","   0","   0"
"9346","9640","9100","1820","   0","   0","   0","   1","   6","  47","   7","   0","  11","   3","   0","   0","   1","   0","   0","   0","   3","  35","   8","   0","   0","   0","   0","   7","   9","   0","   1","  12","   0","   0","   5","   0","   1","   1","   0","   0","   0","   1","   0","   0","   0","   0","   0","  16","   0","   0","   2","  35","   8","   0","   0","  76","  15","   2","   1","   0","   2","  25","  82","   3","   0","   0","   1","   2","   1","   0","   0","   0","   0","   3","   0","   0","   0","   0","   1","   1","  12","   0","   0","   3"
"9357","9656","9110","1830","   0","   0","   0","   2","  16","  12","   9","   0","   6","   0","   0","   0","   0","   0","   0","   0","   1","   9","   3","   0","   0","   1","   0","   4","   2","   0","   0","   9","   1","   1","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  21","   0","   0","   0","  23","   6","   1","   0"," 145","   8","   0","   1","   0","   0","  20","  64","   2","   0","   0","   0","   0","   0","   0","   0","   0","   0","  15","   0","   0","   0","   1","   1","   0","   0","   0","   0","   0"
"9369","9670","9119","1840","   0","   0","   0","   1","   4","  48","  20","   0","  14","   0","   0","   0","   0","   0","   0","   0","   3","  15","   8","   0","   0","   0","   0","   3","  21","   0","   0","   9","   1","   0","   2","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","  17","   0","   0","   4","  31","   6","   0","   0"," 113","   7","   2","   1","   0","   2","  13"," 105","   1","   0","   0","   0","   1","   0","   0","   0","   0","   0","   3","   0","   0","   0","   1","   4","   0","   8","   0","   0","   0"
"9381","9686","9129","1850","   0","   0","   2","   2","  18","  19","   9","   0","   5","   3","   0","   0","   0","   0","   0","   0","   0","  10","   7","   0","   0","   0","   0","   3","   9","   0","   0","  12","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  31","   0","   0","   4","  39","  12","   0","   0"," 132","   7","   1","   0","   0","   4","  14","  95","   1","   0","   0","   0","   0","   0","   1","   0","   0","   0","   2","   0","   1","   0","   0","   1","   0","   3","   0","   0","   0"
"9392","9701","9138","1860","   0","   0","   0","   0","   7","  44","  19","   0","  11","   0","   0","   0","   0","   0","   0","   0","   0","  25","   5","   0","   0","   0","   0","   4","  21","   0","   0","   8","   0","   0","   3","   0","   0","   0","   0","   0","   0","   1","   1","   0","   0","   0","   0","  24","   0","   1","   5","  31","   4","   0","   0","  93","   8","   1","   0","   0","   0","  21"," 119","   1","   1","   0","   1","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   1","   0","   9","   0","   0","   0"
"9404","9715","9147","1870","   0","   0","   9","   2","  15","  15","   7","   0","  11","   1","   0","   2","   1","   5","   0","   0","   0","  16","   7","   0","   0","   3","   0","   8","  17","   0","   0","  12","   2","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  36","   0","   0","   7","  61","  19","   1","   0"," 111","  19","   0","   0","   0","   6","  19","  65","   6","   0","   0","   0","   0","   1","   0","   1","   0","   0","  16","   0","   1","   0","   0","   2","   1","   0","   0","   0","   0"
"9415","9731","9157","1880","   0","   0","   0","   0","   4","  30","  18","   0","   6","   1","   0","   0","   0","   0","   0","   0","   2","  29","   2","   1","   0","   1","   0","   6","  10","   0","   0","   2","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","  26","   0","   0","   3","  16","   5","   0","   0","  84","  11","   1","   2","   0","   2","  14","  81","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   2","   0","   0","   0","   0","   3","   0","   3","   0","   0","   0"
"9427","9746","9166","1890","   0","   0","   0","   0","   7","  25","  16","   0","  10","   0","   0","   0","   0","   0","   0","   0","   0","  16","   6","   0","   0","   1","   0","   4","  12","   0","   0","   2","   0","   1","   2","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  22","   0","   0","   1","  28","   3","   0","   0","  84","  10","   1","   0","   0","   2","  16","  74","   1","   1","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   3","   0","   0","   0"
"9438","9762","9176","1900","   0","   0","   0","   0","  13","  28","   8","   0","  15","   1","   0","   0","   0","   0","   0","   0","   0","  24","   2","   0","   0","   2","   0","   8","  15","   1","   0","   8","   0","   1","   1","   0","   0","   1","   0","   0","   0","   0","   1","   0","   0","   0","   0","  15","   0","   0","   1","  39","   3","   2","   0","  90","   7","   0","   1","   0","   0","  12","  88","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   2","   0","   0","   0","   0","  10","   0","   0","   0"
"9450","9777","9186","1910","   0","   0","   2","   0","  20","  26","   9","   0","  11","   0","   0","   0","   0","   0","   0","   0","   0","  32","   4","   0","   0","   2","   0","   2","  26","   0","   0","  22","   0","   0","   1","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","  17","   0","   0","   2","  58","   3","   1","   0"," 105","   9","   0","   0","   0","   5","  19","  87","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   4","   0","   0","   0","   0","   3","   0","   2","   0","   0","   0"
"9461","9793","9196","1920","   0","   0","   0","   0","  13","  26","   5","   0","   6","   4","   0","   0","   1","   2","   1","   0","   1","  24","  10","   0","   0","   4","   0","   7","   6","   0","   0","  11","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  15","   0","   0","   3","  27","  16","   0","   0"," 125","  14","   0","   0","   0","   2","  15","  38","   2","   0","   0","   1","   1","   0","   0","   0","   0","   0","   3","   0","   1","   0","   1","   3","   0","   1","   0","   0","   2"
"9473","9808","9205","1930","   0","   0","   0","   0","  15","  29","  13","   0","  17","   1","   0","   0","   0","   0","   1","   0","   0","  26","   6","   0","   0","   1","   0","   6","  17","   0","   0","   4","   0","   1","   3","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","  22","   0","   0","   5","  26","   6","   0","   0","  66","   5","   1","   0","   0","   3","  19","  81","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   6","   0","   1","   0","   0","   0","   0","   7","   0","   0","   0"
"9484","9822","9213","1940","   0","   0","   0","   1","  10","  34","  12","   0","   5","   0","   0","   0","   0","   0","   0","   0","   0","  37","   3","   0","   0","   0","   0","   5","  14","   2","   0","   3","   0","   0","   1","   0","   0","   0","   0","   0","   0","   1","   1","   0","   0","   0","   0","  14","   0","   0","   1","  20","   4","   2","   0","  59","   5","   0","   2","   0","   0","  20","  98","   2","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   3","   0","   0","   0"
"9496","9838","9224","1950","   0","   0","   0","   0","   6","  26","  13","   0","  18","   0","   0","   0","   0","   0","   0","   0","   0","  35","   3","   0","   0","   1","   0","   8","  18","   0","   0","   5","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","  31","   0","   0","   4","  28","   2","   0","   0","  67","   5","   0","   1","   0","   1","   9","  77","   1","   0","   0","   1","   0","   0","   0","   0","   0","   0","   1","   0","   1","   0","   0","   2","   0","   6","   0","   0","   0"
